,,,,,Ultraserv Automated Services,,,
,,,,,"16722 Parkside Ave, ",,,
,,,,,"Cerritos, CA, 90703",,,
Product Rank Report,,,,,,,,
,,,,,,,,
Start Date,,End Date,,Report Date,,,,
2025-12-01,,2025-12-31,,12-23-2025 04:09:58 PST,,,,
,,,,,,,,
Rank,Item Description,Item #,Category,Quantity,Quantity(Previous period),Difference,Status,Amount
289,Orchard Valley Cranberry Almond Cashew,AVR11110,Nuts,40,51,-11,▼,250.97
290,Bumble Bee Chicken Salad & Crackers 3.5oz,PC10880,Snack,40,81,-41,▼,216.22
291,SS Hummus & Friends Snack Box,AVR28084,Fresh Food,38,72,-34,▼,382.22
292,FR SLB Sub Turkey & Cheese,AVR26225,Fresh Food,38,80,-42,▼,291
293,Boulder Avocado Oil Kettle Chips,AVR20336,Chips,38,75,-37,▼,152.55
294,Starbucks Vanilla Sweet Cream Nitro CB 9.6oz Cans,AVR23586,Bev Coffee & Tea,37,49,-12,▼,259
295,Miss Vickies Sea Salt XVL 1.875oz,AVR25914,Chips,37,61,-24,▼,234
296,Dunkin Donuts Original 13.7oz,PC10795,Bev Coffee & Tea,37,69,-32,▼,222.65
297,Kind Cranberry Almond & Antiox,PC10968,Healthy Bars,37,78,-41,▼,174.75
298,Fritos Original Corn Chips,PC16263,Chips,37,48,-11,▼,50.43
299,Sheila G's Brittle Chocolate Chip Brownie 2.75oz,AVR19464,Snack,36,49,-13,▼,270.75
300,Combos Cream Filled Cheddar Cheese 6.3oz,AVR25677,Snack,36,29,7,▲,211.88
301,Troop Rum Mojito 200ml,AVR26023,Bev Beer & Wine,36,30,6,▲,171
302,Kars Peanut Almond Cashew Mix,PC10964,Nuts,33,29,4,▲,101.99
303,FTY Double Cheeseburger 5oz,AVR26244,Fresh Food,33,24,9,▲,80.97
304,Baskin Robbins Rocky Road,PC10861,Frozen Ice Cream,32,62,-30,▼,318.21
305,SS Oreo Delight Dessert,AVR27445,Fresh Food,32,69,-37,▼,230.3
306,SnakClub Almonds Raw Premium Pack,PC10855,Nuts,32,51,-19,▼,220.73
307,Squirt 12oz,AVR15564,Bev 12 Oz Can,32,61,-29,▼,26.3
308,Ocean Spray Cranberry Juice,PC10816,Bev Juice,31,74,-43,▼,171.49
309,FR Breakfast Muffin Sausage & Egg,AVR27339,Fresh Food,31,43,-12,▼,109.71
310,5 HR Energy 1.93oz,PC16473,Bev Energy Drinks,31,39,-8,▼,63.69
311,SS Better Bites Bistro Box,AVR26250,Fresh Food,30,55,-25,▼,240.71
312,Pepsi Diet 12oz Sleek Cans,AVR23588,Bev 12 Oz Can,30,7,23,▲,190
313,Bubbly Lime 16oz Cans,AVR23581,Bev Other,30,54,-24,▼,189.4
314,FR Burrito Beef,AVR26239,Fresh Food,30,38,-8,▼,164.94
315,Kind Fruit and Nut Delight,PC10969,Healthy Bars,30,54,-24,▼,143.85
316,Lenny and Larry Snickerdoodle Cookie,PC16496,Cookies & Crackers,30,36,-6,▼,141.72
317,FR SLB Pasta Salad Mike's Tuna Mac Small,PC10744,Fresh Food,29,60,-31,▼,339.3
318,Bubbly Blackcherry 16oz Cans,AVR27258,Bev Other,29,33,-4,▼,193.5
319,Midol,PC10994,Sundry Items,29,32,-3,▼,176.75
320,Nutella & Go with Breadsticks 1.8oz,AVR24440,Snack,29,38,-9,▼,167.5
321,Magic Spoon Marshmallow Treat 1.4oz,AVR24781,Snack,29,21,8,▲,127.4
322,SS Fruit & Cheese Bistro Box,AVR26249,Fresh Food,28,49,-21,▼,335.77
323,Quaker Oatmeal Maple & Brown,PC11040,Cereal,28,35,-7,▼,123.35
324,Crush Orange 12oz,PC16458,Bev 12 Oz Can,28,21,7,▲,17.38
325,Tonys Chocolonely Milk Chocolate Bar 6.35oz,AVR20432,Candy,27,48,-21,▼,353.25
326,Pepsi Zero Sugar 12oz,AVR22950,Bev 12 Oz Can,27,43,-16,▼,168
327,Dr Pepper Diet 20oz,PC10794,Bev 20 Oz Bottle,27,31,-4,▼,114.75
328,OREO Mini Bite Size,PC11022,Cookies & Crackers,27,51,-24,▼,107.25
329,Mountain Dew 12oz,PC16462,Bev 12 Oz Can,26,20,6,▲,13.61
330,SS House Made Chicken Salad on Croissant Sandwich,AVR27449,Fresh Food,25,57,-32,▼,346.11
331,Gatorade Fruit Punch 11.6oz Cans,AVR23582,Bev Other,25,36,-11,▼,148
332,Gatorade Orange 11.6oz Cans,AVR23583,Bev Other,25,13,12,▲,146
333,Lenny and Larry Double Chocolate Chip Cookie,PC16495,Cookies & Crackers,25,24,1,▲,132.57
334,Dole Mixed Fruit,PC10924,Snack,25,30,-5,▼,109.29
335,SS House Made Chicken Pesto on Ciabatta Sandwich,AVR26246,Fresh Food,24,31,-7,▼,328.2
336,Beer Kona Big Wave Liquid Aloha 16oz Can,AVR25829,Bev Beer & Wine,24,78,-54,▼,263.76
337,Beer Modelo Especial 16oz Can,AVR23054,Bev Beer & Wine,24,22,2,▲,215.76
338,Pocari Sweat Electrolyte Drink 16.9oz,AVR27614,Bev Other,24,45,-21,▼,162
339,Pepsi 12oz,PC16463,Bev 12 Oz Can,24,26,-2,▼,23.2
340,SS Pineapple & Tajin,AVR27343,Fresh Food,23,38,-15,▼,231.46
341,Tates Bake Shop Cookie 3.5oz,AVR27766,Cookies & Crackers,23,17,6,▲,179
342,Rockstar,AVR16884,Bev Energy Drinks,23,19,4,▲,124.25
343,Fiber One Chew Oats,PC14367,Healthy Bars,23,11,12,▲,85.33
344,La Croix Sparkling Grapefruit,PC10804,Bev 12 Oz Can,23,39,-16,▼,9.43
345,Coke Cherry 12oz,PC16247,Bev 12 Oz Can,23,30,-7,▼,9.43
346,FR SLB EL Cubano 8oz,AVR26219,Fresh Food,22,51,-29,▼,221.9
347,La Croix Sparkling Cran Raspberry,PC10803,Bev 12 Oz Can,22,47,-25,▼,9.02
348,Solely Fruit Jerky Pineapple Organic 0.8oz,AVR19412,Snack,21,26,-5,▼,120
349,Brisk 20oz,PC16275,Bev 20 Oz Bottle,21,38,-17,▼,114.5
350,FR Burrito Breakfast Egg & Sausage,AVR26238,Fresh Food,20,37,-17,▼,128.89
351,Nutter Butter Cookie Bites 3oz,AVR25916,Cookies & Crackers,20,31,-11,▼,103.87
352,Smart Water Aluminum Bottle 18oz,AVR19525,Bev Water,19,44,-25,▼,182.75
353,FR Onion Roll Pastrami Reuben,AVR26241,Fresh Food,19,30,-11,▼,178.61
354,Starbucks Cold Brew Salted Caramel 11oz Can,AVR22955,Bev Coffee & Tea,19,20,-1,▼,126.5
355,Popcornopolis Zebra Popcorn 3oz,AVR22623,Snack,19,32,-13,▼,115.75
356,Troop Vodka Lemonade 200ml,AVR23420,Bev Beer & Wine,19,35,-16,▼,90.25
357,Big Az Cheeseburger Charbroiled,PC10870,Frozen Food,18,19,-1,▼,113.48
358,Pert 2 in 1 Shampoo & Conditioner,AVR19286,Sundry Items,17,33,-16,▼,120
359,Comb,PC10904,Sundry Items,17,27,-10,▼,102.5
360,Beer Kona Big Wave Liquid Aloha Can 12oz,AVR23974,Bev Beer & Wine,17,28,-11,▼,102
361,Beer Stella Artois Can 12oz,AVR16661,Bev Beer & Wine,17,39,-22,▼,95.12
362,Starry 16oz Can,AVR21367,Bev Other,17,22,-5,▼,88
363,Cheetos Crunchy Jalapeno Cheddar Chips,PC10890,Chips,17,29,-12,▼,12.71
364,White Claw Mango Hard Seltzer 12oz Can,AVR23055,Bev Beer & Wine,16,35,-19,▼,127.84
365,Beer Budweiser Bottle 12oz,AVR23798,Bev Beer & Wine,16,15,1,▲,74.24
366,Kars Roasted Salted Peanut,PC10965,Nuts,16,34,-18,▼,41.34
367,Knotts Raspberry Cookie,PC16494,Cookies & Crackers,16,22,-6,▼,25.42
368,Beer Elysian Space Dust IPA Bottle 12oz,AVR23800,Bev Beer & Wine,15,10,5,▲,83.55
369,Quaker Oatmeal Apple & Cinnamon,PC19049,Cereal,15,24,-9,▼,71
370,FR Breakfast Bagel & Cream Cheese,AVR26237,Fresh Food,15,22,-7,▼,35.97
371,Nutri Grain Blueberry,PC11018,Healthy Bars,15,24,-9,▼,27.55
372,Nemos Banana Square Cake,PC16524,Pastry,15,14,1,▲,17.85
373,La Croix Sparkling Coconut,PC10801,Bev 12 Oz Can,15,14,1,▲,6.15
374,Beer Alesmith Party Tricks IPA Ale Can 16oz,AVR28643,Bev Beer & Wine,13,5,8,▲,129.87
375,Beer Stella Artois Aluminum Can 16oz,AVR24556,Bev Beer & Wine,13,61,-48,▼,129.87
376,Troop Tequila Paloma 200ml,AVR23419,Bev Beer & Wine,13,41,-28,▼,61.75
377,Nemos Carrot Square Cake,PC16525,Pastry,13,24,-11,▼,20.79
378,La Croix Sparkling Orange,PC16270,Bev 12 Oz Can,13,8,5,▲,5.33
379,Starbucks Mocha Double Shot 15oz Cans,AVR23587,Bev Coffee & Tea,12,16,-4,▼,91.75
380,Gold Peak Sweetened Tea 18.5oz,PC16471,Bev Coffee & Tea,12,19,-7,▼,65.75
381,Beer Bud Light 12oz,PC18962,Bev Beer & Wine,12,29,-17,▼,56.4
382,Beer Estrella Jalisco Can 12oz,AVR22398,Bev Beer & Wine,12,26,-14,▼,55.68
383,FR SLB Thai Beef Pinwheels 9oz,AVR26221,Fresh Food,11,36,-25,▼,159.39
384,Beer Budweiser Aluminum Can 16oz,PC10773,Bev Beer & Wine,11,15,-4,▼,88
385,Beers Coors Light 16oz Can,AVR20761,Bev Beer & Wine,11,10,1,▲,87.89
386,Kombucha Pink Lady Apple Can 11.5oz,AVR27768,Bev Other,11,15,-4,▼,74
387,Kind Peanut Butter Dark Chocolate,PC10970,Healthy Bars,11,36,-25,▼,59
388,Solely Fruit Jerky Mango with Chili & Salt 0.8oz,AVR19411,Snack,11,16,-5,▼,58.64
389,Pure Leaf Raspberry Tea - 18.5oz,AVR00150,Bev Coffee & Tea,11,39,-28,▼,58
390,Nutri Grain Strawberry,PC11019,Healthy Bars,11,14,-3,▼,47
391,Disney Aluminum Water Bottle RG Rubiks White,AVR20367,Souvenirs Disney,10,9,1,▲,239.9
392,FTY Teriyaki Chicken With Fried Rice & Broccoli 10oz,AVR26235,Fresh Food,10,21,-11,▼,96.18
393,FR Harvest Chicken Salad with Balsamic Dressing,AVR27341,Fresh Food,10,24,-14,▼,94.46
394,Wine Carolina Reserva Pinot Noir 375mL,AVR17386,Bev Beer & Wine,10,22,-12,▼,80
395,Lip Balm Beeswax Blister 0.15oz,AVR25915,Sundry Items,10,22,-12,▼,63.75
396,Sucker Punch Classic Dill Pickle Chip 3.4oz,AVR25510,Snack,10,12,-2,▼,47.69
397,Mentos Mint,PC10993,Candy Gum & Mints,10,13,-3,▼,40.25
398,"Disney Plush Medium 15"" Goofy",AVR21354,Souvenirs Disney,9,6,3,▲,269.91
399,Disney Key Chain RG Minnie Face Palm,AVR20396,Souvenirs Disney,9,10,-1,▼,89.91
400,Beer Michelob Ultra 16oz Can,AVR28072,Bev Beer & Wine,9,52,-43,▼,80.91
401,Naked Juice Smoothie Mighty Mango 15.2oz,AVR27820,Bev Juice,9,16,-7,▼,78.75
402,Mountain Dew 16oz Can,AVR21366,Bev Other,9,16,-7,▼,51
403,Second Nature Simplicity Medley Trail Mix,PC11055,Nuts,9,8,1,▲,47
404,Mentos Mixed Fruit,PC10992,Candy Gum & Mints,9,28,-19,▼,36
405,Maruchan Beef Cup Soup,PC10987,Hot Food,9,22,-13,▼,36
406,Salsitas Spicy Chips,PC19079,Chips,9,9,0,-,11.07
407,Disney Key Chain RG Get Stitch,AVR20393,Souvenirs Disney,8,15,-7,▼,79.92
408,Disney Key Chain RG Disney Gang,AVR20399,Souvenirs Disney,8,22,-14,▼,79.92
409,Beer Ballast Point Sculpin 16oz Can,AVR23056,Bev Beer & Wine,8,11,-3,▼,79.92
410,Domaine Laurier Brut Methode Champenoise 187ml,AVR26364,Bev Beer & Wine,8,2,6,▲,48
411,Beer Golden Road Mango Cart Can 12oz,AVR23975,Bev Beer & Wine,8,12,-4,▼,48
412,Fritos Chili Cheese Chips,PC10942,Chips,8,6,2,▲,28
413,Dove Hot Chocolate,PC20295,OCS Coffee,8,3,5,▲,22
414,Disney Key Chain RG Mickey Face Palm,AVR20398,Souvenirs Disney,7,12,-5,▼,69.93
415,Sabra Roasted Red Pepper Hummus w/Pretzel 4.56oz,AVR00154,Fresh,7,19,-12,▼,65.93
416,Wine Carolina Reserva Sauvignon Blanc 375mL,PC10841,Bev Beer & Wine,7,2,5,▲,56
417,FTY Cheese Enchilada with Spanish Rice & Beans,AVR27342,Fresh Food,7,15,-8,▼,44.23
418,Mountain Diet Dew 12oz,AVR22952,Bev 12 Oz Can,7,8,-1,▼,42
419,Crush Orange 16oz Can,AVR21368,Bev Other,7,8,-1,▼,38
420,Stacy's Pita Chip Parmesan Garlic 1.5oz,AVR27767,Chips,7,10,-3,▼,37.75
421,Trident Wintergreen,PC16488,Candy Gum & Mints,7,13,-6,▼,5.88
422,Disney Hat Adult RG Mickey Logo Grey Shimmer,AVR20374,Souvenirs Disney,6,18,-12,▼,179.94
423,Wine Allegretto Cello Cabernet Sauvignon 2020,AVR24662,Bev Beer & Wine,6,9,-3,▼,150
424,Beer Miller Lite 16oz Can,AVR23053,Bev Beer & Wine,6,10,-4,▼,47.94
425,Tapatio Ramen Chicken Noodle Soup,PC19048,Hot Food,6,11,-5,▼,17.56
426,Nemos Chocolate Square Cake,PC16526,Pastry,6,13,-7,▼,7.14
427,Disney Fannypack RG Mickey Pack Black,AVR20409,Souvenirs Disney,5,10,-5,▼,129.95
428,Disney Aluminum Water Bottle RG Pop Mick Heads Silver,AVR20365,Souvenirs Disney,5,12,-7,▼,119.95
429,Disney Head Straw Tumbler Mickey,AVR23688,Souvenirs Disney,5,2,3,▲,99.95
430,Angry Orchard Apple Hard Cider 16oz Can,AVR23051,Bev Beer & Wine,5,16,-11,▼,49.95
431,Beer Bud Light Aluminum Can 12oz,AVR22396,Bev Beer & Wine,5,1,4,▲,44.95
432,Wine Carolina Reserva Chardonnay 375mL,PC10838,Bev Beer & Wine,5,22,-17,▼,40
433,Wine Carolina Reserva Cabernet Sauvignon 375mL,AVR17385,Bev Beer & Wine,5,30,-25,▼,40
434,Beer Shock Top Belgian White Bottle 12oz,AVR23799,Bev Beer & Wine,5,11,-6,▼,27.85
435,Bobo's Chocolate Chip Bites Bar 1.3oz,AVR27936,Healthy Bars,5,5,0,-,23.75
436,Beer Michelob Ultra 12oz,PC18972,Bev Beer & Wine,5,45,-40,▼,23.2
437,Hint Strawberry Kiwi Infused Water,AVR15128,Bev Other,5,10,-5,▼,18.87
438,"Disney Plush Extra Large 25"" RG Red Minnie",AVR20377,Souvenirs Disney,4,5,-1,▼,159.96
439,Wine Allegretto Heart of the Vine 2020,AVR24663,Bev Beer & Wine,4,3,1,▲,100
440,"Disney Plush Small 11"" RG Red Minnie",AVR20385,Souvenirs Disney,4,7,-3,▼,99.96
441,Disney Mug RG Mickey Red,AVR20403,Souvenirs Disney,4,5,-1,▼,83.96
442,Lean Cuisine Lasagna with Meat Sauce,PC10980,Frozen Food,4,10,-6,▼,35.96
443,Pepsi Wild Cherry 12oz,AVR22951,Bev 12 Oz Can,4,5,-1,▼,27
444,Second Nature Wholesome Medley,PC11056,Nuts,4,16,-12,▼,16.18
445,Starbucks Verona Flavia,PC20299,OCS Coffee,4,6,-2,▼,13
446,Payday Bar,PC11027,Candy,4,12,-8,▼,7.03
447,Aquafina 16.9oz,PC10724,Bev Water,4,18,-14,▼,2.79
448,Wine Allegretto Heart of the Vibe 2023,AVR23972,Bev Beer & Wine,3,2,1,▲,105
449,Disney Hat Adult RG Baywatch Mickey Beach Sunrise,AVR20373,Souvenirs Disney,3,17,-14,▼,89.97
450,"Disney Plush Medium 15"" RG Red Minnie",AVR20383,Souvenirs Disney,3,8,-5,▼,89.97
451,Disney Hat Adult RG Stitch Collegiate,AVR20369,Souvenirs Disney,3,11,-8,▼,89.97
452,Disney Passport Bag RG Minnie Glam,AVR20406,Souvenirs Disney,3,5,-2,▼,71.97
453,Disney Mug RG Stitch Blue,AVR20402,Souvenirs Disney,3,7,-4,▼,62.97
454,Always Pad with Wings Ultra Thin 22ct,AVR24782,Sundry Items,3,1,2,▲,45
455,Convale Tweezers Carded,PC10905,Sundry Items,3,5,-2,▼,17.75
456,Takis Fuego Hot Nuts 3.2oz,AVR22622,Nuts,3,5,-2,▼,17.5
457,Trojan Ribbed Latex Condoms,AVR17707,Sundry Items,3,9,-6,▼,15.5
458,Starbucks Veranda Blend Flavia,PC20298,OCS Coffee,3,5,-2,▼,9.75
459,Starbucks Pikes Place Flavia,PC20297,OCS Coffee,3,10,-7,▼,9.75
460,Act II Popcorn Butter 2.75oz,PC10849,Snack,3,12,-9,▼,9.25
461,Peace Tea Razzleberry,PC10820,Bev Coffee & Tea,3,1,2,▲,7.2
462,Wine Allegretto Cabernet Sauvignon 2019,AVR23977,Bev Beer & Wine,2,6,-4,▼,70
463,"Disney Plush Small 11"" Donald",AVR21355,Souvenirs Disney,2,10,-8,▼,49.98
464,"Disney Plush Small 11"" RG Mickey",AVR20386,Souvenirs Disney,2,1,1,▲,49.98
465,Disney Passport Bag RG Travelin Mouse,AVR20407,Souvenirs Disney,2,7,-5,▼,47.98
466,Disney Sunglasses RG Black Mickey,AVR19076,Souvenirs Disney,2,2,0,-,45.98
467,Disney Mug RG Donald Blue,AVR21353,Souvenirs Disney,2,4,-2,▼,41.98
468,Disney Head Straw Tumbler Minnie,AVR23689,Souvenirs Disney,2,4,-2,▼,39.98
469,Crush Grape 16oz Can,AVR23585,Bev Other,2,8,-6,▼,13
470,Gold Peak Unsweetened Tea 18.5oz,PC16472,Bev Coffee & Tea,2,3,-1,▼,11
471,Gummi Bears Gummi Factory,PC10948,Candy,2,4,-2,▼,2.85
472,"Disney Plush Extra Large 25"" RG Mickey",AVR20378,Souvenirs Disney,1,4,-3,▼,39.99
473,Disney Crewneck Fleece Mic Kick Across Extra Large,AVR23426,Souvenirs Disney,1,1,0,-,39.99
474,"Disney Plush Medium 15"" RG Mickey",AVR20382,Souvenirs Disney,1,10,-9,▼,29.99
475,"Disney Plush Medium 15"" RG Stitch",AVR20384,Souvenirs Disney,1,8,-7,▼,29.99
476,Anker USB-C to Lightning 10ft Cable,AVR19514,Electronics,1,1,0,-,25.99
477,Disney Aluminum Water Bottle RG Sunset Mickey and Minnie,AVR20368,Souvenirs Disney,1,13,-12,▼,23.99
478,Disney Key Chain RG Standing Mickey,AVR20394,Souvenirs Disney,1,1,0,-,9.99
479,Disney Key Chain RG Disney Logo w/ Character Colors,AVR20400,Souvenirs Disney,1,12,-11,▼,9.99
480,Disney Key Chain RG His,AVR20390,Souvenirs Disney,1,1,0,-,9.99
481,Waiter's Corkscrew,AVR02387,Sundry Items,1,4,-3,▼,7
482,Peace Tea & Lemonade 16oz,AVR25514,Bev Coffee & Tea,1,1,0,-,5
483,Blue Diamond Almonds Roasted Salted,AVR26365,Nuts,1,12,-11,▼,4.75
484,Alterra Froth Real Milk,PC20296,OCS Coffee,1,1,0,-,2.75
485,Alterra Coffee French Vanilla,AVR14658,OCS Coffee,1,5,-4,▼,2.75
486,Peace Tea Georgia Peach,PC10818,Bev Coffee & Tea,1,7,-6,▼,2.4
