,,,,,,,,,,,,,,,,Ultraserv Automated Services
,,,,,,,,,,,,,,,,"16722 Parkside Ave, "
,,,,,,,,,,,,,,,,"Cerritos, CA, 90703"
Sales By Products Report,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Start Date,,,,End Date,,,,,,,,,,,Report Date,
2025-09-01,,,,2025-09-30,,,,,,,,,,,12-02-2025 20:51:57 PST,
,,,,,,,,,,,,,,,,
Micromarket,Product,Category,Cost,Selling Price,Total Sold,Total Sales,Sales Tax,Container Deposit,Other Tax,Other Fees,COGS,Subsidy,Gift Amount,Gross Sales,Total COGS,
Best Western Plus Stovall's Inn,Coke 20oz,Bev 20 Oz Bottle,1.28,5,57,285,22.09,2.85,0,0,72.96,,0,309.94,97.9,
MainStay Suites Moreno Valley,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,6,25.5,2.23,0.3,0,0,7.62,,0,28.03,10.15,
MainStay Suites Moreno Valley,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,6,25.5,2.23,0.3,0,0,7.68,,0,28.03,10.21,
Baymont by Wyndham Monterey Park,Coke 20oz,Bev 20 Oz Bottle,1.27,2.55,2,5.1,0.54,0.1,0,0,2.54,,0,5.74,3.18,
Baymont by Wyndham Monterey Park,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,9,38.25,4.02,0.45,0,0,11.43,,0,42.72,15.9,
Baymont by Wyndham Monterey Park,Coke 20oz,Bev 20 Oz Bottle,1.28,2.55,6,15.3,1.61,0.3,0,0,7.68,,0,17.21,9.59,
Baymont by Wyndham Monterey Park,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,14,59.5,6.25,0.7,0,0,17.92,,0,66.45,24.87,
Crowne Plaza San Pedro,Coke 20oz,Bev 20 Oz Bottle,1.27,5,35,175,17.06,1.75,0,0,44.45,,0,193.81,63.26,
Crowne Plaza San Pedro,Coke 20oz,Bev 20 Oz Bottle,1.28,5,52,260,25.35,2.6,0,0,66.56,,0,287.95,94.51,
DoubleTree by Hilton Pomona,Coke 20oz,Bev 20 Oz Bottle,1.27,4,16,64,6.72,0.8,0,0,20.32,,0,71.52,27.84,
DoubleTree by Hilton Pomona,Coke 20oz,Bev 20 Oz Bottle,1.28,4,37,148,15.54,1.85,0,0,47.36,,0,165.39,64.75,
La Quinta Inn & Suites Pomona,Coke 20oz,Bev 20 Oz Bottle,1.27,2.4,3,7.2,0.76,0.15,0,0,3.81,,0,8.11,4.72,
La Quinta Inn & Suites Pomona,Coke 20oz,Bev 20 Oz Bottle,1.27,4,4,16,1.68,0.2,0,0,5.08,,0,17.88,6.96,
La Quinta Inn & Suites Pomona,Coke 20oz,Bev 20 Oz Bottle,1.28,2.4,5,12,1.26,0.25,0,0,6.4,,0,13.51,7.91,
La Quinta Inn & Suites Pomona,Coke 20oz,Bev 20 Oz Bottle,1.28,4,23,92,9.66,1.15,0,0,29.44,,0,102.81,40.25,
SureStay Plus Hotel By Best Western Upland Market,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,8,34,2.64,0.4,0,0,10.16,,0,37.04,13.2,
SureStay Plus Hotel By Best Western Upland Market,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,13,55.25,4.28,0.65,0,0,16.64,,0,60.18,21.57,
Holiday Inn Express & Suites Hesperia Market,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,4,17,1.32,0.2,0,0,5.08,,0,18.52,6.6,
Holiday Inn Express & Suites Hesperia Market,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,14,59.5,4.61,0.7,0,0,17.92,,0,64.81,23.23,
Hawthorn Suites by Wyndham Victorville Market,Coke 20oz,Bev 20 Oz Bottle,1.27,4.25,6,25.5,2.23,0.3,0,0,7.62,,0,28.03,10.15,
Hawthorn Suites by Wyndham Victorville Market,Coke 20oz,Bev 20 Oz Bottle,1.28,4.25,14,59.5,5.21,0.7,0,0,17.92,,0,65.41,23.83,
Best Western Hesperia Victorville Suites,Coke 20oz,Bev 20 Oz Bottle,1.27,2.55,6,15.3,1.19,0.3,0,0,7.62,,0,16.79,9.11,
