Customer,Product Code,Product Description,Location,Trans.#,Trans.Date,Transfer Type,Qty,Price,Cost,Amount
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,18.0,,22.9554,
,PC00885,Coke 20oz,Stock,,10/02/2025,Quantity Adjustment,16.0,,20.4048,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,7.0,,8.9271,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,3.0,,3.8259,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,26.0,,33.1578,
,PC00885,Coke 20oz,Stock,,10/30/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/17/2025,Quantity Adjustment,24.0,,30.6072,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,24.0,,30.6072,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,32.0,,40.8096,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,42.0,,53.5626,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,25.0,,31.8825,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,25.0,,31.8825,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,48.0,,61.2144,
,PC00885,Coke 20oz,Stock,,10/23/2025,Quantity Adjustment,48.0,,61.2144,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,18.0,,22.9554,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,18.0,,22.9554,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,16.0,,20.4048,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,43.0,,54.8379,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,7.0,,8.9271,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,7.0,,8.9271,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/23/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/02/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,47.0,,59.9391,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,3.0,,3.8259,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,3.0,,3.8259,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,3.0,,3.8259,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,26.0,,33.1578,
,PC00885,Coke 20oz,Stock,,10/10/2025,Quantity Adjustment,26.0,,33.1578,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/23/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/30/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,2.0,,2.5506,
,PC00885,Coke 20oz,Stock,,10/03/2025,Quantity Adjustment,2.0,,2.5506,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,4.0,,5.1012,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,4.0,,5.1012,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,25.0,,31.8825,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,25.0,,31.8825,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,23.0,,29.3319,
,PC00885,Coke 20oz,Stock,,10/02/2025,Quantity Adjustment,30.0,,38.259,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,30.0,,38.259,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,9.0,,11.4777,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,9.0,,11.4777,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,35.0,,44.6355,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,36.0,,45.9108,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,36.0,,45.9108,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,36.0,,45.9108,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,34.0,,43.3602,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,34.0,,43.3602,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,31.0,,39.5343,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,39.0,,49.7367,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,39.0,,49.7367,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,5.0,,6.3765,
,PC00885,Coke 20oz,Stock,,10/17/2025,Quantity Adjustment,5.0,,6.3765,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,33.0,,42.0849,
,PC00885,Coke 20oz,Stock,,10/17/2025,Quantity Adjustment,17.0,,21.6801,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,9.0,,11.4777,
,PC00885,Coke 20oz,Stock,,10/02/2025,Quantity Adjustment,9.0,,11.4777,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,27.0,,34.4331,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,19.0,,24.2307,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,37.0,,47.1861,
,PC00885,Coke 20oz,Stock,,10/03/2025,Quantity Adjustment,35.0,,44.6355,
,PC00885,Coke 20oz,Stock,,10/10/2025,Quantity Adjustment,35.0,,44.6355,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,35.0,,44.6355,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,35.0,,44.6355,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,35.0,,44.6355,
,PC00885,Coke 20oz,Stock,,10/24/2025,Quantity Adjustment,60.0,,76.518,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,69.0,,87.9957,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,30.0,,36.9837,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/30/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,11.0,,14.0283,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,11.0,,14.0283,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,11.0,,14.0283,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,23.0,,29.3319,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,28.0,,35.7084,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,28.0,,35.7084,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,17.0,,21.6801,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,17.0,,21.6801,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,40.0,,51.012,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,27.0,,34.4331,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,44.0,,56.1132,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,19.0,,24.2307,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,13.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,50.0,,63.765,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,50.0,,63.765,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,38.0,,45.9108,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,21.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/23/2025,Quantity Adjustment,49.0,,61.2144,
,PC00885,Coke 20oz,Stock,,10/10/2025,Quantity Adjustment,71.0,,90.5463,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,15.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/10/2025,Quantity Adjustment,3720.0,,4728.8124,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,16.0,,11.4777,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,41.0,,52.2873,
,PC00885,Coke 20oz,Stock,,10/17/2025,Quantity Adjustment,65.0,,82.8945,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/23/2025,Quantity Adjustment,24.0,,29.3319,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,11.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,11.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/02/2025,Quantity Adjustment,8.0,,7.6518,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,21.0,,20.4048,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,8.0,,10.2024,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,13.0,,16.5789,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,5.0,,6.3765,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,4.0,,5.1012,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,8.0,,10.2024,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,16.0,,20.4048,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,13.0,,16.5789,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,29.0,,36.9837,
,PC00885,Coke 20oz,Stock,,10/10/2025,Quantity Adjustment,24.0,,30.6072,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,24.0,,30.6072,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,36.0,,43.3602,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,85.0,,108.4005,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,56.0,,67.5909,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,44.0,,54.8379,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,46.0,,57.3885,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,35.0,,44.6355,
,PC00885,Coke 20oz,Stock,,10/30/2025,Quantity Adjustment,6.0,,7.6518,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,33.0,,42.0849,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/24/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,18.0,,22.9554,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,26.0,,29.3319,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,26.0,,33.1578,
,PC00885,Coke 20oz,Stock,,10/24/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/24/2025,Quantity Adjustment,33.0,,42.0849,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,26.0,,33.1578,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,32.0,,40.8096,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,23.0,,29.3319,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,31.0,,39.5343,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,44.0,,56.1132,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,27.0,,29.3319,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,6.0,,7.6518,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,2.0,,2.5506,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,13.0,,16.5789,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,13.0,,16.5789,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,5.0,,6.3765,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,24.0,,30.6072,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,17.0,,21.6801,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,38.0,,48.4614,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,6.0,,7.6518,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,6.0,,7.6518,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,22.0,,28.0566,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/29/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,5.0,,6.3765,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/27/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/15/2025,Quantity Adjustment,30.0,,38.259,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,49.0,,62.4897,
,PC00885,Coke 20oz,Stock,,10/16/2025,Quantity Adjustment,9.0,,11.4777,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,19.0,,24.2307,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,19.0,,24.2307,
,PC00885,Coke 20oz,Stock,,10/08/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/20/2025,Quantity Adjustment,5.0,,6.3765,
,PC00885,Coke 20oz,Stock,,10/09/2025,Quantity Adjustment,24.0,,30.6072,
,PC00885,Coke 20oz,Stock,,10/30/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/21/2025,Quantity Adjustment,29.0,,36.9837,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,28.0,,35.7084,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,30.0,,38.259,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,40.0,,51.012,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,19.0,,24.2307,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,28.0,,35.7084,
,PC00885,Coke 20oz,Stock,,10/01/2025,Quantity Adjustment,17.0,,21.6801,
,PC00885,Coke 20oz,Stock,,10/13/2025,Quantity Adjustment,1.0,,1.2753,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,21.0,,26.7813,
,PC00885,Coke 20oz,Stock,,10/14/2025,Quantity Adjustment,49.0,,62.4897,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,15.0,,19.1295,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,41.0,,52.2873,
,PC00885,Coke 20oz,Stock,,10/03/2025,Quantity Adjustment,31.0,,39.5343,
,PC00885,Coke 20oz,Stock,,10/03/2025,Quantity Adjustment,1.0,,1.2753,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,1.0,,1.2753,
,PC00885,Coke 20oz,Stock,,10/22/2025,Quantity Adjustment,20.0,,25.506,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,29.0,,24.2307,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,58.0,,73.9674,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,8.0,,10.2024,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,33.0,,42.0849,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,31.0,,39.5343,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,4.0,,5.1012,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,10.0,,12.753,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,30.0,,38.259,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,27.0,,34.4331,
,PC00885,Coke 20oz,Stock,,10/28/2025,Quantity Adjustment,26.0,,33.1578,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,34.0,,42.0849,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,9.0,,11.4777,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,12.0,,15.3036,
,PC00885,Coke 20oz,Stock,,10/06/2025,Quantity Adjustment,44.0,,56.1132,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,14.0,,17.8542,
,PC00885,Coke 20oz,Stock,,10/07/2025,Quantity Adjustment,34.0,,43.3602,
,PC00886,Coke Diet 20oz,Stock,,10/06/2025,Quantity Adjustment,27.0,,34.4142,
,PC00886,Coke Diet 20oz,Stock,,10/08/2025,Quantity Adjustment,23.0,,29.3158,
,PC00886,Coke Diet 20oz,Stock,,10/08/2025,Quantity Adjustment,27.0,,34.4142,
,PC00886,Coke Diet 20oz,Stock,,10/20/2025,Quantity Adjustment,16.0,,20.3936,
,PC00886,Coke Diet 20oz,Stock,,10/02/2025,Quantity Adjustment,23.0,,29.3158,
,PC00886,Coke Diet 20oz,Stock,,10/13/2025,Quantity Adjustment,31.0,,39.5126,
,PC00886,Coke Diet 20oz,Stock,,10/29/2025,Quantity Adjustment,11.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/29/2025,Quantity Adjustment,29.0,,36.9634,
,PC00886,Coke Diet 20oz,Stock,,10/29/2025,Quantity Adjustment,11.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/23/2025,Quantity Adjustment,23.0,,29.3158,
,PC00886,Coke Diet 20oz,Stock,,10/29/2025,Quantity Adjustment,19.0,,24.2174,
,PC00886,Coke Diet 20oz,Stock,,10/29/2025,Quantity Adjustment,26.0,,33.1396,
,PC00886,Coke Diet 20oz,Stock,,10/29/2025,Quantity Adjustment,12.0,,15.2952,
,PC00886,Coke Diet 20oz,Stock,,10/07/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/30/2025,Quantity Adjustment,23.0,,29.3158,
,PC00886,Coke Diet 20oz,Stock,,10/30/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/30/2025,Quantity Adjustment,12.0,,15.2952,
,PC00886,Coke Diet 20oz,Stock,,10/14/2025,Quantity Adjustment,11.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/24/2025,Quantity Adjustment,7.0,,7.6476,
,PC00886,Coke Diet 20oz,Stock,,10/14/2025,Quantity Adjustment,17.0,,21.6682,
,PC00886,Coke Diet 20oz,Stock,,10/14/2025,Quantity Adjustment,14.0,,17.8444,
,PC00886,Coke Diet 20oz,Stock,,10/08/2025,Quantity Adjustment,10.0,,12.746,
,PC00886,Coke Diet 20oz,Stock,,10/08/2025,Quantity Adjustment,17.0,,21.6682,
,PC00886,Coke Diet 20oz,Stock,,10/09/2025,Quantity Adjustment,12.0,,15.2952,
,PC00886,Coke Diet 20oz,Stock,,10/24/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/08/2025,Quantity Adjustment,19.0,,24.2174,
,PC00886,Coke Diet 20oz,Stock,,10/15/2025,Quantity Adjustment,19.0,,24.2174,
,PC00886,Coke Diet 20oz,Stock,,10/15/2025,Quantity Adjustment,5.0,,6.373,
,PC00886,Coke Diet 20oz,Stock,,10/16/2025,Quantity Adjustment,12.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/16/2025,Quantity Adjustment,11.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/16/2025,Quantity Adjustment,8.0,,10.1968,
,PC00886,Coke Diet 20oz,Stock,,10/27/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/27/2025,Quantity Adjustment,46.0,,58.6316,
,PC00886,Coke Diet 20oz,Stock,,10/20/2025,Quantity Adjustment,13.0,,16.5698,
,PC00886,Coke Diet 20oz,Stock,,10/27/2025,Quantity Adjustment,6.0,,7.6476,
,PC00886,Coke Diet 20oz,Stock,,10/20/2025,Quantity Adjustment,8.0,,10.1968,
,PC00886,Coke Diet 20oz,Stock,,10/06/2025,Quantity Adjustment,12.0,,10.1968,
,PC00886,Coke Diet 20oz,Stock,,10/03/2025,Quantity Adjustment,8.0,,10.1968,
,PC00886,Coke Diet 20oz,Stock,,10/22/2025,Quantity Adjustment,13.0,,16.5698,
,PC00886,Coke Diet 20oz,Stock,,10/22/2025,Quantity Adjustment,12.0,,15.2952,
,PC00886,Coke Diet 20oz,Stock,,10/22/2025,Quantity Adjustment,22.0,,28.0412,
,PC00886,Coke Diet 20oz,Stock,,10/07/2025,Quantity Adjustment,3.0,,3.8238,
,PC00886,Coke Diet 20oz,Stock,,10/28/2025,Quantity Adjustment,11.0,,10.1968,
,PC00886,Coke Diet 20oz,Stock,,10/28/2025,Quantity Adjustment,6.0,,7.6476,
,PC00886,Coke Diet 20oz,Stock,,10/28/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/07/2025,Quantity Adjustment,11.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/07/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/17/2025,Quantity Adjustment,13.0,,16.5698,
,PC00886,Coke Diet 20oz,Stock,,10/22/2025,Quantity Adjustment,13.0,,16.5698,
,PC00886,Coke Diet 20oz,Stock,,10/07/2025,Quantity Adjustment,11.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/15/2025,Quantity Adjustment,6.0,,7.6476,
,PC00886,Coke Diet 20oz,Stock,,10/01/2025,Quantity Adjustment,11.0,,14.0206,
,PC00886,Coke Diet 20oz,Stock,,10/13/2025,Quantity Adjustment,2.0,,2.5492,
,PC00886,Coke Diet 20oz,Stock,,10/07/2025,Quantity Adjustment,2.0,,2.5492,
,PC00886,Coke Diet 20oz,Stock,,10/01/2025,Quantity Adjustment,2.0,,2.5492,
,PC00886,Coke Diet 20oz,Stock,,10/08/2025,Quantity Adjustment,2.0,,2.5492,
,PC00886,Coke Diet 20oz,Stock,,10/22/2025,Quantity Adjustment,7.0,,8.9222,
,PC00886,Coke Diet 20oz,Stock,,10/20/2025,Quantity Adjustment,22.0,,28.0412,
,PC00886,Coke Diet 20oz,Stock,,10/21/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/03/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/15/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/09/2025,Quantity Adjustment,9.0,,11.4714,
,PC00886,Coke Diet 20oz,Stock,,10/10/2025,Quantity Adjustment,15.0,,19.119,
,PC00886,Coke Diet 20oz,Stock,,10/03/2025,Quantity Adjustment,26.0,,33.1396,
,PC00886,Coke Diet 20oz,Stock,,10/07/2025,Quantity Adjustment,12.0,,15.2952,
,PC00886,Coke Diet 20oz,Stock,,10/08/2025,Quantity Adjustment,12.0,,15.2952,
,PC00886,Coke Diet 20oz,Stock,,10/03/2025,Quantity Adjustment,3.0,,3.8238,
,PC00886,Coke Diet 20oz,Stock,,10/02/2025,Quantity Adjustment,10.0,,12.746,
,PC00886,Coke Diet 20oz,Stock,,10/09/2025,Quantity Adjustment,20.0,,25.492,
,PC00886,Coke Diet 20oz,Stock,,10/06/2025,Quantity Adjustment,20.0,,25.492,
