Micromarket,User Name,Date,Product Code,Product,Category,Change Type,Cost,Quantity,Total Product cost,Product price,Total Product Price,Site,TotalCost
,Rony Perez,2025-12-08,PC11062,Skittles Sour,Candy,Overage,1.17,2.0,,4.25,8.5,The Westin Long Beach,2.34
,Rony Perez,2025-12-08,PC16529,Jack Links Peppered Beef Jerky 80 cal.,Snack,Overage,1.48,1.0,,5.25,5.25,The Westin Long Beach,1.48
,Rony Perez,2025-12-08,PC11008,Nature Valley Granola Peanut Butter,Healthy Bars,Overage,0.5,2.0,,3.25,6.5,The Westin Long Beach,1.0
,Rony Perez,2025-12-08,PC10909,DayQuil,Sundry Items,Overage,2.27,1.0,,5.25,5.25,The Westin Long Beach,2.27
,Rony Perez,2025-12-08,AVR14655,Dr Pepper Zero 20oz,Bev 20 Oz Bottle,Overage,1.27,1.0,,6.0,6.0,The Westin Long Beach,1.27
,Rony Perez,2025-12-08,PC21853,Nestle Tollhouse Chocolate Chip Cookie Sandwich,Frozen Ice Cream,Overage,2.44,8.0,,6.25,50.0,The Westin Long Beach,19.52
,Emmanuel Ortiz,2025-12-08,PC10821,Pepsi 20oz,Bev 20 Oz Bottle,Spoilage,1.04,8.0,,6.0,48.0,The Westin Long Beach,8.32
,Elmer Mancia,2025-12-08,PC10821,Pepsi 20oz,Bev 20 Oz Bottle,Spoilage,1.04,24.0,,6.0,144.0,The Westin Long Beach,24.96
,Eduardo Velasco,2025-12-08,AVR17147,Starry 20oz,Bev 20 Oz Bottle,Spoilage,1.05,7.0,,6.0,42.0,The Westin Long Beach,7.35
,Rony Perez,2025-12-08,AVR27342,FTY Cheese Enchilada with Spanish Rice & Beans,Fresh Food,Shrinkage,4.1,2.0,,14.49,28.98,The Westin Long Beach,8.2
,Rony Perez,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Shrinkage,2.75,7.0,,9.49,66.43,The Westin Long Beach,19.25
,Rony Perez,2025-12-08,PC10751,FR SLB Triangle Club Wheat,Fresh Food,Shrinkage,2.64,1.0,,8.99,8.99,The Westin Long Beach,2.64
,Elmer Mancia,2025-12-08,PC10885,Cereal Frosted Flakes,Cereal,Spoilage,1.32,5.0,,5.0,25.0,The Westin Long Beach,6.6
,Elmer Mancia,2025-12-08,AVR15434,Cereal Cinnamon Toast Crunch,Cereal,Spoilage,1.22,2.0,,5.0,10.0,The Westin Long Beach,2.44
,Elmer Mancia,2025-12-08,AVR15436,Cereal Lucky Charms,Cereal,Spoilage,1.22,5.0,,5.0,25.0,The Westin Long Beach,6.1
,Elmer Mancia,2025-12-08,PC10886,Cereal Honey Nut Cheerios,Cereal,Spoilage,1.22,5.0,,5.0,25.0,The Westin Long Beach,6.1
,Rony Perez,2025-12-08,AVR27445,SS Oreo Delight Dessert,Fresh Food,Shrinkage,2.28,2.0,,8.99,17.98,The Westin Long Beach,4.56
,Rony Perez,2025-12-08,AVR27449,SS House Made Chicken Salad on Croissant Sandwich,Fresh Food,Shrinkage,4.94,1.0,,16.49,16.49,The Westin Long Beach,4.94
,Rony Perez,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Spoilage,2.75,1.0,,9.49,9.49,The Westin Long Beach,2.75
,Rony Perez,2025-12-08,AVR26232,FR SLB Triangle PBJ White,Fresh Food,Spoilage,1.92,1.0,,8.99,8.99,The Westin Long Beach,1.92
,Rony Perez,2025-12-08,AVR26234,FR Parfait Mixed Berry,Fresh Food,Shrinkage,2.4,2.0,,8.99,17.98,The Westin Long Beach,4.8
,Rony Perez,2025-12-08,AVR19517,Anker Power Port 32W Wall Charger,Electronics,Shrinkage,9.02,2.0,,20.99,41.98,The Westin Long Beach,18.04
,Elmer Mancia,2025-12-08,PC11026,Otis Muffin Wild Blueberry,Pastry,Spoilage,0.98,3.0,,3.75,11.25,The Westin Long Beach,2.94
,Elmer Mancia,2025-12-08,PC10925,Dolly Madison Chocolate Cupcakes,Pastry,Spoilage,0.79,3.0,,3.75,11.25,The Westin Long Beach,2.37
,Eduardo Velasco,2025-12-08,AVR26217,FR SLB Croissant Ham,Fresh Food,Shrinkage,3.7,4.0,,12.99,51.96,The Westin Long Beach,14.8
,Eduardo Velasco,2025-12-08,AVR26211,FR Snack Double & Cheese Cup,Fresh Food,Shrinkage,2.76,2.0,,9.49,18.98,The Westin Long Beach,5.52
,Eduardo Velasco,2025-12-08,AVR26221,FR SLB Thai Beef Pinwheels 9oz,Fresh Food,Shrinkage,4.12,1.0,,14.49,14.49,The Westin Long Beach,4.12
,Eduardo Velasco,2025-12-08,AVR19517,Anker Power Port 32W Wall Charger,Electronics,Shrinkage,9.02,2.0,,20.99,41.98,The Westin Long Beach,18.04
,Eduardo Velasco,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Shrinkage,2.75,1.0,,9.49,9.49,The Westin Long Beach,2.75
,Eduardo Velasco,2025-12-08,AVR26230,FR SLB Triangle Egg Salad Wheat,Fresh Food,Shrinkage,1.99,1.0,,8.99,8.99,The Westin Long Beach,1.99
,Eduardo Velasco,2025-12-08,AVR26220,FR SLB Multigrain Turkey & Bacon Club,Fresh Food,Shrinkage,3.49,1.0,,12.99,12.99,The Westin Long Beach,3.49
,Eduardo Velasco,2025-12-08,PC10751,FR SLB Triangle Club Wheat,Fresh Food,Shrinkage,2.64,1.0,,8.99,8.99,The Westin Long Beach,2.64
,Elmer Mancia,2025-12-08,PC16523,Dolly Madison Golden Cream Cake,Pastry,Spoilage,0.74,3.0,,3.75,11.25,The Westin Long Beach,2.22
,Elmer Mancia,2025-12-08,PC16523,Dolly Madison Golden Cream Cake,Pastry,Spoilage,0.71,4.0,,3.75,15.0,The Westin Long Beach,2.84
,Elmer Mancia,2025-12-08,PC10732,Chobani Peach,Fresh,Spoilage,1.35,1.0,,4.5,4.5,The Westin Long Beach,1.35
,Rony Perez,2025-12-08,PC10732,Chobani Peach,Fresh,Shrinkage,1.35,1.0,,4.5,4.5,The Westin Long Beach,1.35
,Emmanuel Ortiz,2025-12-08,PC10730,Chobani Blueberry,Fresh,Spoilage,1.35,2.0,,4.5,9.0,The Westin Long Beach,2.7
,Elmer Mancia,2025-12-08,PC10732,Chobani Peach,Fresh,Spoilage,1.35,4.0,,4.5,18.0,The Westin Long Beach,5.4
,Elmer Mancia,2025-12-08,PC10732,Chobani Peach,Fresh,Spoilage,1.37,3.0,,4.5,13.5,The Westin Long Beach,4.11
,Elmer Mancia,2025-12-08,PC10730,Chobani Blueberry,Fresh,Spoilage,1.39,1.0,,4.5,4.5,The Westin Long Beach,1.39
,Elmer Mancia,2025-12-08,PC10730,Chobani Blueberry,Fresh,Spoilage,1.35,2.0,,4.5,9.0,The Westin Long Beach,2.7
,Rony Perez,2025-12-08,PC10730,Chobani Blueberry,Fresh,Shrinkage,1.35,1.0,,4.5,4.5,The Westin Long Beach,1.35
,Elmer Mancia,2025-12-08,PC10730,Chobani Blueberry,Fresh,Spoilage,1.35,2.0,,4.5,9.0,The Westin Long Beach,2.7
,Elmer Mancia,2025-12-08,PC10761,Lunchables Ham & Cheddar,Fresh,Spoilage,2.08,2.0,,6.5,13.0,The Westin Long Beach,4.16
,Elmer Mancia,2025-12-08,PC10733,Chobani Strawberry,Fresh,Spoilage,1.35,4.0,,4.5,18.0,The Westin Long Beach,5.4
,Elmer Mancia,2025-12-08,PC10733,Chobani Strawberry,Fresh,Spoilage,1.35,1.0,,4.5,4.5,The Westin Long Beach,1.35
,Elmer Mancia,2025-12-08,PC10762,Lunchables Turkey & Cheddar,Fresh,Spoilage,2.03,7.0,,6.5,45.5,The Westin Long Beach,14.21
,Rony Perez,2025-12-08,PC10811,Monster Zero Ultra 16oz,Bev Energy Drinks,Shrinkage,1.59,14.0,,6.75,94.5,The Westin Long Beach,22.26
,Elmer Mancia,2025-12-08,PC10925,Dolly Madison Chocolate Cupcakes,Pastry,Spoilage,0.79,1.0,,3.75,3.75,The Westin Long Beach,0.79
,Rony Perez,2025-12-08,PC14016,Gatorade Zero Glacier Freeze 20oz,Bev 20 Oz Bottle,Shrinkage,1.33,27.0,,6.75,182.25,The Westin Long Beach,35.91
,Elmer Mancia,2025-12-08,PC11026,Otis Muffin Wild Blueberry,Pastry,Spoilage,0.89,1.0,,3.75,3.75,The Westin Long Beach,0.89
,Elmer Mancia,2025-12-08,PC11024,Otis Muffin Banana Nut,Pastry,Spoilage,0.88,3.0,,3.75,11.25,The Westin Long Beach,2.64
,Elmer Mancia,2025-12-08,PC11026,Otis Muffin Wild Blueberry,Pastry,Spoilage,0.94,5.0,,3.75,18.75,The Westin Long Beach,4.7
,Elmer Mancia,2025-12-08,PC11026,Otis Muffin Wild Blueberry,Pastry,Spoilage,0.98,1.0,,3.75,3.75,The Westin Long Beach,0.98
,Rony Perez,2025-12-08,PC10744,FR SLB Pasta Salad Mike's Tuna Mac Small,Fresh Food,Shrinkage,4.36,1.0,,15.99,15.99,The Westin Long Beach,4.36
,Elmer Mancia,2025-12-08,AVR26234,FR Parfait Mixed Berry,Fresh Food,Spoilage,2.4,1.0,,8.99,8.99,The Westin Long Beach,2.4
,Elmer Mancia,2025-12-08,AVR26225,FR SLB Sub Turkey & Cheese,Fresh Food,Spoilage,3.56,4.0,,12.49,49.96,The Westin Long Beach,14.24
,Elmer Mancia,2025-12-08,AVR27343,SS Pineapple & Tajin,Fresh Food,Spoilage,3.31,1.0,,11.49,11.49,The Westin Long Beach,3.31
,Elmer Mancia,2025-12-08,AVR26219,FR SLB EL Cubano 8oz,Fresh Food,Spoilage,3.92,2.0,,13.99,27.98,The Westin Long Beach,7.84
,Elmer Mancia,2025-12-08,AVR26217,FR SLB Croissant Ham,Fresh Food,Spoilage,3.7,6.0,,12.99,77.94,The Westin Long Beach,22.2
,Elmer Mancia,2025-12-08,AVR20000,Dole Lemonade 20oz,Bev 20 Oz Bottle,Spoilage,1.04,2.0,,6.0,12.0,The Westin Long Beach,2.08
,Elmer Mancia,2025-12-08,PC10997,Milk Shamrock Lowfat 7oz,Bev Other,Spoilage,0.76,10.0,,4.5,45.0,The Westin Long Beach,7.6
,Elmer Mancia,2025-12-08,AVR00140,Smartfood White Cheddar 1.75oz,Chips,Spoilage,1.33,7.0,,6.25,43.75,The Westin Long Beach,9.31
,Elmer Mancia,2025-12-08,AVR17147,Starry 20oz,Bev 20 Oz Bottle,Spoilage,1.05,5.0,,6.0,30.0,The Westin Long Beach,5.25
,Elmer Mancia,2025-12-08,AVR14655,Dr Pepper Zero 20oz,Bev 20 Oz Bottle,Spoilage,1.27,3.0,,6.0,18.0,The Westin Long Beach,3.81
,Elmer Mancia,2025-12-08,AVR17147,Starry 20oz,Bev 20 Oz Bottle,Spoilage,1.04,7.0,,6.0,42.0,The Westin Long Beach,7.28
,Elmer Mancia,2025-12-08,AVR27445,SS Oreo Delight Dessert,Fresh Food,Spoilage,2.28,3.0,,8.99,26.97,The Westin Long Beach,6.84
,Rony Perez,2025-12-08,AVR26241,FR Onion Roll Pastrami Reuben,Fresh Food,Spoilage,3.57,1.0,,12.49,12.49,The Westin Long Beach,3.57
,Rony Perez,2025-12-08,AVR26241,FR Onion Roll Pastrami Reuben,Fresh Food,Shrinkage,3.57,2.0,,12.49,24.98,The Westin Long Beach,7.14
,Rony Perez,2025-12-08,AVR26241,FR Onion Roll Pastrami Reuben,Fresh Food,Shrinkage,3.57,1.0,,12.49,12.49,The Westin Long Beach,3.57
,Emmanuel Ortiz,2025-12-08,PC11025,Otis Muffin Chocolate Chip,Pastry,Spoilage,0.9,2.0,,3.75,7.5,The Westin Long Beach,1.8
,Emmanuel Ortiz,2025-12-08,PC11024,Otis Muffin Banana Nut,Pastry,Spoilage,0.88,2.0,,3.75,7.5,The Westin Long Beach,1.76
,Emmanuel Ortiz,2025-12-08,AVR20474,Lays Chile Lemon 2.25oz,Chips,Spoilage,1.33,2.0,,6.25,12.5,The Westin Long Beach,2.66
,Emmanuel Ortiz,2025-12-08,AVR00146,Lays BBQ 2.25oz,Chips,Spoilage,1.3,1.0,,6.25,6.25,The Westin Long Beach,1.3
,Emmanuel Ortiz,2025-12-08,AVR27339,FR Breakfast Muffin Sausage & Egg,Fresh Food,Spoilage,2.99,1.0,,9.99,9.99,The Westin Long Beach,2.99
,Emmanuel Ortiz,2025-12-08,AVR26232,FR SLB Triangle PBJ White,Fresh Food,Spoilage,1.92,5.0,,8.99,44.95,The Westin Long Beach,9.6
,Elmer Mancia,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Spoilage,2.75,1.0,,9.49,9.49,The Westin Long Beach,2.75
,Elmer Mancia,2025-12-08,AVR26220,FR SLB Multigrain Turkey & Bacon Club,Fresh Food,Spoilage,3.49,1.0,,12.99,12.99,The Westin Long Beach,3.49
,Elmer Mancia,2025-12-08,AVR26219,FR SLB EL Cubano 8oz,Fresh Food,Spoilage,3.92,1.0,,13.99,13.99,The Westin Long Beach,3.92
,Elmer Mancia,2025-12-08,AVR26225,FR SLB Sub Turkey & Cheese,Fresh Food,Spoilage,3.56,1.0,,12.49,12.49,The Westin Long Beach,3.56
,Elmer Mancia,2025-12-08,AVR26229,FR SLB Triangle Tuna Salad Wheat,Fresh Food,Spoilage,1.92,1.0,,8.99,8.99,The Westin Long Beach,1.92
,Elmer Mancia,2025-12-08,PC16264,Dole Orange Juice,Bev Juice,Spoilage,1.54,2.0,,5.75,11.5,The Westin Long Beach,3.08
,Elmer Mancia,2025-12-08,AVR26221,FR SLB Thai Beef Pinwheels 9oz,Fresh Food,Spoilage,4.12,2.0,,14.49,28.98,The Westin Long Beach,8.24
,Elmer Mancia,2025-12-08,AVR26227,FR SLB Triangle Ham Wheat,Fresh Food,Spoilage,2.72,1.0,,8.99,8.99,The Westin Long Beach,2.72
,Elmer Mancia,2025-12-08,AVR26226,FR SLB Triangle Turkey Wheat,Fresh Food,Spoilage,2.44,1.0,,8.99,8.99,The Westin Long Beach,2.44
,Elmer Mancia,2025-12-08,AVR26222,FR SLB Salad Chicken Caesar,Fresh Food,Spoilage,4.69,5.0,,16.49,82.45,The Westin Long Beach,23.45
,Elmer Mancia,2025-12-08,PC11156,Pepsi Diet 20 oz,Bev 20 Oz Bottle,Spoilage,1.05,5.0,,6.0,30.0,The Westin Long Beach,5.24
,Elmer Mancia,2025-12-08,PC11025,Otis Muffin Chocolate Chip,Pastry,Spoilage,0.9,2.0,,3.75,7.5,The Westin Long Beach,1.8
,Elmer Mancia,2025-12-08,AVR14655,Dr Pepper Zero 20oz,Bev 20 Oz Bottle,Spoilage,1.29,5.0,,6.0,30.0,The Westin Long Beach,6.45
,Elmer Mancia,2025-12-08,PC11024,Otis Muffin Banana Nut,Pastry,Spoilage,0.88,5.0,,3.75,18.75,The Westin Long Beach,4.4
,Elmer Mancia,2025-12-08,PC11026,Otis Muffin Wild Blueberry,Pastry,Spoilage,0.98,1.0,,3.75,3.75,The Westin Long Beach,0.98
,Elmer Mancia,2025-12-08,PC16275,Brisk 20oz,Bev 20 Oz Bottle,Spoilage,1.02,15.0,,6.0,90.0,The Westin Long Beach,15.3
,Elmer Mancia,2025-12-08,PC10925,Dolly Madison Chocolate Cupcakes,Pastry,Spoilage,0.79,1.0,,3.75,3.75,The Westin Long Beach,0.79
,Elmer Mancia,2025-12-08,PC11024,Otis Muffin Banana Nut,Pastry,Spoilage,0.88,2.0,,3.75,7.5,The Westin Long Beach,1.76
,Elmer Mancia,2025-12-08,PC11025,Otis Muffin Chocolate Chip,Pastry,Spoilage,0.9,1.0,,3.75,3.75,The Westin Long Beach,0.9
,Elmer Mancia,2025-12-08,AVR26230,FR SLB Triangle Egg Salad Wheat,Fresh Food,Spoilage,1.99,2.0,,8.99,17.98,The Westin Long Beach,3.98
,Elmer Mancia,2025-12-08,AVR26222,FR SLB Salad Chicken Caesar,Fresh Food,Spoilage,4.69,5.0,,16.49,82.45,The Westin Long Beach,23.45
,Elmer Mancia,2025-12-08,AVR26225,FR SLB Sub Turkey & Cheese,Fresh Food,Spoilage,3.56,2.0,,12.49,24.98,The Westin Long Beach,7.12
,Rony Perez,2025-12-08,AVR26246,SS House Made Chicken Pesto on Ciabatta Sandwich,Fresh Food,Shrinkage,4.73,1.0,,16.49,16.49,The Westin Long Beach,4.73
,Rony Perez,2025-12-08,AVR26250,SS Better Bites Bistro Box,Fresh Food,Shrinkage,3.29,1.0,,11.49,11.49,The Westin Long Beach,3.29
,Rony Perez,2025-12-08,AVR26220,FR SLB Multigrain Turkey & Bacon Club,Fresh Food,Shrinkage,3.49,1.0,,12.99,12.99,The Westin Long Beach,3.49
,Rony Perez,2025-12-08,PC10744,FR SLB Pasta Salad Mike's Tuna Mac Small,Fresh Food,Shrinkage,4.36,1.0,,15.99,15.99,The Westin Long Beach,4.36
,Rony Perez,2025-12-08,AVR26220,FR SLB Multigrain Turkey & Bacon Club,Fresh Food,Shrinkage,3.49,1.0,,12.99,12.99,The Westin Long Beach,3.49
,Rony Perez,2025-12-08,PC10751,FR SLB Triangle Club Wheat,Fresh Food,Shrinkage,2.64,2.0,,8.99,17.98,The Westin Long Beach,5.28
,Elmer Mancia,2025-12-08,AVR27340,FR Focaccia Grilled Veggie,Fresh Food,Spoilage,4.85,1.0,,16.49,16.49,The Westin Long Beach,4.85
,Rony Perez,2025-12-08,AVR27343,SS Pineapple & Tajin,Fresh Food,Shrinkage,3.31,1.0,,11.49,11.49,The Westin Long Beach,3.31
,Rony Perez,2025-12-08,AVR26211,FR Snack Double & Cheese Cup,Fresh Food,Shrinkage,2.76,3.0,,9.49,28.47,The Westin Long Beach,8.28
,Rony Perez,2025-12-08,AVR26235,FTY Teriyaki Chicken With Fried Rice & Broccoli 10oz,Fresh Food,Shrinkage,4.1,1.0,,14.49,14.49,The Westin Long Beach,4.1
,Rony Perez,2025-12-08,AVR20474,Lays Chile Lemon 2.25oz,Chips,Spoilage,1.33,1.0,,6.25,6.25,The Westin Long Beach,1.33
,Rony Perez,2025-12-08,AVR26227,FR SLB Triangle Ham Wheat,Fresh Food,Shrinkage,2.72,1.0,,8.99,8.99,The Westin Long Beach,2.72
,Rony Perez,2025-12-08,AVR27342,FTY Cheese Enchilada with Spanish Rice & Beans,Fresh Food,Shrinkage,4.1,1.0,,14.49,14.49,The Westin Long Beach,4.1
,Elmer Mancia,2025-12-08,PC11068,Sour Patch Kids,Candy,Spoilage,1.17,2.0,,4.25,8.5,The Westin Long Beach,2.34
,Rony Perez,2025-12-08,AVR26249,SS Fruit & Cheese Bistro Box,Fresh Food,Shrinkage,3.96,2.0,,13.99,27.98,The Westin Long Beach,7.92
,Rony Perez,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Shrinkage,2.75,2.0,,9.49,18.98,The Westin Long Beach,5.5
,Rony Perez,2025-12-08,PC10751,FR SLB Triangle Club Wheat,Fresh Food,Shrinkage,2.64,1.0,,8.99,8.99,The Westin Long Beach,2.64
,Rony Perez,2025-12-08,PC10923,Dole Mandarin Oranges,Snack,Shrinkage,1.4,6.0,,4.0,24.0,The Westin Long Beach,8.4
,Elmer Mancia,2025-12-08,PC10751,FR SLB Triangle Club Wheat,Fresh Food,Spoilage,2.64,1.0,,8.99,8.99,The Westin Long Beach,2.64
,Elmer Mancia,2025-12-08,PC10812,Mountain Dew 20oz,Bev 20 Oz Bottle,Spoilage,1.04,9.0,,6.0,54.0,The Westin Long Beach,9.36
,Rony Perez,2025-12-08,AVR19517,Anker Power Port 32W Wall Charger,Electronics,Shrinkage,9.02,2.0,,20.99,41.98,The Westin Long Beach,18.04
,Rony Perez,2025-12-08,AVR26246,SS House Made Chicken Pesto on Ciabatta Sandwich,Fresh Food,Spoilage,4.73,1.0,,16.49,16.49,The Westin Long Beach,4.73
,Rony Perez,2025-12-08,AVR26232,FR SLB Triangle PBJ White,Fresh Food,Spoilage,1.92,1.0,,8.99,8.99,The Westin Long Beach,1.92
,Rony Perez,2025-12-08,PC10751,FR SLB Triangle Club Wheat,Fresh Food,Shrinkage,2.64,1.0,,8.99,8.99,The Westin Long Beach,2.64
,Rony Perez,2025-12-08,AVR26227,FR SLB Triangle Ham Wheat,Fresh Food,Shrinkage,2.72,1.0,,8.99,8.99,The Westin Long Beach,2.72
,Rony Perez,2025-12-08,PC10962,Jack Links Teriyaki Beef Jerky 70 Cal,Snack,Shrinkage,1.37,1.0,,5.25,5.25,The Westin Long Beach,1.37
,Rony Perez,2025-12-08,AVR26226,FR SLB Triangle Turkey Wheat,Fresh Food,Shrinkage,2.44,3.0,,8.99,26.97,The Westin Long Beach,7.32
,Rony Perez,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Shrinkage,2.75,2.0,,9.49,18.98,The Westin Long Beach,5.5
,Rony Perez,2025-12-08,AVR26234,FR Parfait Mixed Berry,Fresh Food,Shrinkage,2.4,1.0,,8.99,8.99,The Westin Long Beach,2.4
,Rony Perez,2025-12-08,AVR26221,FR SLB Thai Beef Pinwheels 9oz,Fresh Food,Shrinkage,4.12,1.0,,14.49,14.49,The Westin Long Beach,4.12
,Rony Perez,2025-12-08,AVR18526,Fairlife Chocolate Milk 14oz,Bev Other,Shrinkage,1.61,5.0,,6.0,30.0,The Westin Long Beach,8.05
,Rony Perez,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Shrinkage,2.75,1.0,,9.49,9.49,The Westin Long Beach,2.75
,Rony Perez,2025-12-08,AVR26232,FR SLB Triangle PBJ White,Fresh Food,Shrinkage,1.92,1.0,,8.99,8.99,The Westin Long Beach,1.92
,Rony Perez,2025-12-08,AVR26221,FR SLB Thai Beef Pinwheels 9oz,Fresh Food,Shrinkage,4.12,1.0,,14.49,14.49,The Westin Long Beach,4.12
,Elmer Mancia,2025-12-08,PC11024,Otis Muffin Banana Nut,Pastry,Spoilage,0.88,1.0,,3.75,3.75,The Westin Long Beach,0.88
,Elmer Mancia,2025-12-08,PC11025,Otis Muffin Chocolate Chip,Pastry,Spoilage,0.9,1.0,,3.75,3.75,The Westin Long Beach,0.9
,Elmer Mancia,2025-12-08,PC11002,Motrin,Sundry Items,Spoilage,1.87,5.0,,5.25,26.25,The Westin Long Beach,9.35
,Elmer Mancia,2025-12-08,AVR14655,Dr Pepper Zero 20oz,Bev 20 Oz Bottle,Spoilage,1.27,4.0,,6.0,24.0,The Westin Long Beach,5.08
,Elmer Mancia,2025-12-08,AVR26241,FR Onion Roll Pastrami Reuben,Fresh Food,Spoilage,3.57,3.0,,12.49,37.47,The Westin Long Beach,10.71
,Elmer Mancia,2025-12-08,PC10821,Pepsi 20oz,Bev 20 Oz Bottle,Spoilage,1.05,43.0,,6.0,258.0,The Westin Long Beach,45.15
,Elmer Mancia,2025-12-08,AVR00146,Lays BBQ 2.25oz,Chips,Spoilage,1.33,11.0,,6.25,68.75,The Westin Long Beach,14.63
,Elmer Mancia,2025-12-08,AVR26226,FR SLB Triangle Turkey Wheat,Fresh Food,Spoilage,2.44,5.0,,8.99,44.95,The Westin Long Beach,12.2
,Elmer Mancia,2025-12-08,AVR26222,FR SLB Salad Chicken Caesar,Fresh Food,Spoilage,4.69,1.0,,16.49,16.49,The Westin Long Beach,4.69
,Elmer Mancia,2025-12-08,AVR26229,FR SLB Triangle Tuna Salad Wheat,Fresh Food,Spoilage,1.92,4.0,,8.99,35.96,The Westin Long Beach,7.68
,Elmer Mancia,2025-12-08,AVR26225,FR SLB Sub Turkey & Cheese,Fresh Food,Spoilage,3.56,2.0,,12.49,24.98,The Westin Long Beach,7.12
,Elmer Mancia,2025-12-08,AVR26235,FTY Teriyaki Chicken With Fried Rice & Broccoli 10oz,Fresh Food,Spoilage,4.1,2.0,,14.49,28.98,The Westin Long Beach,8.2
,Elmer Mancia,2025-12-08,AVR26219,FR SLB EL Cubano 8oz,Fresh Food,Spoilage,3.92,1.0,,13.99,13.99,The Westin Long Beach,3.92
,Elmer Mancia,2025-12-08,AVR27341,FR Harvest Chicken Salad with Balsamic Dressing,Fresh Food,Spoilage,4.94,1.0,,16.49,16.49,The Westin Long Beach,4.94
,Elmer Mancia,2025-12-08,AVR26240,FR Fruit Mixed,Fresh Food,Spoilage,2.75,1.0,,9.49,9.49,The Westin Long Beach,2.75
,Elmer Mancia,2025-12-08,AVR00146,Lays BBQ 2.25oz,Chips,Spoilage,1.33,1.0,,6.25,6.25,The Westin Long Beach,1.33
,Rony Perez,2025-12-08,PC10962,Jack Links Teriyaki Beef Jerky 70 Cal,Snack,Shrinkage,1.5,1.0,,5.25,5.25,The Westin Long Beach,1.5
,Rony Perez,2025-12-08,AVR27438,SS Kings Hawaiian Pretzel Bun Trio,Fresh Food,Shrinkage,5.6,1.0,,17.99,17.99,The Westin Long Beach,5.6
,Rony Perez,2025-12-08,AVR19515,Anker USB-C to USB-C 10ft Cable,Electronics,Shrinkage,5.31,2.0,,25.99,51.98,The Westin Long Beach,10.62
,Elmer Mancia,2025-12-08,AVR17147,Starry 20oz,Bev 20 Oz Bottle,Spoilage,1.04,6.0,,6.0,36.0,The Westin Long Beach,6.24
,Elmer Mancia,2025-12-08,AVR17147,Starry 20oz,Bev 20 Oz Bottle,Spoilage,1.04,3.0,,6.0,18.0,The Westin Long Beach,3.12
,Elmer Mancia,2025-12-08,AVR26219,FR SLB EL Cubano 8oz,Fresh Food,Spoilage,3.92,1.0,,13.99,13.99,The Westin Long Beach,3.92
,Elmer Mancia,2025-12-08,PC10831,Starbucks Mocha Frappuccino RTD 9.5oz,Bev Coffee & Tea,Spoilage,1.35,8.0,,6.5,52.0,The Westin Long Beach,10.8
,Elmer Mancia,2025-12-08,PC11008,Nature Valley Granola Peanut Butter,Healthy Bars,Spoilage,0.5,4.0,,3.25,13.0,The Westin Long Beach,2.0
,Elmer Mancia,2025-12-08,PC10884,Cereal Froot Loops,Cereal,Spoilage,1.32,1.0,,5.0,5.0,The Westin Long Beach,1.32
,Elmer Mancia,2025-12-08,PC10832,Starbucks Vanilla Frapuccino RTD 9.5oz,Bev Coffee & Tea,Spoilage,1.35,2.0,,6.5,13.0,The Westin Long Beach,2.7
,Elmer Mancia,2025-12-08,PC16264,Dole Orange Juice,Bev Juice,Spoilage,1.54,1.0,,5.75,5.75,The Westin Long Beach,1.54
,Elmer Mancia,2025-12-08,PC10761,Lunchables Ham & Cheddar,Fresh,Spoilage,2.08,2.0,,6.5,13.0,The Westin Long Beach,4.16
,Elmer Mancia,2025-12-08,AVR26222,FR SLB Salad Chicken Caesar,Fresh Food,Spoilage,4.69,3.0,,16.49,49.47,The Westin Long Beach,14.07
,Elmer Mancia,2025-12-08,PC10744,FR SLB Pasta Salad Mike's Tuna Mac Small,Fresh Food,Spoilage,4.36,1.0,,15.99,15.99,The Westin Long Beach,4.36
,Elmer Mancia,2025-12-08,PC11024,Otis Muffin Banana Nut,Pastry,Spoilage,0.88,5.0,,3.75,18.75,The Westin Long Beach,4.4
,Elmer Mancia,2025-12-08,PC11024,Otis Muffin Banana Nut,Pastry,Spoilage,0.88,1.0,,3.75,3.75,The Westin Long Beach,0.88
,Elmer Mancia,2025-12-08,AVR26222,FR SLB Salad Chicken Caesar,Fresh Food,Spoilage,4.69,1.0,,16.49,16.49,The Westin Long Beach,4.69
,Elmer Mancia,2025-12-08,AVR26222,FR SLB Salad Chicken Caesar,Fresh Food,Spoilage,4.69,1.0,,16.49,16.49,The Westin Long Beach,4.69
,Elmer Mancia,2025-12-08,AVR26230,FR SLB Triangle Egg Salad Wheat,Fresh Food,Spoilage,1.99,1.0,,8.99,8.99,The Westin Long Beach,1.99
,Elmer Mancia,2025-12-08,AVR00149,Schweppe's Ginger Ale 20oz,Bev 20 Oz Bottle,Spoilage,1.05,2.0,,6.0,12.0,The Westin Long Beach,2.1
