Location,Product ID,Quantity_Start,Quantity_End,Total_Depletion,Sales_Quantity,Sales_Value,Known_Adjustments_Qty,Shrinkage_Qty,Implied_Unit_Price,Shrinkage_Value
Holiday Inn Oxnard-Ventura,PC10944,,,,4.0,20.0,0.0,,5.0,
Holiday Inn Oxnard-Ventura,PC10946,,,,56.0,161.0,1.0,,2.875,
Holiday Inn Oxnard-Ventura,PC10955,,,,20.0,100.0,25.0,,5.0,
Holiday Inn Oxnard-Ventura,PC10958,,,,18.0,63.0,18.0,,3.5,
Holiday Inn Oxnard-Ventura,PC10959,,,,38.0,131.6,27.0,,3.4631578947368418,
Holiday Inn Oxnard-Ventura,PC10971,,,,37.0,177.0,4.0,,4.783783783783784,
Holiday Inn Oxnard-Ventura,PC10972,,,,24.0,84.0,1.0,,3.5,
Holiday Inn Oxnard-Ventura,PC10978,,,,32.0,128.0,4.0,,4.0,
Holiday Inn Oxnard-Ventura,PC10984,,,,38.0,133.0,10.0,,3.5,
Holiday Inn Oxnard-Ventura,PC10986,,,,9.0,31.5,2.0,,3.5,
Holiday Inn Oxnard-Ventura,PC10989,,,,39.0,117.0,13.0,,3.0,
Holiday Inn Oxnard-Ventura,PC10990,,,,33.0,99.0,4.0,,3.0,
Holiday Inn Oxnard-Ventura,PC11004,,,,31.0,124.0,7.0,,4.0,
Holiday Inn Oxnard-Ventura,PC11007,,,,13.0,39.0,2.0,,3.0,
Holiday Inn Oxnard-Ventura,PC11010,,,,28.0,220.8,32.0,,7.885714285714286,
Holiday Inn Oxnard-Ventura,PC11015,,,,21.0,84.0,5.0,,4.0,
Holiday Inn Oxnard-Ventura,PC11016,,,,16.0,64.0,2.0,,4.0,
Holiday Inn Oxnard-Ventura,PC11021,,,,11.0,53.0,1.0,,4.818181818181818,
Holiday Inn Oxnard-Ventura,PC11028,,,,9.0,45.0,0.0,,5.0,
Holiday Inn Oxnard-Ventura,PC11035,,,,20.0,70.0,2.0,,3.5,
Holiday Inn Oxnard-Ventura,PC11042,,,,17.0,85.0,8.0,,5.0,
Holiday Inn Oxnard-Ventura,PC11043,,,,36.0,126.0,4.0,,3.5,
Holiday Inn Oxnard-Ventura,PC11045,,,,10.0,35.0,3.0,,3.5,
Holiday Inn Oxnard-Ventura,PC11054,,,,10.0,50.0,0.0,,5.0,
Holiday Inn Oxnard-Ventura,PC11061,,,,16.0,56.0,3.0,,3.5,
Holiday Inn Oxnard-Ventura,PC11062,,,,26.0,91.0,2.0,,3.5,
Holiday Inn Oxnard-Ventura,PC11063,,,,34.0,136.0,9.0,,4.0,
Holiday Inn Oxnard-Ventura,PC11064,,,,55.0,275.0,46.0,,5.0,
Holiday Inn Oxnard-Ventura,PC11073,,,,9.0,63.0,6.0,,7.0,
Holiday Inn Oxnard-Ventura,PC11074,,,,9.0,60.2,5.0,,6.688888888888889,
Holiday Inn Oxnard-Ventura,PC11091,,,,31.0,105.7,7.0,,3.4096774193548387,
Holiday Inn Oxnard-Ventura,PC11092,,,,11.0,55.0,4.0,,5.0,
Holiday Inn Oxnard-Ventura,PC11101,,,,16.0,64.0,3.0,,4.0,
Holiday Inn Oxnard-Ventura,PC11163,,,,27.0,131.0,0.0,,4.851851851851852,
Holiday Inn Oxnard-Ventura,PC14014,,,,8.0,79.92,13.0,,9.99,
Holiday Inn Oxnard-Ventura,PC16501,,,,6.0,59.940000000000005,7.0,,9.99,
Holiday Inn Oxnard-Ventura,PC21186,,,,23.0,229.77,17.0,,9.99,
Holiday Inn Oxnard-Ventura,PC21853,,,,48.0,288.0,30.0,,6.0,
Holiday Inn Oxnard-Ventura,PC21854,,,,22.0,110.0,8.0,,5.0,
Holiday Inn Oxnard-Ventura,PC21863,,,,5.0,25.0,0.0,,5.0,
Holiday Inn Santa Ana,AVR06055,,,,14.0,61.75,7.0,,4.410714285714286,
Holiday Inn Santa Ana,AVR11110,,,,3.0,19.5,3.0,,6.5,
Holiday Inn Santa Ana,AVR11112,,,,8.0,51.25,1.0,,6.40625,
Holiday Inn Santa Ana,AVR14634,,,,17.0,65.4,5.0,,3.8470588235294123,
Holiday Inn Santa Ana,AVR14641,,,,11.0,73.75,4.0,,6.704545454545454,
Holiday Inn Santa Ana,AVR14642,,,,29.0,190.0,10.0,,6.551724137931035,
Holiday Inn Santa Ana,AVR14655,,,,15.0,65.25,4.0,,4.35,
Holiday Inn Santa Ana,AVR15125,,,,7.0,36.25,2.0,,5.178571428571429,
Holiday Inn Santa Ana,AVR15434,,,,3.0,13.25,2.0,,4.416666666666667,
Holiday Inn Santa Ana,AVR15436,,,,4.0,17.5,1.0,,4.375,
Holiday Inn Santa Ana,AVR16058,,,,8.0,34.0,20.0,,4.25,
Holiday Inn Santa Ana,AVR16059,,,,10.0,41.0,8.0,,4.1,
Holiday Inn Santa Ana,AVR16128,,,,4.0,30.75,0.0,,7.6875,
Holiday Inn Santa Ana,AVR17246,,,,10.0,60.5,2.0,,6.05,
Holiday Inn Santa Ana,AVR18525,,,,12.0,77.8,2.0,,6.483333333333333,
Holiday Inn Santa Ana,AVR18526,,,,18.0,94.1,2.0,,5.227777777777778,
Holiday Inn Santa Ana,AVR18528,,,,22.0,119.0,6.0,,5.409090909090909,
Holiday Inn Santa Ana,AVR18758,,,,21.0,142.5,6.0,,6.785714285714286,
Holiday Inn Santa Ana,AVR19515,,,,4.0,103.96,1.0,,25.99,
Holiday Inn Santa Ana,AVR19517,,,,6.0,128.94,1.0,,21.49,
Holiday Inn Santa Ana,AVR19716,,,,7.0,182.93,0.0,,26.132857142857144,
Holiday Inn Santa Ana,AVR22118,,,,6.0,31.5,3.0,,5.25,
Holiday Inn Santa Ana,AVR25512,,,,13.0,58.5,0.0,,4.5,
Holiday Inn Santa Ana,PC00885,,,,76.0,337.2,12.0,,4.436842105263158,
Holiday Inn Santa Ana,PC00886,,,,44.0,193.75,7.0,,4.403409090909091,
Holiday Inn Santa Ana,PC00887,,,,39.0,173.25,2.0,,4.4423076923076925,
Holiday Inn Santa Ana,PC00888,,,,148.0,789.0,36.0,,5.331081081081081,
Holiday Inn Santa Ana,PC00889,,,,35.0,128.5,11.0,,3.6714285714285713,
Holiday Inn Santa Ana,PC10726,,,,325.0,2479.0,13.0,,7.627692307692308,
Holiday Inn Santa Ana,PC10730,,,,2.0,8.0,1.0,,4.0,
Holiday Inn Santa Ana,PC10732,,,,5.0,19.75,3.0,,3.95,
Holiday Inn Santa Ana,PC10762,,,,24.0,135.7,11.0,,5.654166666666666,
Holiday Inn Santa Ana,PC10765,,,,17.0,42.25,14.0,,2.485294117647059,
Holiday Inn Santa Ana,PC10790,,,,50.0,219.5,2.0,,4.39,
Holiday Inn Santa Ana,PC10793,,,,33.0,146.0,11.0,,4.424242424242424,
Holiday Inn Santa Ana,PC10795,,,,8.0,46.4,0.0,,5.8,
Holiday Inn Santa Ana,PC10805,,,,19.0,96.75,5.0,,5.092105263157895,
Holiday Inn Santa Ana,PC10806,,,,39.0,174.5,6.0,,4.4743589743589745,
Holiday Inn Santa Ana,PC10807,,,,25.0,122.25,3.0,,4.89,
Holiday Inn Santa Ana,PC10808,,,,22.0,115.4,7.0,,5.245454545454546,
Holiday Inn Santa Ana,PC10811,,,,34.0,208.0,2.0,,6.117647058823529,
Holiday Inn Santa Ana,PC10824,,,,34.0,183.0,6.0,,5.382352941176471,
Holiday Inn Santa Ana,PC10825,,,,25.0,152.25,7.0,,6.09,
Holiday Inn Santa Ana,PC10827,,,,26.0,158.0,2.0,,6.076923076923077,
Holiday Inn Santa Ana,PC10850,,,,16.0,86.85,3.0,,5.428125,
Holiday Inn Santa Ana,PC10851,,,,11.0,55.05,6.0,,5.004545454545454,
Holiday Inn Santa Ana,PC10852,,,,,,1.0,,5.7109375,
Holiday Inn Santa Ana,PC10866,,,,1.0,5.25,1.0,,5.25,
Holiday Inn Santa Ana,PC10874,,,,10.0,41.5,5.0,,4.15,
Holiday Inn Santa Ana,PC10875,,,,3.0,12.75,1.0,,4.25,
Holiday Inn Santa Ana,PC10876,,,,10.0,37.9,1.0,,3.79,
Holiday Inn Santa Ana,PC10880,,,,,,1.0,,5.517857142857143,
Holiday Inn Santa Ana,PC10881,,,,5.0,28.75,1.0,,5.75,
Holiday Inn Santa Ana,PC10884,,,,4.0,17.75,2.0,,4.4375,
Holiday Inn Santa Ana,PC10889,,,,10.0,39.25,6.0,,3.925,
Holiday Inn Santa Ana,PC10891,,,,13.0,51.25,5.0,,3.9423076923076925,
Holiday Inn Santa Ana,PC10892,,,,15.0,58.5,14.0,,3.9,
Holiday Inn Santa Ana,PC10893,,,,14.0,55.25,9.0,,3.9464285714285716,
Holiday Inn Santa Ana,PC10894,,,,9.0,30.0,2.0,,3.3333333333333335,
Holiday Inn Santa Ana,PC10895,,,,7.0,24.25,4.0,,3.4642857142857144,
Holiday Inn Santa Ana,PC10896,,,,1.0,8.5,1.0,,8.5,
Holiday Inn Santa Ana,PC10897,,,,5.0,35.85,8.0,,7.17,
Holiday Inn Santa Ana,PC10899,,,,3.0,15.0,9.0,,5.0,
Holiday Inn Santa Ana,PC10900,,,,1.0,4.75,5.0,,4.75,
Holiday Inn Santa Ana,PC10907,,,,34.0,250.0,3.0,,7.352941176470588,
Holiday Inn Santa Ana,PC10909,,,,3.0,17.25,3.0,,5.75,
Holiday Inn Santa Ana,PC10931,,,,14.0,54.5,4.0,,3.892857142857143,
Holiday Inn Santa Ana,PC10932,,,,14.0,55.0,2.0,,3.9285714285714284,
Holiday Inn Santa Ana,PC10941,,,,15.0,97.5,5.0,,6.5,
Holiday Inn Santa Ana,PC10943,,,,6.0,33.0,0.0,,5.5,
Holiday Inn Santa Ana,PC10944,,,,1.0,8.5,0.0,,8.5,
Holiday Inn Santa Ana,PC10955,,,,21.0,114.75,8.0,,5.464285714285714,
Holiday Inn Santa Ana,PC10961,,,,2.0,10.75,1.0,,5.375,
Holiday Inn Santa Ana,PC10962,,,,4.0,21.5,2.0,,5.375,
Holiday Inn Santa Ana,PC10971,,,,26.0,130.6,2.0,,5.023076923076923,
Holiday Inn Santa Ana,PC10972,,,,17.0,66.25,2.0,,3.8970588235294117,
Holiday Inn Santa Ana,PC10978,,,,7.0,27.75,4.0,,3.9642857142857144,
Holiday Inn Santa Ana,PC10984,,,,30.0,116.4,22.0,,3.8800000000000003,
Holiday Inn Santa Ana,PC10989,,,,6.0,20.0,4.0,,3.3333333333333335,
Holiday Inn Santa Ana,PC10990,,,,3.0,11.0,4.0,,3.6666666666666665,
Holiday Inn Santa Ana,PC10991,,,,4.0,14.25,5.0,,3.5625,
Holiday Inn Santa Ana,PC11004,,,,9.0,35.25,4.0,,3.9166666666666665,
Holiday Inn Santa Ana,PC11007,,,,6.0,19.75,0.0,,3.2916666666666665,
Holiday Inn Santa Ana,PC11008,,,,1.0,3.5,1.0,,3.5,
Holiday Inn Santa Ana,PC11011,,,,3.0,13.0,2.0,,4.333333333333333,
Holiday Inn Santa Ana,PC11013,,,,11.0,49.0,3.0,,4.454545454545454,
Holiday Inn Santa Ana,PC11015,,,,8.0,31.4,1.0,,3.925,
Holiday Inn Santa Ana,PC11021,,,,3.0,22.25,2.0,,7.416666666666667,
Holiday Inn Santa Ana,PC11024,,,,8.0,31.75,8.0,,3.96875,
Holiday Inn Santa Ana,PC11025,,,,11.0,43.0,9.0,,3.909090909090909,
Holiday Inn Santa Ana,PC11026,,,,6.0,23.25,12.0,,3.875,
Holiday Inn Santa Ana,PC11028,,,,5.0,26.25,3.0,,5.25,
Holiday Inn Santa Ana,PC11035,,,,4.0,16.0,1.0,,4.0,
Holiday Inn Santa Ana,PC11038,,,,4.0,16.25,2.0,,4.0625,
Holiday Inn Santa Ana,PC11039,,,,13.0,54.75,2.0,,4.211538461538462,
Holiday Inn Santa Ana,PC11042,,,,10.0,54.5,5.0,,5.45,
Holiday Inn Santa Ana,PC11043,,,,34.0,104.35,14.0,,3.0691176470588233,
Holiday Inn Santa Ana,PC11045,,,,22.0,79.25,5.0,,3.602272727272727,
Holiday Inn Santa Ana,PC11054,,,,3.0,25.5,3.0,,8.5,
Holiday Inn Santa Ana,PC11061,,,,13.0,49.15,7.0,,3.7807692307692307,
Holiday Inn Santa Ana,PC11062,,,,17.0,67.0,4.0,,3.9411764705882355,
Holiday Inn Santa Ana,PC11063,,,,6.0,23.75,2.0,,3.9583333333333335,
Holiday Inn Santa Ana,PC11068,,,,9.0,35.25,8.0,,3.9166666666666665,
Holiday Inn Santa Ana,PC11081,,,,9.0,35.0,1.0,,3.888888888888889,
Holiday Inn Santa Ana,PC11087,,,,4.0,30.75,5.0,,7.6875,
Holiday Inn Santa Ana,PC11091,,,,28.0,109.25,5.0,,3.9017857142857144,
Holiday Inn Santa Ana,PC11092,,,,13.0,75.0,1.0,,5.769230769230769,
Holiday Inn Santa Ana,PC11101,,,,15.0,63.0,6.0,,4.2,
Holiday Inn Santa Ana,PC11157,,,,73.0,338.25,8.0,,4.633561643835616,
Holiday Inn Santa Ana,PC11162,,,,12.0,70.2,3.0,,5.8500000000000005,
Holiday Inn Santa Ana,PC11163,,,,4.0,22.2,0.0,,5.55,
Holiday Inn Santa Ana,PC14364,,,,1.0,3.25,2.0,,3.25,
Holiday Inn Santa Ana,PC16529,,,,3.0,16.5,2.0,,5.5,
Holiday Inn Santa Ana,PC19076,,,,47.0,209.75,8.0,,4.462765957446808,
Holiday Inn Santa Ana,PC21237,,,,33.0,184.0,4.0,,5.575757575757576,
Holiday Inn Santa Ana,PC21854,,,,19.0,110.5,1.0,,5.815789473684211,
Holiday Inn Santa Ana,PC21863,,,,3.0,13.65,1.0,,4.55,
Homewood Suites by Hilton Carlsbad,AVR00144,,,,7.0,40.25,13.0,,5.75,
Homewood Suites by Hilton Carlsbad,AVR00147,,,,25.0,143.75,5.0,,5.75,
Homewood Suites by Hilton Carlsbad,AVR00148,,,,20.0,115.0,13.0,,5.75,
Homewood Suites by Hilton Carlsbad,AVR00156,,,,32.0,208.0,6.0,,6.5,
Homewood Suites by Hilton Carlsbad,AVR00601,,,,21.0,120.75,5.0,,5.75,
Homewood Suites by Hilton Carlsbad,AVR14634,,,,7.0,26.25,2.0,,3.75,
Homewood Suites by Hilton Carlsbad,AVR15125,,,,10.0,47.5,3.0,,4.75,
Homewood Suites by Hilton Carlsbad,AVR15434,,,,7.0,29.75,2.0,,4.25,
Homewood Suites by Hilton Carlsbad,AVR16059,,,,12.0,48.0,3.0,,4.0,
Homewood Suites by Hilton Carlsbad,AVR16128,,,,3.0,15.75,1.0,,5.25,
Homewood Suites by Hilton Carlsbad,AVR17246,,,,9.0,49.45,5.0,,5.4944444444444445,
Homewood Suites by Hilton Carlsbad,AVR17709,,,,9.0,116.91,5.0,,12.99,
Homewood Suites by Hilton Carlsbad,AVR18528,,,,25.0,131.25,10.0,,5.25,
Homewood Suites by Hilton Carlsbad,AVR19515,,,,,,1.0,,26.573809523809523,
Homewood Suites by Hilton Carlsbad,AVR19517,,,,5.0,104.95,2.0,,20.990000000000002,
Homewood Suites by Hilton Carlsbad,AVR19716,,,,1.0,24.99,1.0,,24.99,
Homewood Suites by Hilton Carlsbad,AVR20474,,,,5.0,28.75,21.0,,5.75,
Homewood Suites by Hilton Carlsbad,PC00885,,,,66.0,280.5,28.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC00886,,,,52.0,221.0,19.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC00887,,,,32.0,136.0,16.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC00888,,,,68.0,340.0,6.0,,5.0,
Homewood Suites by Hilton Carlsbad,PC00889,,,,23.0,86.25,4.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10726,,,,28.0,196.0,4.0,,7.0,
Homewood Suites by Hilton Carlsbad,PC10790,,,,29.0,123.25,4.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC10793,,,,31.0,131.75,30.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC10805,,,,10.0,42.5,19.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC10806,,,,15.0,63.75,6.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC10807,,,,7.0,29.75,0.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC10811,,,,39.0,224.25,20.0,,5.75,
Homewood Suites by Hilton Carlsbad,PC10823,,,,27.0,114.75,4.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC10825,,,,34.0,195.5,7.0,,5.75,
Homewood Suites by Hilton Carlsbad,PC10850,,,,12.0,63.0,1.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC10852,,,,1.0,5.25,0.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC10875,,,,8.0,32.0,2.0,,4.0,
Homewood Suites by Hilton Carlsbad,PC10884,,,,8.0,34.0,13.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC10896,,,,3.0,15.75,1.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC10897,,,,,,1.0,,6.326271186440678,
Homewood Suites by Hilton Carlsbad,PC10906,,,,3.0,15.75,2.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC10907,,,,14.0,73.5,1.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC10909,,,,9.0,47.25,3.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC10936,,,,8.0,40.0,2.0,,5.0,
Homewood Suites by Hilton Carlsbad,PC10937,,,,3.0,11.25,1.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10938,,,,11.0,41.25,4.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10939,,,,1.0,3.75,1.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10941,,,,10.0,65.0,1.0,,6.5,
Homewood Suites by Hilton Carlsbad,PC10946,,,,11.0,41.25,5.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10955,,,,11.0,55.65,9.0,,5.059090909090909,
Homewood Suites by Hilton Carlsbad,PC10958,,,,11.0,41.25,1.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10959,,,,17.0,63.75,11.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10971,,,,31.0,162.75,4.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC10972,,,,9.0,33.75,4.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10984,,,,33.0,123.75,8.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC10989,,,,22.0,77.0,8.0,,3.5,
Homewood Suites by Hilton Carlsbad,PC10990,,,,4.0,14.0,4.0,,3.5,
Homewood Suites by Hilton Carlsbad,PC11005,,,,3.0,15.75,1.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC11010,,,,18.0,148.5,2.0,,8.25,
Homewood Suites by Hilton Carlsbad,PC11020,,,,6.0,31.5,5.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC11021,,,,3.0,15.75,0.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC11022,,,,7.0,26.25,4.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11028,,,,5.0,26.25,0.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC11035,,,,4.0,15.0,3.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11043,,,,15.0,56.25,3.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11045,,,,1.0,3.75,1.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11050,,,,6.0,28.5,3.0,,4.75,
Homewood Suites by Hilton Carlsbad,PC11061,,,,3.0,11.25,3.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11062,,,,4.0,15.0,4.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11064,,,,42.0,220.5,8.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC11068,,,,4.0,15.0,4.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11087,,,,2.0,10.5,1.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC11091,,,,17.0,63.75,11.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC11092,,,,4.0,21.0,4.0,,5.25,
Homewood Suites by Hilton Carlsbad,PC11157,,,,34.0,144.5,5.0,,4.25,
Homewood Suites by Hilton Carlsbad,PC14014,,,,5.0,54.95,1.0,,10.99,
Homewood Suites by Hilton Carlsbad,PC16501,,,,,,3.0,,10.580571428571428,
Homewood Suites by Hilton Carlsbad,PC16506,,,,5.0,18.75,2.0,,3.75,
Homewood Suites by Hilton Carlsbad,PC16533,,,,49.0,159.25,10.0,,3.25,
Homewood Suites by Hilton Carlsbad,PC16535,,,,19.0,61.75,2.0,,3.25,
Homewood Suites by Hilton Carlsbad,PC21186,,,,7.0,76.93,6.0,,10.99,
Homewood Suites by Hilton Carlsbad,PC21853,,,,36.0,225.0,6.0,,6.25,
Homewood Suites by Hilton Carlsbad,PC21854,,,,7.0,38.5,7.0,,5.5,
Hotel Dena,AVR00140,,,,171.0,980.95,26.0,,5.7365497076023395,
Hotel Dena,AVR00141,,,,120.0,685.4,8.0,,5.711666666666667,
Hotel Dena,AVR00149,,,,106.0,626.4,77.0,,5.909433962264151,
Hotel Dena,AVR00156,,,,90.0,582.4,24.0,,6.471111111111111,
Hotel Dena,AVR02387,,,,3.0,21.75,1.0,,7.25,
Hotel Dena,AVR06055,,,,23.0,96.05,6.0,,4.176086956521739,
Hotel Dena,AVR09658,,,,71.0,426.0,9.0,,6.0,
Hotel Dena,AVR11110,,,,8.0,50.0,0.0,,6.25,
Hotel Dena,AVR11112,,,,27.0,166.25,4.0,,6.157407407407407,
Hotel Dena,AVR14634,,,,17.0,76.5,16.0,,4.5,
Hotel Dena,AVR14641,,,,71.0,529.5,13.0,,7.457746478873239,
Hotel Dena,AVR14642,,,,106.0,795.0,18.0,,7.5,
Hotel Dena,AVR14655,,,,70.0,412.8,77.0,,5.897142857142858,
Hotel Dena,AVR14918,,,,781.0,7029.0,79.0,,9.0,
Hotel Dena,AVR15123,,,,22.0,115.5,2.0,,5.25,
Hotel Dena,AVR15125,,,,41.0,194.75,3.0,,4.75,
Hotel Dena,AVR15434,,,,34.0,170.0,3.0,,5.0,
Hotel Dena,AVR16058,,,,42.0,168.0,3.0,,4.0,
Hotel Dena,AVR16059,,,,42.0,168.0,18.0,,4.0,
Hotel Dena,AVR16128,,,,17.0,89.25,0.0,,5.25,
Hotel Dena,AVR17105,,,,1.0,40.99,1.0,,40.99,
Hotel Dena,AVR17700,,,,129.0,1032.0,13.0,,8.0,
Hotel Dena,AVR17709,,,,16.0,207.84,1.0,,12.99,
Hotel Dena,AVR19174,,,,1.0,21.99,0.0,,21.99,
Hotel Dena,AVR19286,,,,1.0,5.25,1.0,,5.25,
Hotel Dena,AVR19406,,,,38.0,275.5,2.0,,7.25,
Hotel Dena,AVR19407,,,,47.0,387.75,1.0,,8.25,
Hotel Dena,AVR19408,,,,65.0,373.75,2.0,,5.75,
Hotel Dena,AVR19409,,,,50.0,237.5,11.0,,4.75,
Hotel Dena,AVR19411,,,,20.0,105.0,1.0,,5.25,
Hotel Dena,AVR19412,,,,27.0,141.75,2.0,,5.25,
Hotel Dena,AVR19413,,,,2.0,9.0,0.0,,4.5,
Hotel Dena,AVR19414,,,,43.0,340.37,13.0,,7.915581395348838,
Hotel Dena,AVR19421,,,,119.0,684.25,20.0,,5.75,
Hotel Dena,AVR19465,,,,78.0,409.5,28.0,,5.25,
Hotel Dena,AVR19466,,,,53.0,278.25,24.0,,5.25,
Hotel Dena,AVR19467,,,,55.0,288.75,1.0,,5.25,
Hotel Dena,AVR19510,,,,93.0,534.75,40.0,,5.75,
Hotel Dena,AVR19511,,,,111.0,635.95,54.0,,5.72927927927928,
Hotel Dena,AVR19515,,,,5.0,139.95,1.0,,27.99,
Hotel Dena,AVR19517,,,,3.0,68.97,2.0,,22.99,
Hotel Dena,AVR19716,,,,4.0,111.96,3.0,,27.99,
Hotel Dena,AVR19999,,,,102.0,612.0,7.0,,6.0,
Hotel Dena,AVR20024,,,,13.0,107.25,4.0,,8.25,
Hotel Dena,AVR20113,,,,,,19.0,,0.0,
Hotel Dena,AVR20336,,,,95.0,427.5,5.0,,4.5,
Hotel Dena,AVR20422,,,,1.0,24.99,0.0,,24.99,
Hotel Dena,AVR20432,,,,17.0,204.0,3.0,,12.0,
Hotel Dena,AVR20448,,,,1.0,22.99,0.0,,22.99,
Hotel Dena,AVR22118,,,,53.0,251.75,1.0,,4.75,
Hotel Dena,AVR22623,,,,28.0,161.0,5.0,,5.75,
Hotel Dena,AVR23602,,,,25.0,237.5,4.0,,9.5,
Hotel Dena,AVR26211,,,,35.0,332.15000000000003,24.0,,9.49,
Hotel Dena,AVR26212,,,,21.0,241.29,9.0,,11.49,
Hotel Dena,AVR26215,,,,3.0,29.97,5.0,,9.99,
Hotel Dena,AVR26217,,,,35.0,454.65,19.0,,12.99,
Hotel Dena,AVR26219,,,,16.0,223.84,24.0,,13.99,
Hotel Dena,AVR26220,,,,51.0,662.49,28.0,,12.99,
Hotel Dena,AVR26221,,,,10.0,144.9,20.0,,14.49,
Hotel Dena,AVR26222,,,,9.0,148.41,36.0,,16.49,
Hotel Dena,AVR26225,,,,15.0,187.35,10.0,,12.49,
Hotel Dena,AVR26226,,,,51.0,458.49,26.0,,8.99,
Hotel Dena,AVR26227,,,,42.0,377.58,29.0,,8.99,
Hotel Dena,AVR26229,,,,29.0,260.71,23.0,,8.989999999999998,
Hotel Dena,AVR26230,,,,41.0,368.59,11.0,,8.99,
Hotel Dena,AVR26232,,,,10.0,89.9,13.0,,8.99,
Hotel Dena,AVR26234,,,,36.0,320.04,11.0,,8.89,
Hotel Dena,AVR26235,,,,2.0,28.98,8.0,,14.49,
Hotel Dena,AVR26238,,,,7.0,73.43,9.0,,10.49,
Hotel Dena,AVR26239,,,,6.0,62.94,17.0,,10.49,
Hotel Dena,AVR26240,,,,14.0,132.86,6.0,,9.49,
Hotel Dena,AVR26244,,,,,,2.0,,2.6233333333333335,
Hotel Dena,AVR26246,,,,14.0,230.86,15.0,,16.490000000000002,
Hotel Dena,AVR26247,,,,,,3.0,,0.0,
Hotel Dena,AVR26248,,,,4.0,35.96,11.0,,8.99,
Hotel Dena,AVR26249,,,,11.0,153.89,11.0,,13.989999999999998,
Hotel Dena,AVR26250,,,,13.0,149.37,10.0,,11.49,
Hotel Dena,AVR27339,,,,2.0,19.98,3.0,,9.99,
Hotel Dena,AVR27340,,,,1.0,16.49,8.0,,16.49,
Hotel Dena,AVR27342,,,,,,2.0,,8.076666666666666,
Hotel Dena,AVR27343,,,,9.0,103.41,10.0,,11.49,
Hotel Dena,AVR27438,,,,2.0,35.98,0.0,,17.99,
Hotel Dena,AVR27445,,,,15.0,134.85,7.0,,8.99,
Hotel Dena,AVR27449,,,,9.0,148.41,5.0,,16.49,
Hotel Dena,AVR28084,,,,10.0,124.9,4.0,,12.49,
Hotel Dena,AVR28666,,,,2.0,11.98,0.0,,5.99,
Hotel Dena,PC00889,,,,50.0,225.0,34.0,,4.5,
Hotel Dena,PC10730,,,,30.0,112.5,2.0,,3.75,
Hotel Dena,PC10731,,,,,,6.0,,0.0,
Hotel Dena,PC10733,,,,37.0,138.75,4.0,,3.75,
Hotel Dena,PC10744,,,,8.0,127.92,8.0,,15.99,
Hotel Dena,PC10751,,,,25.0,224.75,16.0,,8.99,
Hotel Dena,PC10765,,,,55.0,123.75,8.0,,2.25,
Hotel Dena,PC10789,,,,90.0,607.5,6.0,,6.75,
Hotel Dena,PC10793,,,,143.0,850.8,119.0,,5.94965034965035,
Hotel Dena,PC10798,,,,91.0,600.75,69.0,,6.601648351648351,
Hotel Dena,PC10811,,,,139.0,935.55,9.0,,6.730575539568345,
Hotel Dena,PC10812,,,,45.0,267.6,5.0,,5.946666666666667,
Hotel Dena,PC10821,,,,112.0,669.6,116.0,,5.978571428571429,
