location,product_id,sales_units,product_name,adj_qty,start_qty,end_qty,expected_qty,shrinkage_qty
Desert Palms Market,AVR15434,2.0,Cereal Cinnamon Toast Crunch,0.0,27.0,22.0,25.0,3.0
WorldMark - Oceanside Market,PC10988,0.0,Maruchan Ramen Bowl Soup Hot & Spicy,0.0,6.0,3.0,6.0,3.0
Staybridge Suites Oxnard River Ridge,AVR20752,0.0,Dreyer's Oreo Bar 2.75oz,0.0,3.0,0.0,3.0,3.0
Behr Standard Market,PC16246,1.0,Coke Diet 12oz,0.0,53.0,49.0,52.0,3.0
WorldMark - Oceanside Market,PC10897,0.0,Clear Eyes Solution 0.2oz,0.0,12.0,9.0,12.0,3.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC11064,6.0,Snickers Ice Cream Bar,0.0,31.0,22.0,25.0,3.0
Ayres Hotel and Spa Mission Viejo,PC10827,0.0,Red Bull Sugar Free 8.4oz,0.0,7.0,4.0,7.0,3.0
BLVD Hotel & Spa,AVR17700,0.0,Gatorlyte Zero Strawberry Kiwi 20 oz,0.0,20.0,17.0,20.0,3.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC11028,4.0,Pepto Bismol,0.0,10.0,3.0,6.0,3.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10793,1.0,Dr Pepper 20oz,0.0,14.0,10.0,13.0,3.0
WorldMark Palm Springs,AVR18528,4.0,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,0.0,18.0,11.0,14.0,3.0
Motel 6 Carson,PC16236,0.0,Boulder Jalapeno Cheddar Chips,0.0,11.0,8.0,11.0,3.0
Motel 6 Carson,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,12.0,9.0,12.0,3.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC14364,0.0,Cheez-It White Cheddar 1.5oz,0.0,10.0,7.0,10.0,3.0
Motel 6 Carson,PC21202,0.0,Starbucks Caramel Frappuccino RTD 9.5oz,0.0,24.0,21.0,24.0,3.0
Motel 6 Carson,PC10866,0.0,Benadryl,0.0,12.0,9.0,12.0,3.0
Anaheim Desert Inn and Suites,PC11026,2.0,Otis Muffin Wild Blueberry,0.0,10.0,5.0,8.0,3.0
Ayres Hotel Anaheim,AVR24555,36.0,Beer Bud Light Aluminum Can 16oz,0.0,81.0,42.0,45.0,3.0
Comfort Inn & Suites Near Universal N. Hollywood,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,16.0,13.0,16.0,3.0
Holiday Inn Express & Suites Hesperia Market,PC11084,4.0,Takis Fuego,0.0,7.0,0.0,3.0,3.0
HIE - Manchester Market,PC11038,0.0,Pringles Original,0.0,10.0,7.0,10.0,3.0
Holiday Inn Express & Suites Hesperia Market,PC10892,2.0,Cheetos Flamin Hot Limon,0.0,11.0,6.0,9.0,3.0
Holiday Inn Express & Suites Hesperia Market,PC10805,4.0,Minute Maid Apple Juice 12oz,0.0,23.0,16.0,19.0,3.0
Four Points Sheraton - Ventura,PC10955,0.0,Hersheys Almond King,0.0,32.0,29.0,32.0,3.0
Four Points Sheraton - Ventura,PC16501,0.0,Amys Enchilada Cheese,0.0,6.0,3.0,6.0,3.0
First Service Residential Shared Services Market,PC10891,0.0,Cheetos Flamin Hot,0.0,5.0,2.0,5.0,3.0
First Service Residential Shared Services Market,PC10733,0.0,Chobani Strawberry,0.0,3.0,0.0,3.0,3.0
Comfort Inn - Gaslamp Convention Center,AVR16058,0.0,Nature's Bakery Fig Bar Strawberry,0.0,12.0,9.0,12.0,3.0
Ayres Hotel Chino Hills,AVR18758,1.0,Core Power High Protein Shake Chocolate 14oz,0.0,9.0,5.0,8.0,3.0
Inn at the Park,PC10889,2.0,Cheetos Crunchy,0.0,9.0,4.0,7.0,3.0
Inn at the Park,PC10850,2.0,Advil,0.0,11.0,6.0,9.0,3.0
Hyatt Regency Los Angeles International Airport,PC16273,5.0,Crush Orange 20oz,0.0,24.0,16.0,19.0,3.0
Desert Palms Market,PC10986,2.0,M&M Plain,0.0,20.0,15.0,18.0,3.0
Holiday Inn & Suites Barstow,PC10894,2.0,Cheez-It,0.0,16.0,11.0,14.0,3.0
Inn at the Park,PC10807,0.0,Minute Maid Orange Juice 12oz,0.0,14.0,11.0,14.0,3.0
Inn at the Park,PC11157,0.0,Dasani 20oz,0.0,42.0,39.0,42.0,3.0
Club Wyndham Harbour Lights,PC21863,0.0,Tums Ultra Berry,0.0,10.0,7.0,10.0,3.0
Days Inn & Suites Anaheim,PC10825,10.0,Red Bull 8.4oz,0.0,14.0,1.0,4.0,3.0
SureStay Hotel by Best Western Beverly Hills,PC10889,0.0,Cheetos Crunchy,0.0,7.0,4.0,7.0,3.0
SureStay Hotel by Best Western Beverly Hills,PC10907,0.0,Crest Tooth Paste and Brush,0.0,13.0,10.0,13.0,3.0
Best Western Hesperia Victorville Suites,PC16271,2.0,Gatorade Fruit Punch 20oz,0.0,14.0,9.0,12.0,3.0
SureStay Hotel by Best Western Beverly Hills,AVR14655,0.0,Dr Pepper Zero 20oz,0.0,5.0,2.0,5.0,3.0
Hyatt Regency Los Angeles International Airport,AVR27341,0.0,FR Harvest Chicken Salad with Balsamic Dressing,0.0,2.0,-1.0,2.0,3.0
Ayres Hotel Manhattan Beach Hawthorne,PC10796,0.0,Fanta Orange 20oz,0.0,5.0,2.0,5.0,3.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR19511,0.0,SunChips Harvest Cheddar 2.375oz,0.0,12.0,9.0,12.0,3.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC14013,0.0,Dole Apple Juice,0.0,8.0,5.0,8.0,3.0
Holiday Inn Diamond Bar-Pomona,PC10978,2.0,Lays Regular Classic,0.0,13.0,8.0,11.0,3.0
Holiday Inn Oceanside Camp Pendleton Area,AVR16128,0.0,Secret Outlast Deodorant,0.0,10.0,7.0,10.0,3.0
WorldMark Big Bear,PC10790,0.0,Coke Zero 20oz,0.0,2.0,0.0,2.0,2.0
WorldMark Palm Springs,PC11015,0.0,Nongshim Spicy Shin Noodle Soup,0.0,8.0,6.0,8.0,2.0
WorldMark Palm Springs,PC00889,0.0,Snickers,0.0,12.0,10.0,12.0,2.0
WorldMark Palm Springs,PC14016,0.0,Gatorade Zero Glacier Freeze 20oz,0.0,7.0,5.0,7.0,2.0
Days Inn & Suites Anaheim,AVR25513,0.0,Peace Tea Razzleberry 16oz,0.0,6.0,4.0,6.0,2.0
Crowne Plaza San Pedro,AVR20450,0.0,CA Key Chain Beach Surfing Rectangle,0.0,15.0,13.0,15.0,2.0
Crowne Plaza San Diego-Mission Valley,PC10894,0.0,Cheez-It,0.0,14.0,12.0,14.0,2.0
Crowne Plaza San Diego-Mission Valley,AVR27445,0.0,SS Oreo Delight Dessert,0.0,2.0,0.0,2.0,2.0
Crowne Plaza San Diego-Mission Valley,PC11068,0.0,Sour Patch Kids,0.0,15.0,13.0,15.0,2.0
Crowne Plaza San Diego-Mission Valley,PC10852,0.0,Alka Seltzer,0.0,16.0,14.0,16.0,2.0
Crowne Plaza San Diego-Mission Valley,AVR15436,0.0,Cereal Lucky Charms,0.0,10.0,8.0,10.0,2.0
WorldMark San Diego Balboa Park,PC10986,0.0,M&M Plain,0.0,10.0,8.0,10.0,2.0
Ramada National City Market,PC14014,0.0,Digiorno Four Cheese Pizza,0.0,6.0,4.0,6.0,2.0
Ramada National City Market,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,5.0,3.0,5.0,2.0
Ramada National City Market,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,2.0,0.0,2.0,2.0
Ramada Anaheim Convention Center,AVR25513,0.0,Peace Tea Razzleberry 16oz,0.0,6.0,4.0,6.0,2.0
Ramada Inn Burbank Market,PC10948,0.0,Gummi Bears Gummi Factory,0.0,11.0,9.0,11.0,2.0
Holiday Inn Express & Suites San Dimas,PC10972,2.0,Knotts Strawberry Cookie,0.0,7.0,3.0,5.0,2.0
Holiday Inn Express & Suites Ventura,AVR11112,2.0,Orchard Valley Almonds Dark Chocolate,0.0,5.0,1.0,3.0,2.0
Holiday Inn Express & Suites Ventura,AVR14634,2.0,Sour Patch Kids Watermelon,0.0,7.0,3.0,5.0,2.0
Ramada National City Market,PC10931,0.0,Doritos Cool Ranch,0.0,3.0,1.0,3.0,2.0
Holiday Inn Express & Suites Barstow,PC10893,1.0,Cheetos Puffs,0.0,3.0,0.0,2.0,2.0
Holiday Inn Express & Suites Barstow,PC11004,2.0,Munchies Flamin Hot,0.0,5.0,1.0,3.0,2.0
Courtyard Chino Hills,PC11042,0.0,Red Vines Original 4oz Peg,0.0,12.0,10.0,12.0,2.0
Courtyard Chino Hills,PC10984,0.0,M&M Peanut,0.0,11.0,9.0,11.0,2.0
Courtyard Chino Hills,PC10971,0.0,Kit Kat King,0.0,16.0,14.0,16.0,2.0
Courtyard Chino Hills,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,12.0,10.0,12.0,2.0
Desert Palms Market,AVR20373,0.0,Disney Hat Adult RG Baywatch Mickey Beach Sunrise,0.0,5.0,3.0,5.0,2.0
Desert Palms Market,PC10961,0.0,Jack Links Original,0.0,19.0,17.0,19.0,2.0
Desert Palms Market,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,22.0,20.0,22.0,2.0
Desert Palms Market,AVR15123,0.0,Bare Baked Crunchy Cinnamon Apple Chips,0.0,8.0,6.0,8.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,PC10889,0.0,Cheetos Crunchy,0.0,12.0,10.0,12.0,2.0
Hyatt Place San Diego Vista-Carlsbad,AVR19414,0.0,Wonderful Pistachios No Shell 2.5oz,0.0,8.0,6.0,8.0,2.0
Hyatt Regency Los Angeles International Airport,AVR27342,0.0,FTY Cheese Enchilada with Spanish Rice & Beans,0.0,1.0,-1.0,1.0,2.0
Hyatt Regency Los Angeles International Airport,AVR27438,0.0,SS Kings Hawaiian Pretzel Bun Trio,0.0,2.0,0.0,2.0,2.0
Hyatt Regency Los Angeles International Airport,AVR27449,0.0,SS House Made Chicken Salad on Croissant Sandwich,0.0,0.0,-2.0,0.0,2.0
SureStay Hotel by Best Western Beverly Hills,PC21854,0.0,Fiji Water 16.9oz,0.0,16.0,14.0,16.0,2.0
Crowne Plaza San Diego-Mission Valley,PC21863,4.0,Tums Ultra Berry,0.0,19.0,13.0,15.0,2.0
Days Inn & Suites Anaheim,PC11013,1.0,Nongshim Mild Chicken Noodle Soup,0.0,6.0,3.0,5.0,2.0
Days Inn & Suites Anaheim,PC11038,2.0,Pringles Original,0.0,5.0,1.0,3.0,2.0
Del Sol Inn Anaheim,AVR23097,1.0,Twix Ice Cream Bar 3oz,0.0,31.0,28.0,30.0,2.0
SureStay Hotel by Best Western Beverly Hills,AVR16059,0.0,Nature's Bakery Fig Bar Blueberry,0.0,10.0,8.0,10.0,2.0
SureStay Hotel by Best Western Beverly Hills,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,6.0,4.0,6.0,2.0
Inn at the Park,PC11092,0.0,Tylenol Extra Strength,0.0,9.0,7.0,9.0,2.0
Inn at the Park,PC10944,0.0,Gillette Shaving Cream,0.0,5.0,3.0,5.0,2.0
Inn at the Park,PC10832,0.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,16.0,14.0,16.0,2.0
Inn at the Park,PC10986,0.0,M&M Plain,0.0,9.0,7.0,9.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10875,0.0,Blue Diamond Almonds Whole Natural,0.0,8.0,6.0,8.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR17394,0.0,Dentek Flossers,0.0,10.0,8.0,10.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,PC10959,0.0,Hot Pocket Pepperoni Pizza,0.0,16.0,14.0,16.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,PC21186,0.0,Digiorno Pepperoni Cheese Pizza,0.0,12.0,10.0,12.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,PC11091,0.0,Twix Caramel,0.0,12.0,10.0,12.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,AVR19414,0.0,Wonderful Pistachios No Shell 2.5oz,0.0,8.0,6.0,8.0,2.0
Ayres Hotel Seal Beach,PC11020,0.0,NyQuil,0.0,12.0,10.0,12.0,2.0
Ayres Hotel and Spa Mission Viejo,AVR23971,0.0,Wine Allegretto Cello Sauvignon Blanc 2023,0.0,2.0,0.0,2.0,2.0
Ayres Hotel and Spa Mission Viejo,PC11028,0.0,Pepto Bismol,0.0,12.0,10.0,12.0,2.0
Ayres Hotel and Spa Mission Viejo,AVR19406,0.0,Sheila G's Brittle Salted Caramel Brownie 2.75oz,0.0,8.0,6.0,8.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10955,0.0,Hersheys Almond King,0.0,14.0,12.0,14.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,7.0,5.0,7.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,13.0,11.0,13.0,2.0
Hyatt Place Pasadena,PC10852,0.0,Alka Seltzer,0.0,15.0,13.0,15.0,2.0
Hyatt Place Pasadena,PC16521,0.0,Maruchan Shrimp Cup Soup,0.0,13.0,11.0,13.0,2.0
Ayres Hotel Manhattan Beach Hawthorne,AVR20335,0.0,Lays Limon 1.5oz,0.0,12.0,10.0,12.0,2.0
Ayres Suites Mission Viejo - Lake Forest,AVR22118,0.0,Rxbar Protein Honey Cinnamon Peanut Butter,0.0,10.0,8.0,10.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10901,0.0,Cliff Bar White Chocolate Macadamia,0.0,11.0,9.0,11.0,2.0
Del Sol Inn Anaheim,PC21853,3.0,Nestle Tollhouse Chocolate Chip Cookie Sandwich,0.0,22.0,17.0,19.0,2.0
Desert Palms Market,AVR23097,2.0,Twix Ice Cream Bar 3oz,0.0,16.0,12.0,14.0,2.0
Desert Palms Market,PC10943,2.0,Razor,0.0,12.0,8.0,10.0,2.0
Desert Palms Market,PC14014,1.0,Digiorno Four Cheese Pizza,0.0,16.0,13.0,15.0,2.0
Desert Palms Market,PC21853,8.0,Nestle Tollhouse Chocolate Chip Cookie Sandwich,0.0,10.0,0.0,2.0,2.0
Staybridge Suites Oxnard River Ridge,PC14014,0.0,Digiorno Four Cheese Pizza,0.0,12.0,10.0,12.0,2.0
Staybridge Suites Palmdale,PC11101,0.0,Welchs Mixed Fruit Snack 2.25oz,0.0,12.0,10.0,12.0,2.0
Staybridge Suites Palmdale,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,2.0,0.0,2.0,2.0
SureStay Hotel by Best Western Beverly Hills,PC10978,0.0,Lays Regular Classic,0.0,6.0,4.0,6.0,2.0
Altura HOC 1st Floor Market,PC11043,0.0,Reeses PB Cup,0.0,4.0,2.0,4.0,2.0
Altura HOC 2nd Floor Market,PC10811,0.0,Monster Zero Ultra 16oz,0.0,8.0,6.0,8.0,2.0
Anaheim Desert Inn and Suites,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,18.0,16.0,18.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10992,0.0,Mentos Mixed Fruit,0.0,14.0,12.0,14.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC11062,0.0,Skittles Sour,0.0,11.0,9.0,11.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,10.0,8.0,10.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10850,0.0,Advil,0.0,14.0,12.0,14.0,2.0
WorldMark San Diego Balboa Park,PC10874,2.0,Blue Diamond Almonds Smokehouse,0.0,11.0,7.0,9.0,2.0
Altura HOC 1st Floor Market,AVR26226,0.0,FR SLB Triangle Turkey Wheat,0.0,2.0,0.0,2.0,2.0
Altura HOC 1st Floor Market,PC10895,0.0,Chex Mix,0.0,5.0,3.0,5.0,2.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,PC10888,2.0,Chapstick,0.0,12.0,8.0,10.0,2.0
DoubleTree by Hilton Hotel Los Angeles - Rosemead,PC10900,2.0,Cliff Bar Peanut Butter,0.0,12.0,8.0,10.0,2.0
Homewood Suites by Hilton Carlsbad,PC10875,0.0,Blue Diamond Almonds Whole Natural,0.0,10.0,8.0,10.0,2.0
Homewood Suites by Hilton Carlsbad,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,4.0,2.0,4.0,2.0
Hotel Dena,PC11027,0.0,Payday Bar,0.0,25.0,23.0,25.0,2.0
Hotel Dena,PC11087,0.0,Tresemme Non Aerosol Hairspray,0.0,12.0,10.0,12.0,2.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10994,0.0,Midol,0.0,10.0,8.0,10.0,2.0
Ayres Hotel and Spa Mission Viejo,PC10875,0.0,Blue Diamond Almonds Whole Natural,0.0,12.0,10.0,12.0,2.0
Ayres Suites Mission Viejo - Lake Forest,PC11068,0.0,Sour Patch Kids,0.0,12.0,10.0,12.0,2.0
Ayres Suites Mission Viejo - Lake Forest,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,4.0,2.0,4.0,2.0
Ayres Suites Mission Viejo - Lake Forest,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,4.0,2.0,4.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC10909,0.0,DayQuil,0.0,12.0,10.0,12.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC11028,0.0,Pepto Bismol,0.0,5.0,3.0,5.0,2.0
SureStay Plus Hotel By Best Western Upland Market,PC10832,0.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,7.0,5.0,7.0,2.0
Courtyard Chino Hills,AVR00150,2.0,Pure Leaf Raspberry Tea - 18.5oz,0.0,8.0,4.0,6.0,2.0
Crowne Plaza San Diego-Mission Valley,AVR24779,2.0,Trolli Sour Brite Very Berry 5oz,0.0,17.0,13.0,15.0,2.0
Crowne Plaza San Diego-Mission Valley,PC10943,3.0,Razor,0.0,7.0,2.0,4.0,2.0
Crowne Plaza San Diego-Mission Valley,PC10958,1.0,Hot Pocket Ham & Cheese,0.0,16.0,13.0,15.0,2.0
Crowne Plaza San Diego-Mission Valley,PC11026,8.0,Otis Muffin Wild Blueberry,0.0,15.0,5.0,7.0,2.0
SureStay by Best Western Ontario Airport,PC14014,0.0,Digiorno Four Cheese Pizza,0.0,11.0,9.0,11.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,5.0,3.0,5.0,2.0
Holiday Inn Ontario Airport Market,PC10994,0.0,Midol,0.0,6.0,4.0,6.0,2.0
Holiday Inn Oxnard-Ventura,PC10986,0.0,M&M Plain,0.0,13.0,11.0,13.0,2.0
Holiday Inn Santa Ana,AVR22118,0.0,Rxbar Protein Honey Cinnamon Peanut Butter,0.0,12.0,10.0,12.0,2.0
Ayres Suites Yorba Linda,PC16533,0.0,Ares Liquid Detergent HE,0.0,19.0,17.0,19.0,2.0
Ayres Suites Yorba Linda,AVR15125,0.0,RXBAR Protein Blueberry,0.0,21.0,19.0,21.0,2.0
Anaheim Desert Inn and Suites,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,12.0,10.0,12.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC11061,0.0,Skittles Fruit,0.0,14.0,12.0,14.0,2.0
Sheraton Gateway Los Angeles Hotel,AVR16058,0.0,Nature's Bakery Fig Bar Strawberry,0.0,21.0,19.0,21.0,2.0
Sheraton Gateway Los Angeles Hotel,AVR26219,0.0,FR SLB EL Cubano 8oz,0.0,2.0,0.0,2.0,2.0
Sheraton Gateway Los Angeles Hotel,AVR17394,0.0,Dentek Flossers,0.0,21.0,19.0,21.0,2.0
Sheraton Gateway Los Angeles Hotel,PC11002,0.0,Motrin,0.0,19.0,17.0,19.0,2.0
Sheraton Gateway Los Angeles Hotel,PC10972,0.0,Knotts Strawberry Cookie,0.0,27.0,25.0,27.0,2.0
Sheraton Gateway Los Angeles Hotel,PC10946,0.0,Grandmas Chocolate Chip Cookie,0.0,26.0,24.0,26.0,2.0
SpringHill Suites By Marriott Redlands,PC10832,0.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,8.0,6.0,8.0,2.0
SpringHill Suites By Marriott Redlands,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,4.0,2.0,4.0,2.0
SpringHill Suites By Marriott Redlands,PC10888,0.0,Chapstick,0.0,6.0,4.0,6.0,2.0
WorldMark Palm Springs Plaza Resort & Spa,AVR18525,4.0,Core Power High Protein Shake Vanilla 14oz,0.0,15.0,9.0,11.0,2.0
WorldMark Palm Springs Plaza Resort & Spa,PC10932,2.0,Doritos Nacho Cheese,0.0,10.0,6.0,8.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC16501,0.0,Amys Enchilada Cheese,0.0,5.0,3.0,5.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,10.0,8.0,10.0,2.0
Baymont by Wyndham Monterey Park,PC10807,0.0,Minute Maid Orange Juice 12oz,0.0,7.0,5.0,7.0,2.0
Baymont by Wyndham Monterey Park,PC10988,0.0,Maruchan Ramen Bowl Soup Hot & Spicy,0.0,2.0,0.0,2.0,2.0
Embassy Suites by Hilton Palm Desert,PC10825,2.0,Red Bull 8.4oz,0.0,28.0,24.0,26.0,2.0
Embassy Suites by Hilton Palm Desert,PC11015,4.0,Nongshim Spicy Shin Noodle Soup,0.0,11.0,5.0,7.0,2.0
Embassy Suites by Hilton Palm Desert,PC11157,7.0,Dasani 20oz,0.0,30.0,21.0,23.0,2.0
WorldMark Palm Springs Plaza Resort & Spa,PC11010,4.0,Nestle Crunch Dibs,0.0,22.0,16.0,18.0,2.0
WorldMark - Oceanside Market,PC11091,2.0,Twix Caramel,0.0,18.0,14.0,16.0,2.0
WorldMark Indio Activities Center Market,PC10943,1.0,Razor,0.0,12.0,9.0,11.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC16521,0.0,Maruchan Shrimp Cup Soup,0.0,12.0,10.0,12.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10808,0.0,Monster 16oz,0.0,2.0,0.0,2.0,2.0
Best Western - Glendora Market,AVR18805,0.0,Tampax Regular,0.0,8.0,6.0,8.0,2.0
Holiday Inn Hotel & Suites Monterey Park,PC16529,0.0,Jack Links Peppered Beef Jerky 80 cal.,0.0,16.0,14.0,16.0,2.0
Holiday Inn Hotel & Suites Monterey Park,AVR14634,0.0,Sour Patch Kids Watermelon,0.0,13.0,11.0,13.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,PC10936,0.0,Easy Mac Original Cups,0.0,6.0,4.0,6.0,2.0
Behr Garry Market,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,8.0,6.0,8.0,2.0
Behr Standard Market,PC11010,0.0,Nestle Crunch Dibs,0.0,12.0,10.0,12.0,2.0
Behr Standard Market,AVR26219,0.0,FR SLB EL Cubano 8oz,0.0,2.0,0.0,2.0,2.0
Holiday Inn Oceanside Camp Pendleton Area,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,6.0,4.0,6.0,2.0
SureStay by Best Western Ontario Airport,PC10793,5.0,Dr Pepper 20oz,0.0,11.0,4.0,6.0,2.0
SureStay by Best Western Ontario Airport,PC10832,2.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,8.0,4.0,6.0,2.0
Residence Inn San Diego North San Marcos,PC11043,0.0,Reeses PB Cup,0.0,15.0,13.0,15.0,2.0
Residence Inn San Diego North San Marcos,PC10939,0.0,El Monterey Jalapeno Egg Cheese Burrito,0.0,15.0,13.0,15.0,2.0
Best Western Hesperia Victorville Suites,AVR16128,0.0,Secret Outlast Deodorant,0.0,5.0,3.0,5.0,2.0
Holiday Inn Express & Suites Ventura,PC10943,0.0,Razor,0.0,6.0,4.0,6.0,2.0
Holiday Inn Express - Lake Forest Market,PC16523,0.0,Dolly Madison Golden Cream Cake,0.0,5.0,3.0,5.0,2.0
Holiday Inn Express - Lake Forest Market,PC11038,0.0,Pringles Original,0.0,7.0,5.0,7.0,2.0
Holiday Inn Express Port Hueneme,PC11035,0.0,Kellogs Pop Tarts Strawberry,0.0,8.0,6.0,8.0,2.0
Holiday Inn Express Port Hueneme,PC10932,0.0,Doritos Nacho Cheese,0.0,12.0,10.0,12.0,2.0
Best Western - Glendora Market,PC11092,0.0,Tylenol Extra Strength,0.0,10.0,8.0,10.0,2.0
The Westin Long Beach,PC10884,4.0,Cereal Froot Loops,-4.0,23.0,21.0,23.0,2.0
The Westin Pasadena,AVR23097,15.0,Twix Ice Cream Bar 3oz,0.0,61.0,44.0,46.0,2.0
Vistar Fontana,AVR26238,2.0,FR Burrito Breakfast Egg & Sausage,0.0,4.0,0.0,2.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,14.0,12.0,14.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC14014,0.0,Digiorno Four Cheese Pizza,0.0,9.0,7.0,9.0,2.0
SureStay by Best Western Ontario Airport,PC10989,0.0,Maruchan Chicken Cup Soup,0.0,11.0,9.0,11.0,2.0
"Sandbourne Santa Monica, Autograph Collection",AVR15123,0.0,Bare Baked Crunchy Cinnamon Apple Chips,0.0,8.0,6.0,8.0,2.0
FFI - Moorpark Market,PC10909,2.0,DayQuil,0.0,6.0,2.0,4.0,2.0
Embassy Suites by Hilton Anaheim North,PC10958,1.0,Hot Pocket Ham & Cheese,0.0,12.0,9.0,11.0,2.0
Surestay Twentynine Palms Market,PC00886,2.0,Coke Diet 20oz,0.0,4.0,0.0,2.0,2.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11038,0.0,Pringles Original,0.0,11.0,9.0,11.0,2.0
Ramada by Wyndham Barstow,PC19076,0.0,San Pellegrino Sparkling Mineral Water 16.9oz,0.0,14.0,12.0,14.0,2.0
SureStay by Best Western Ontario Airport,PC10892,0.0,Cheetos Flamin Hot Limon,0.0,9.0,7.0,9.0,2.0
Comfort Inn - Gaslamp Convention Center,PC21854,2.0,Fiji Water 16.9oz,0.0,14.0,10.0,12.0,2.0
Holiday Inn Express & Suites San Dimas,PC11163,0.0,Dunkin Donuts Mocha 13.7oz,0.0,5.0,3.0,5.0,2.0
Best Western Diamond Bar,AVR16058,0.0,Nature's Bakery Fig Bar Strawberry,0.0,4.0,2.0,4.0,2.0
Dolphin's Cove,AVR17246,3.0,Red Bull Red Watermelon 8.4oz,0.0,5.0,0.0,2.0,2.0
Dolphin's Cove,AVR18525,4.0,Core Power High Protein Shake Vanilla 14oz,0.0,6.0,0.0,2.0,2.0
The Hotel Amarano Burbank-Hollywood,AVR25913,2.0,Miss Vickies Sea Salt & Vinegar XVL 1.875oz,0.0,11.0,7.0,9.0,2.0
The Hotel Amarano Burbank-Hollywood,PC10971,2.0,Kit Kat King,0.0,17.0,13.0,15.0,2.0
The Hotel Amarano Burbank-Hollywood,PC11040,1.0,Quaker Oatmeal Maple & Brown,0.0,11.0,8.0,10.0,2.0
Holiday Inn Express & Suites Hesperia Market,PC11073,0.0,Stouffers Mac and Cheese,0.0,5.0,3.0,5.0,2.0
