Location,Product ID,Quantity,Value
Holiday Inn Express & Suites Barstow,PC11101,3,12.0
Holiday Inn Express & Suites Barstow,PC11157,38,161.5
Holiday Inn Express & Suites Barstow,PC11163,2,11.5
Holiday Inn Express & Suites Barstow,PC14014,3,32.97
Holiday Inn Express & Suites Barstow,PC14364,4,13.0
Holiday Inn Express & Suites Barstow,PC16506,8,30.0
Holiday Inn Express & Suites Barstow,PC16533,24,78.0
Holiday Inn Express & Suites Barstow,PC16535,7,22.75
Holiday Inn Express & Suites Barstow,PC19076,12,51.0
Holiday Inn Express & Suites Barstow,PC21186,14,153.86
Holiday Inn Express & Suites Barstow,PC21853,20,125.0
Holiday Inn Express & Suites Barstow,PC21854,8,44.0
Holiday Inn Express & Suites Chatsworth,AVR00156,26,156.0
Holiday Inn Express & Suites Chatsworth,AVR14634,5,18.75
Holiday Inn Express & Suites Chatsworth,AVR14655,3,12.75
Holiday Inn Express & Suites Chatsworth,AVR15434,6,25.5
Holiday Inn Express & Suites Chatsworth,AVR15436,2,8.5
Holiday Inn Express & Suites Chatsworth,AVR16059,16,64.0
Holiday Inn Express & Suites Chatsworth,AVR16128,2,10.5
Holiday Inn Express & Suites Chatsworth,AVR17246,2,9.219999999999999
Holiday Inn Express & Suites Chatsworth,AVR17709,8,95.92
Holiday Inn Express & Suites Chatsworth,AVR18525,14,91.0
Holiday Inn Express & Suites Chatsworth,AVR18526,14,73.5
Holiday Inn Express & Suites Chatsworth,AVR18528,13,68.25
Holiday Inn Express & Suites Chatsworth,AVR18758,10,65.0
Holiday Inn Express & Suites Chatsworth,AVR19515,2,51.98
Holiday Inn Express & Suites Chatsworth,AVR19517,2,41.98
Holiday Inn Express & Suites Chatsworth,AVR19716,2,49.98
Holiday Inn Express & Suites Chatsworth,AVR25512,8,36.0
Holiday Inn Express & Suites Chatsworth,AVR25513,6,27.0
Holiday Inn Express & Suites Chatsworth,PC00885,42,168.3
Holiday Inn Express & Suites Chatsworth,PC00886,27,114.75
Holiday Inn Express & Suites Chatsworth,PC00887,25,99.45
Holiday Inn Express & Suites Chatsworth,PC00888,103,501.0
Holiday Inn Express & Suites Chatsworth,PC00889,15,56.25
Holiday Inn Express & Suites Chatsworth,PC10726,108,742.0
Holiday Inn Express & Suites Chatsworth,PC10790,19,80.75
Holiday Inn Express & Suites Chatsworth,PC10793,18,73.1
Holiday Inn Express & Suites Chatsworth,PC10795,3,17.25
Holiday Inn Express & Suites Chatsworth,PC10805,4,17.0
Holiday Inn Express & Suites Chatsworth,PC10806,11,45.05
Holiday Inn Express & Suites Chatsworth,PC10807,6,25.5
Holiday Inn Express & Suites Chatsworth,PC10808,5,26.45
Holiday Inn Express & Suites Chatsworth,PC10811,18,103.5
Holiday Inn Express & Suites Chatsworth,PC10822,14,59.5
Holiday Inn Express & Suites Chatsworth,PC10823,19,72.25
Holiday Inn Express & Suites Chatsworth,PC10824,20,85.0
Holiday Inn Express & Suites Chatsworth,PC10825,18,101.2
Holiday Inn Express & Suites Chatsworth,PC10827,9,51.75
Holiday Inn Express & Suites Chatsworth,PC10850,7,30.45
Holiday Inn Express & Suites Chatsworth,PC10851,17,89.25
Holiday Inn Express & Suites Chatsworth,PC10852,1,5.25
Holiday Inn Express & Suites Chatsworth,PC10866,2,10.5
Holiday Inn Express & Suites Chatsworth,PC10874,1,4.0
Holiday Inn Express & Suites Chatsworth,PC10875,1,4.0
Holiday Inn Express & Suites Chatsworth,PC10882,6,22.5
Holiday Inn Express & Suites Chatsworth,PC10888,1,5.25
Holiday Inn Express & Suites Chatsworth,PC10889,20,73.5
Holiday Inn Express & Suites Chatsworth,PC10891,15,53.25
Holiday Inn Express & Suites Chatsworth,PC10892,15,54.75
Holiday Inn Express & Suites Chatsworth,PC10893,7,26.25
Holiday Inn Express & Suites Chatsworth,PC10897,3,15.75
Holiday Inn Express & Suites Chatsworth,PC10899,4,19.0
Holiday Inn Express & Suites Chatsworth,PC10900,3,14.25
Holiday Inn Express & Suites Chatsworth,PC10907,7,36.75
Holiday Inn Express & Suites Chatsworth,PC10909,1,3.15
Holiday Inn Express & Suites Chatsworth,PC10931,13,48.75
Holiday Inn Express & Suites Chatsworth,PC10932,24,88.5
Holiday Inn Express & Suites Chatsworth,PC10937,6,21.0
Holiday Inn Express & Suites Chatsworth,PC10938,6,21.0
Holiday Inn Express & Suites Chatsworth,PC10939,1,3.5
Holiday Inn Express & Suites Chatsworth,PC10941,18,117.0
Holiday Inn Express & Suites Chatsworth,PC10943,2,10.5
Holiday Inn Express & Suites Chatsworth,PC10944,1,5.25
Holiday Inn Express & Suites Chatsworth,PC10955,19,99.75
Holiday Inn Express & Suites Chatsworth,PC10958,7,24.5
Holiday Inn Express & Suites Chatsworth,PC10959,12,42.0
Holiday Inn Express & Suites Chatsworth,PC10961,7,36.75
Holiday Inn Express & Suites Chatsworth,PC10962,6,31.5
Holiday Inn Express & Suites Chatsworth,PC10971,17,87.15
Holiday Inn Express & Suites Chatsworth,PC10972,13,45.75
Holiday Inn Express & Suites Chatsworth,PC10978,10,37.5
Holiday Inn Express & Suites Chatsworth,PC10984,15,56.25
Holiday Inn Express & Suites Chatsworth,PC10986,13,48.75
Holiday Inn Express & Suites Chatsworth,PC10989,11,37.1
Holiday Inn Express & Suites Chatsworth,PC10990,19,66.5
Holiday Inn Express & Suites Chatsworth,PC11007,2,5.2
Holiday Inn Express & Suites Chatsworth,PC11010,19,111.6
Holiday Inn Express & Suites Chatsworth,PC11013,18,68.8
Holiday Inn Express & Suites Chatsworth,PC11015,14,54.4
Holiday Inn Express & Suites Chatsworth,PC11020,1,5.25
Holiday Inn Express & Suites Chatsworth,PC11021,2,10.5
Holiday Inn Express & Suites Chatsworth,PC11028,5,26.25
Holiday Inn Express & Suites Chatsworth,PC11035,4,15.0
Holiday Inn Express & Suites Chatsworth,PC11042,13,68.25
Holiday Inn Express & Suites Chatsworth,PC11043,13,48.75
Holiday Inn Express & Suites Chatsworth,PC11054,1,5.25
Holiday Inn Express & Suites Chatsworth,PC11061,11,41.25
Holiday Inn Express & Suites Chatsworth,PC11062,15,54.75
Holiday Inn Express & Suites Chatsworth,PC11063,14,49.5
Holiday Inn Express & Suites Chatsworth,PC11064,12,60.0
Holiday Inn Express & Suites Chatsworth,PC11068,10,36.0
Holiday Inn Express & Suites Chatsworth,PC11073,2,14.0
Holiday Inn Express & Suites Chatsworth,PC11074,4,28.0
Holiday Inn Express & Suites Chatsworth,PC11081,3,11.25
Holiday Inn Express & Suites Chatsworth,PC11091,18,67.5
Holiday Inn Express & Suites Chatsworth,PC11092,7,36.75
Holiday Inn Express & Suites Chatsworth,PC11101,7,26.4
Holiday Inn Express & Suites Chatsworth,PC11157,48,202.3
Holiday Inn Express & Suites Chatsworth,PC11162,4,23.0
Holiday Inn Express & Suites Chatsworth,PC11163,1,3.45
Holiday Inn Express & Suites Chatsworth,PC14014,3,29.97
Holiday Inn Express & Suites Chatsworth,PC16501,5,49.95
Holiday Inn Express & Suites Chatsworth,PC16506,2,7.0
Holiday Inn Express & Suites Chatsworth,PC16533,6,19.5
Holiday Inn Express & Suites Chatsworth,PC16535,4,13.0
Holiday Inn Express & Suites Chatsworth,PC19076,28,110.5
Holiday Inn Express & Suites Chatsworth,PC21186,12,115.88000000000001
Holiday Inn Express & Suites Chatsworth,PC21237,15,63.75
Holiday Inn Express & Suites Chatsworth,PC21853,23,138.0
Holiday Inn Express & Suites Chatsworth,PC21854,14,77.0
Holiday Inn Express & Suites Chatsworth,PC21863,1,5.25
Holiday Inn Express & Suites Corona,AVR00156,26,162.5
Holiday Inn Express & Suites Corona,AVR06055,13,55.25
Holiday Inn Express & Suites Corona,AVR14655,14,59.5
Holiday Inn Express & Suites Corona,AVR15125,2,9.5
Holiday Inn Express & Suites Corona,AVR16058,5,20.0
Holiday Inn Express & Suites Corona,AVR16059,10,40.0
Holiday Inn Express & Suites Corona,AVR16128,2,10.5
Holiday Inn Express & Suites Corona,AVR17394,1,5.25
Holiday Inn Express & Suites Corona,AVR17709,9,116.91
Holiday Inn Express & Suites Corona,AVR18528,18,94.5
Holiday Inn Express & Suites Corona,AVR18857,1,5.25
Holiday Inn Express & Suites Corona,AVR19515,2,51.98
Holiday Inn Express & Suites Corona,AVR19517,2,41.98
Holiday Inn Express & Suites Corona,AVR20335,25,93.75
Holiday Inn Express & Suites Corona,AVR23097,23,120.75
Holiday Inn Express & Suites Corona,AVR25512,13,58.5
Holiday Inn Express & Suites Corona,AVR25513,18,81.0
Holiday Inn Express & Suites Corona,PC00885,72,289.0
Holiday Inn Express & Suites Corona,PC00886,38,159.8
Holiday Inn Express & Suites Corona,PC00887,56,200.6
Holiday Inn Express & Suites Corona,PC00888,107,533.0
Holiday Inn Express & Suites Corona,PC00889,27,95.25
Holiday Inn Express & Suites Corona,PC10726,140,980.0
Holiday Inn Express & Suites Corona,PC10789,33,189.75
Holiday Inn Express & Suites Corona,PC10790,17,72.25
Holiday Inn Express & Suites Corona,PC10793,52,217.6
Holiday Inn Express & Suites Corona,PC10805,11,46.75
Holiday Inn Express & Suites Corona,PC10806,19,79.05
Holiday Inn Express & Suites Corona,PC10807,10,42.5
Holiday Inn Express & Suites Corona,PC10822,41,174.25
Holiday Inn Express & Suites Corona,PC10823,59,249.05
Holiday Inn Express & Suites Corona,PC10825,17,95.45
Holiday Inn Express & Suites Corona,PC10850,18,94.5
Holiday Inn Express & Suites Corona,PC10851,20,98.7
Holiday Inn Express & Suites Corona,PC10852,1,5.25
Holiday Inn Express & Suites Corona,PC10875,3,12.0
Holiday Inn Express & Suites Corona,PC10888,5,26.25
Holiday Inn Express & Suites Corona,PC10889,13,48.75
Holiday Inn Express & Suites Corona,PC10891,24,88.5
Holiday Inn Express & Suites Corona,PC10892,26,97.5
Holiday Inn Express & Suites Corona,PC10893,15,56.25
Holiday Inn Express & Suites Corona,PC10894,7,21.45
Holiday Inn Express & Suites Corona,PC10897,1,5.25
Holiday Inn Express & Suites Corona,PC10906,5,26.25
Holiday Inn Express & Suites Corona,PC10907,21,110.25
Holiday Inn Express & Suites Corona,PC10909,5,26.25
Holiday Inn Express & Suites Corona,PC10931,17,59.25
Holiday Inn Express & Suites Corona,PC10932,16,60.0
Holiday Inn Express & Suites Corona,PC10937,3,11.25
Holiday Inn Express & Suites Corona,PC10938,8,30.0
Holiday Inn Express & Suites Corona,PC10941,17,110.5
Holiday Inn Express & Suites Corona,PC10943,4,21.0
Holiday Inn Express & Suites Corona,PC10944,1,5.25
Holiday Inn Express & Suites Corona,PC10955,17,87.15
Holiday Inn Express & Suites Corona,PC10958,9,33.75
Holiday Inn Express & Suites Corona,PC10959,19,71.25
Holiday Inn Express & Suites Corona,PC10961,9,47.25
Holiday Inn Express & Suites Corona,PC10971,17,87.15
Holiday Inn Express & Suites Corona,PC10978,13,48.75
Holiday Inn Express & Suites Corona,PC10984,18,67.5
Holiday Inn Express & Suites Corona,PC10986,11,41.25
Holiday Inn Express & Suites Corona,PC10989,25,84.7
Holiday Inn Express & Suites Corona,PC10990,12,40.6
Holiday Inn Express & Suites Corona,PC10991,12,42.0
Holiday Inn Express & Suites Corona,PC11004,22,82.5
Holiday Inn Express & Suites Corona,PC11010,24,198.0
Holiday Inn Express & Suites Corona,PC11013,13,78.0
Holiday Inn Express & Suites Corona,PC11021,7,36.75
Holiday Inn Express & Suites Corona,PC11028,7,36.75
Holiday Inn Express & Suites Corona,PC11038,5,20.0
Holiday Inn Express & Suites Corona,PC11043,14,52.5
Holiday Inn Express & Suites Corona,PC11054,5,26.25
Holiday Inn Express & Suites Corona,PC11061,16,58.5
Holiday Inn Express & Suites Corona,PC11062,21,78.75
Holiday Inn Express & Suites Corona,PC11063,15,56.25
Holiday Inn Express & Suites Corona,PC11064,26,136.5
Holiday Inn Express & Suites Corona,PC11068,9,33.75
Holiday Inn Express & Suites Corona,PC11073,6,65.94
Holiday Inn Express & Suites Corona,PC11074,4,43.96
Holiday Inn Express & Suites Corona,PC11081,10,37.5
Holiday Inn Express & Suites Corona,PC11087,5,26.25
Holiday Inn Express & Suites Corona,PC11091,16,55.5
Holiday Inn Express & Suites Corona,PC11092,7,36.75
Holiday Inn Express & Suites Corona,PC11101,7,28.0
Holiday Inn Express & Suites Corona,PC11157,49,208.25
Holiday Inn Express & Suites Corona,PC14014,1,10.99
Holiday Inn Express & Suites Corona,PC16483,30,151.2
Holiday Inn Express & Suites Corona,PC16501,1,10.99
Holiday Inn Express & Suites Corona,PC16506,4,15.0
Holiday Inn Express & Suites Corona,PC16533,26,84.5
Holiday Inn Express & Suites Corona,PC16535,5,16.25
Holiday Inn Express & Suites Corona,PC19076,18,76.5
Holiday Inn Express & Suites Corona,PC21186,11,120.89
Holiday Inn Express & Suites Corona,PC21237,48,204.0
Holiday Inn Express & Suites Corona,PC21853,34,210.0
Holiday Inn Express & Suites Corona,PC21854,28,154.0
Holiday Inn Express & Suites Corona,PC21863,2,10.5
Holiday Inn Express & Suites Hesperia Market,AVR00156,11,71.5
Holiday Inn Express & Suites Hesperia Market,AVR08848,17,63.75
Holiday Inn Express & Suites Hesperia Market,AVR14634,12,45.0
Holiday Inn Express & Suites Hesperia Market,AVR14655,9,38.25
Holiday Inn Express & Suites Hesperia Market,AVR15125,4,19.0
Holiday Inn Express & Suites Hesperia Market,AVR15434,2,8.5
Holiday Inn Express & Suites Hesperia Market,AVR15436,5,21.25
Holiday Inn Express & Suites Hesperia Market,AVR16059,6,24.0
Holiday Inn Express & Suites Hesperia Market,AVR16128,2,10.5
Holiday Inn Express & Suites Hesperia Market,AVR17707,3,15.75
Holiday Inn Express & Suites Hesperia Market,AVR17709,13,168.87
Holiday Inn Express & Suites Hesperia Market,AVR18528,21,110.25
Holiday Inn Express & Suites Hesperia Market,AVR19515,2,51.98
Holiday Inn Express & Suites Hesperia Market,AVR19517,5,104.94999999999999
Holiday Inn Express & Suites Hesperia Market,AVR19716,2,49.98
Holiday Inn Express & Suites Hesperia Market,AVR25512,11,49.5
Holiday Inn Express & Suites Hesperia Market,AVR25513,3,13.5
Holiday Inn Express & Suites Hesperia Market,PC00885,59,250.75
Holiday Inn Express & Suites Hesperia Market,PC00886,16,68.0
Holiday Inn Express & Suites Hesperia Market,PC00887,28,119.0
Holiday Inn Express & Suites Hesperia Market,PC00888,60,300.0
Holiday Inn Express & Suites Hesperia Market,PC00889,6,22.5
Holiday Inn Express & Suites Hesperia Market,PC10726,146,1022.0
Holiday Inn Express & Suites Hesperia Market,PC10790,30,127.5
Holiday Inn Express & Suites Hesperia Market,PC10793,26,110.5
Holiday Inn Express & Suites Hesperia Market,PC10805,6,25.5
Holiday Inn Express & Suites Hesperia Market,PC10806,18,76.5
Holiday Inn Express & Suites Hesperia Market,PC10807,10,42.5
Holiday Inn Express & Suites Hesperia Market,PC10808,18,103.5
Holiday Inn Express & Suites Hesperia Market,PC10822,10,42.5
Holiday Inn Express & Suites Hesperia Market,PC10823,31,131.75
Holiday Inn Express & Suites Hesperia Market,PC10825,12,69.0
Holiday Inn Express & Suites Hesperia Market,PC10850,10,52.5
Holiday Inn Express & Suites Hesperia Market,PC10851,9,47.25
Holiday Inn Express & Suites Hesperia Market,PC10852,2,10.5
Holiday Inn Express & Suites Hesperia Market,PC10856,1,5.5
Holiday Inn Express & Suites Hesperia Market,PC10866,7,36.75
Holiday Inn Express & Suites Hesperia Market,PC10874,1,4.0
Holiday Inn Express & Suites Hesperia Market,PC10880,1,5.25
Holiday Inn Express & Suites Hesperia Market,PC10881,2,10.5
Holiday Inn Express & Suites Hesperia Market,PC10884,5,21.25
Holiday Inn Express & Suites Hesperia Market,PC10888,6,31.5
Holiday Inn Express & Suites Hesperia Market,PC10889,9,33.75
Holiday Inn Express & Suites Hesperia Market,PC10891,7,26.25
Holiday Inn Express & Suites Hesperia Market,PC10892,16,60.0
Holiday Inn Express & Suites Hesperia Market,PC10894,4,13.0
Holiday Inn Express & Suites Hesperia Market,PC10897,1,5.25
Holiday Inn Express & Suites Hesperia Market,PC10906,1,5.25
Holiday Inn Express & Suites Hesperia Market,PC10907,30,157.5
Holiday Inn Express & Suites Hesperia Market,PC10909,6,31.5
Holiday Inn Express & Suites Hesperia Market,PC10931,5,18.75
Holiday Inn Express & Suites Hesperia Market,PC10932,14,52.5
Holiday Inn Express & Suites Hesperia Market,PC10936,9,45.0
Holiday Inn Express & Suites Hesperia Market,PC10937,4,15.0
Holiday Inn Express & Suites Hesperia Market,PC10938,10,37.5
Holiday Inn Express & Suites Hesperia Market,PC10939,2,7.5
Holiday Inn Express & Suites Hesperia Market,PC10941,5,32.5
Holiday Inn Express & Suites Hesperia Market,PC10943,4,21.0
Holiday Inn Express & Suites Hesperia Market,PC10944,1,5.25
Holiday Inn Express & Suites Hesperia Market,PC10947,4,15.0
Holiday Inn Express & Suites Hesperia Market,PC10955,10,52.5
Holiday Inn Express & Suites Hesperia Market,PC10958,10,37.5
Holiday Inn Express & Suites Hesperia Market,PC10959,24,90.0
Holiday Inn Express & Suites Hesperia Market,PC10961,1,5.25
Holiday Inn Express & Suites Hesperia Market,PC10962,1,5.25
Holiday Inn Express & Suites Hesperia Market,PC10971,13,68.25
Holiday Inn Express & Suites Hesperia Market,PC10972,4,15.0
Holiday Inn Express & Suites Hesperia Market,PC10978,4,15.0
Holiday Inn Express & Suites Hesperia Market,PC10984,11,41.25
Holiday Inn Express & Suites Hesperia Market,PC10988,11,57.75
Holiday Inn Express & Suites Hesperia Market,PC10989,15,52.5
Holiday Inn Express & Suites Hesperia Market,PC10990,6,21.0
Holiday Inn Express & Suites Hesperia Market,PC11004,6,22.5
Holiday Inn Express & Suites Hesperia Market,PC11005,1,5.25
Holiday Inn Express & Suites Hesperia Market,PC11007,2,6.5
Holiday Inn Express & Suites Hesperia Market,PC11010,13,107.25
Holiday Inn Express & Suites Hesperia Market,PC11011,9,45.0
Holiday Inn Express & Suites Hesperia Market,PC11013,9,45.0
Holiday Inn Express & Suites Hesperia Market,PC11015,4,20.0
Holiday Inn Express & Suites Hesperia Market,PC11020,7,36.75
Holiday Inn Express & Suites Hesperia Market,PC11021,2,10.5
Holiday Inn Express & Suites Hesperia Market,PC11024,2,7.5
Holiday Inn Express & Suites Hesperia Market,PC11025,8,30.0
Holiday Inn Express & Suites Hesperia Market,PC11028,7,36.75
Holiday Inn Express & Suites Hesperia Market,PC11035,3,11.25
Holiday Inn Express & Suites Hesperia Market,PC11038,4,16.0
Holiday Inn Express & Suites Hesperia Market,PC11039,12,48.0
Holiday Inn Express & Suites Hesperia Market,PC11042,8,42.0
Holiday Inn Express & Suites Hesperia Market,PC11043,9,33.75
Holiday Inn Express & Suites Hesperia Market,PC11045,7,26.25
Holiday Inn Express & Suites Hesperia Market,PC11061,10,37.5
Holiday Inn Express & Suites Hesperia Market,PC11063,3,11.25
Holiday Inn Express & Suites Hesperia Market,PC11064,17,89.25
Holiday Inn Express & Suites Hesperia Market,PC11073,6,65.94
Holiday Inn Express & Suites Hesperia Market,PC11074,2,21.98
Holiday Inn Express & Suites Hesperia Market,PC11081,7,26.25
Holiday Inn Express & Suites Hesperia Market,PC11084,8,30.0
Holiday Inn Express & Suites Hesperia Market,PC11087,5,26.25
Holiday Inn Express & Suites Hesperia Market,PC11088,4,18.0
Holiday Inn Express & Suites Hesperia Market,PC11091,11,41.25
Holiday Inn Express & Suites Hesperia Market,PC11092,9,47.25
Holiday Inn Express & Suites Hesperia Market,PC11101,10,40.0
Holiday Inn Express & Suites Hesperia Market,PC11157,22,93.5
Holiday Inn Express & Suites Hesperia Market,PC11162,6,34.5
Holiday Inn Express & Suites Hesperia Market,PC14014,1,10.99
Holiday Inn Express & Suites Hesperia Market,PC14364,1,3.25
Holiday Inn Express & Suites Hesperia Market,PC16263,4,15.0
Holiday Inn Express & Suites Hesperia Market,PC16506,1,3.75
Holiday Inn Express & Suites Hesperia Market,PC16533,14,45.5
Holiday Inn Express & Suites Hesperia Market,PC16535,6,19.5
Holiday Inn Express & Suites Hesperia Market,PC19076,10,42.5
Holiday Inn Express & Suites Hesperia Market,PC21186,9,98.91
Holiday Inn Express & Suites Hesperia Market,PC21853,11,68.75
Holiday Inn Express & Suites Hesperia Market,PC21854,11,60.5
Holiday Inn Express & Suites Hesperia Market,PC21863,5,26.25
Holiday Inn Express & Suites San Dimas,AVR14634,5,18.75
Holiday Inn Express & Suites San Dimas,AVR14655,3,12.75
Holiday Inn Express & Suites San Dimas,AVR16059,4,16.0
Holiday Inn Express & Suites San Dimas,AVR16128,2,10.5
Holiday Inn Express & Suites San Dimas,AVR17246,3,17.25
Holiday Inn Express & Suites San Dimas,AVR18525,2,13.0
Holiday Inn Express & Suites San Dimas,AVR18526,6,31.5
Holiday Inn Express & Suites San Dimas,AVR18528,5,26.25
Holiday Inn Express & Suites San Dimas,AVR18758,7,45.5
Holiday Inn Express & Suites San Dimas,AVR19514,1,25.99
Holiday Inn Express & Suites San Dimas,AVR19515,1,25.99
Holiday Inn Express & Suites San Dimas,AVR19517,2,41.98
Holiday Inn Express & Suites San Dimas,AVR20335,4,10.5
Holiday Inn Express & Suites San Dimas,AVR25512,5,22.5
Holiday Inn Express & Suites San Dimas,AVR25513,1,4.5
Holiday Inn Express & Suites San Dimas,PC00885,52,180.2
Holiday Inn Express & Suites San Dimas,PC00886,27,109.65
Holiday Inn Express & Suites San Dimas,PC00887,24,85.0
Holiday Inn Express & Suites San Dimas,PC00888,45,219.0
Holiday Inn Express & Suites San Dimas,PC00889,31,113.25
Holiday Inn Express & Suites San Dimas,PC10726,89,620.2
Holiday Inn Express & Suites San Dimas,PC10790,4,17.0
Holiday Inn Express & Suites San Dimas,PC10793,22,83.3
Holiday Inn Express & Suites San Dimas,PC10795,3,17.25
Holiday Inn Express & Suites San Dimas,PC10805,11,46.75
Holiday Inn Express & Suites San Dimas,PC10806,9,38.25
Holiday Inn Express & Suites San Dimas,PC10807,4,17.0
Holiday Inn Express & Suites San Dimas,PC10808,4,23.0
Holiday Inn Express & Suites San Dimas,PC10811,8,46.0
Holiday Inn Express & Suites San Dimas,PC10822,5,21.25
Holiday Inn Express & Suites San Dimas,PC10823,3,12.75
Holiday Inn Express & Suites San Dimas,PC10824,6,25.5
Holiday Inn Express & Suites San Dimas,PC10825,13,51.75
Holiday Inn Express & Suites San Dimas,PC10827,3,17.25
Holiday Inn Express & Suites San Dimas,PC10850,6,31.5
Holiday Inn Express & Suites San Dimas,PC10851,3,13.65
Holiday Inn Express & Suites San Dimas,PC10866,1,5.25
Holiday Inn Express & Suites San Dimas,PC10889,21,77.25
Holiday Inn Express & Suites San Dimas,PC10891,15,47.25
Holiday Inn Express & Suites San Dimas,PC10892,3,11.25
Holiday Inn Express & Suites San Dimas,PC10893,22,82.5
Holiday Inn Express & Suites San Dimas,PC10894,6,15.6
Holiday Inn Express & Suites San Dimas,PC10897,2,10.5
Holiday Inn Express & Suites San Dimas,PC10899,13,61.75
Holiday Inn Express & Suites San Dimas,PC10900,1,4.75
Holiday Inn Express & Suites San Dimas,PC10906,2,10.5
Holiday Inn Express & Suites San Dimas,PC10907,12,63.0
Holiday Inn Express & Suites San Dimas,PC10931,7,21.75
Holiday Inn Express & Suites San Dimas,PC10932,10,37.5
Holiday Inn Express & Suites San Dimas,PC10941,9,60.75
Holiday Inn Express & Suites San Dimas,PC10943,3,15.75
Holiday Inn Express & Suites San Dimas,PC10944,3,15.75
Holiday Inn Express & Suites San Dimas,PC10955,17,87.15
Holiday Inn Express & Suites San Dimas,PC10962,4,21.0
Holiday Inn Express & Suites San Dimas,PC10972,9,33.75
Holiday Inn Express & Suites San Dimas,PC10978,18,67.5
Holiday Inn Express & Suites San Dimas,PC10984,26,96.0
Holiday Inn Express & Suites San Dimas,PC10986,5,17.25
Holiday Inn Express & Suites San Dimas,PC10989,22,75.6
Holiday Inn Express & Suites San Dimas,PC10990,14,35.0
Holiday Inn Express & Suites San Dimas,PC11004,3,8.25
Holiday Inn Express & Suites San Dimas,PC11015,2,9.6
Holiday Inn Express & Suites San Dimas,PC11021,2,10.5
Holiday Inn Express & Suites San Dimas,PC11028,1,5.25
Holiday Inn Express & Suites San Dimas,PC11035,5,18.75
Holiday Inn Express & Suites San Dimas,PC11038,13,50.4
Holiday Inn Express & Suites San Dimas,PC11039,4,14.4
Holiday Inn Express & Suites San Dimas,PC11042,10,50.4
Holiday Inn Express & Suites San Dimas,PC11043,11,35.25
Holiday Inn Express & Suites San Dimas,PC11045,6,22.5
Holiday Inn Express & Suites San Dimas,PC11054,2,10.5
Holiday Inn Express & Suites San Dimas,PC11061,3,11.25
Holiday Inn Express & Suites San Dimas,PC11062,5,18.75
Holiday Inn Express & Suites San Dimas,PC11063,12,43.5
Holiday Inn Express & Suites San Dimas,PC11068,7,24.75
Holiday Inn Express & Suites San Dimas,PC11081,7,24.75
Holiday Inn Express & Suites San Dimas,PC11087,5,26.25
Holiday Inn Express & Suites San Dimas,PC11091,8,28.5
Holiday Inn Express & Suites San Dimas,PC11092,7,34.65
Holiday Inn Express & Suites San Dimas,PC11157,27,113.05
Holiday Inn Express & Suites San Dimas,PC11162,3,14.95
Holiday Inn Express & Suites San Dimas,PC11163,2,11.5
Holiday Inn Express & Suites San Dimas,PC16483,3,15.75
Holiday Inn Express & Suites San Dimas,PC16533,14,45.5
Holiday Inn Express & Suites San Dimas,PC16535,4,13.0
Holiday Inn Express & Suites San Dimas,PC19076,15,63.75
Holiday Inn Express & Suites San Dimas,PC21237,4,15.3
Holiday Inn Express & Suites San Dimas,PC21854,10,55.0
Holiday Inn Express & Suites San Dimas,PC21863,1,5.25
Holiday Inn Express & Suites Ventura,AVR00156,31,201.5
Holiday Inn Express & Suites Ventura,AVR08848,10,35.0
Holiday Inn Express & Suites Ventura,AVR11112,4,25.5
Holiday Inn Express & Suites Ventura,AVR14634,14,53.75
Holiday Inn Express & Suites Ventura,AVR16128,1,5.25
Holiday Inn Express & Suites Ventura,AVR17709,19,248.15
Holiday Inn Express & Suites Ventura,AVR18525,3,20.0
Holiday Inn Express & Suites Ventura,AVR18526,13,69.5
Holiday Inn Express & Suites Ventura,AVR18528,25,132.0
Holiday Inn Express & Suites Ventura,AVR18758,8,53.5
Holiday Inn Express & Suites Ventura,AVR18857,5,27.0
Holiday Inn Express & Suites Ventura,AVR19515,8,209.92
Holiday Inn Express & Suites Ventura,AVR19517,6,125.94
Holiday Inn Express & Suites Ventura,AVR19716,4,101.96
Holiday Inn Express & Suites Ventura,PC00885,101,428.75
Holiday Inn Express & Suites Ventura,PC00886,38,163.75
Holiday Inn Express & Suites Ventura,PC00887,49,195.85
Holiday Inn Express & Suites Ventura,PC00888,62,293.2
Holiday Inn Express & Suites Ventura,PC00889,17,66.0
Holiday Inn Express & Suites Ventura,PC10726,159,1158.0
Holiday Inn Express & Suites Ventura,PC10790,28,117.85
Holiday Inn Express & Suites Ventura,PC10805,13,63.25
Holiday Inn Express & Suites Ventura,PC10806,19,82.25
Holiday Inn Express & Suites Ventura,PC10807,11,46.05
Holiday Inn Express & Suites Ventura,PC10808,15,86.75
Holiday Inn Express & Suites Ventura,PC10811,17,79.65
Holiday Inn Express & Suites Ventura,PC10822,14,64.75
Holiday Inn Express & Suites Ventura,PC10823,36,175.2
Holiday Inn Express & Suites Ventura,PC10825,25,144.75
Holiday Inn Express & Suites Ventura,PC10827,48,282.7
Holiday Inn Express & Suites Ventura,PC10850,10,54.75
Holiday Inn Express & Suites Ventura,PC10851,10,53.25
Holiday Inn Express & Suites Ventura,PC10866,5,27.0
Holiday Inn Express & Suites Ventura,PC10874,10,41.5
Holiday Inn Express & Suites Ventura,PC10876,10,38.75
Holiday Inn Express & Suites Ventura,PC10881,11,60.25
