location,product_id,product_name,shrinkage_qty,sales_units
HIE - Rancho Cucamonga Market,PC00888,Smart Water 20oz,77.0,0.0
HIE - Rancho Cucamonga Market,PC11157,Dasani 20oz,47.0,0.0
HIE - Rancho Cucamonga Market,PC10726,Smart Water 1L,40.0,0.0
HIE - Rancho Cucamonga Market,PC00885,Coke 20oz,38.0,0.0
HIE - Rancho Cucamonga Market,PC11064,Snickers Ice Cream Bar,22.0,0.0
HIE - Rancho Cucamonga Market,PC10790,Coke Zero 20oz,21.0,0.0
HIE - Rancho Cucamonga Market,PC00887,Sprite 20oz,19.0,0.0
HIE - Rancho Cucamonga Market,PC00886,Coke Diet 20oz,18.0,0.0
HIE - Rancho Cucamonga Market,PC10825,Red Bull 8.4oz,15.0,0.0
HIE - Rancho Cucamonga Market,PC11010,Nestle Crunch Dibs,14.0,0.0
HIE - Rancho Cucamonga Market,PC10934,Dove Milk Chocolate Almond Bar,13.0,0.0
HIE - Rancho Cucamonga Market,PC10937,El Monterey Bean and Cheese Burrito,11.0,0.0
HIE - Rancho Cucamonga Market,PC10958,Hot Pocket Ham & Cheese,11.0,0.0
HIE - Rancho Cucamonga Market,PC10959,Hot Pocket Pepperoni Pizza,11.0,0.0
HIE - Rancho Cucamonga Market,PC10931,Doritos Cool Ranch,11.0,0.0
HIE - Rancho Cucamonga Market,PC10806,Minute Maid Lemonade 20oz,11.0,0.0
HIE - Rancho Cucamonga Market,PC10891,Cheetos Flamin Hot,11.0,0.0
HIE - Rancho Cucamonga Market,PC10808,Monster 16oz,10.0,0.0
HIE - Rancho Cucamonga Market,PC10793,Dr Pepper 20oz,10.0,0.0
HIE - Rancho Cucamonga Market,PC10888,Chapstick,10.0,0.0
HIE - Rancho Cucamonga Market,PC11092,Tylenol Extra Strength,10.0,0.0
HIE - Rancho Cucamonga Market,PC16506,El Monterey Egg Sausage Cheese & Potato Burrito,10.0,0.0
HIE - Rancho Cucamonga Market,PC10939,El Monterey Jalapeno Egg Cheese Burrito,10.0,0.0
HIE - Rancho Cucamonga Market,PC10852,Alka Seltzer,9.0,0.0
HIE - Rancho Cucamonga Market,PC11020,NyQuil,9.0,0.0
HIE - Rancho Cucamonga Market,PC10962,Jack Links Teriyaki Beef Jerky 70 Cal,8.0,0.0
HIE - Rancho Cucamonga Market,PC10897,Clear Eyes Solution 0.2oz,8.0,0.0
HIE - Rancho Cucamonga Market,PC10909,DayQuil,8.0,0.0
HIE - Rancho Cucamonga Market,PC11015,Nongshim Spicy Shin Noodle Soup,8.0,0.0
HIE - Rancho Cucamonga Market,AVR17709,Haagen Dazs Chocolate Ice Cream 14oz,8.0,0.0
HIE - Rancho Cucamonga Market,PC10932,Doritos Nacho Cheese,8.0,0.0
HIE - Rancho Cucamonga Market,PC10889,Cheetos Crunchy,8.0,0.0
HIE - Rancho Cucamonga Market,PC10972,Knotts Strawberry Cookie,7.0,0.0
HIE - Rancho Cucamonga Market,PC11013,Nongshim Mild Chicken Noodle Soup,7.0,0.0
HIE - Rancho Cucamonga Market,PC10938,El Monterey Beef and Bean Burrito,7.0,0.0
HIE - Rancho Cucamonga Market,PC14014,Digiorno Four Cheese Pizza,6.0,0.0
HIE - Rancho Cucamonga Market,PC11007,Nature Valley Granola Oat & Honey,6.0,0.0
HIE - Rancho Cucamonga Market,PC10850,Advil,6.0,0.0
HIE - Rancho Cucamonga Market,PC11073,Stouffers Mac and Cheese,6.0,0.0
HIE - Rancho Cucamonga Market,PC11088,Trident Spearmint,6.0,0.0
HIE - Rancho Cucamonga Market,PC11038,Pringles Original,6.0,0.0
HIE - Rancho Cucamonga Market,PC11081,Sweet Serenity Chocolate Chip Cookies,6.0,0.0
HIE - Rancho Cucamonga Market,PC10874,Blue Diamond Almonds Smokehouse,6.0,0.0
HIE - Rancho Cucamonga Market,PC10941,SnakClub Energizer Trail Mix Premium,6.0,0.0
HIE - Rancho Cucamonga Market,PC21186,Digiorno Pepperoni Cheese Pizza,5.0,0.0
HIE - Rancho Cucamonga Market,PC10807,Minute Maid Orange Juice 12oz,5.0,0.0
HIE - Rancho Cucamonga Market,PC10884,Cereal Froot Loops,5.0,0.0
HIE - Rancho Cucamonga Market,PC10964,Kars Peanut Almond Cashew Mix,5.0,0.0
HIE - Rancho Cucamonga Market,PC21854,Fiji Water 16.9oz,5.0,0.0
HIE - Rancho Cucamonga Market,PC10886,Cereal Honey Nut Cheerios,5.0,0.0
HIE - Rancho Cucamonga Market,PC11074,Stouffers Lasagna with Meat Sauce,5.0,0.0
HIE - Rancho Cucamonga Market,PC21863,Tums Ultra Berry,5.0,0.0
HIE - Rancho Cucamonga Market,PC10851,Albanese Gummi Bears 12 Flavor - 3.5oz,5.0,0.0
HIE - Rancho Cucamonga Market,PC00889,Snickers,5.0,0.0
HIE - Rancho Cucamonga Market,PC10988,Maruchan Ramen Bowl Soup Hot & Spicy,5.0,0.0
HIE - Rancho Cucamonga Market,PC10989,Maruchan Chicken Cup Soup,5.0,0.0
HIE - Rancho Cucamonga Market,AVR19716,Anker USB-C to Lightning 6ft Cable,4.0,0.0
HIE - Rancho Cucamonga Market,PC11061,Skittles Fruit,4.0,0.0
HIE - Rancho Cucamonga Market,PC11043,Reeses PB Cup,4.0,0.0
HIE - Rancho Cucamonga Market,PC10870,Big Az Cheeseburger Charbroiled,4.0,0.0
HIE - Rancho Cucamonga Market,PC10978,Lays Regular Classic,4.0,0.0
HIE - Rancho Cucamonga Market,PC10971,Kit Kat King,4.0,0.0
HIE - Rancho Cucamonga Market,AVR18758,Core Power High Protein Shake Chocolate 14oz,4.0,0.0
HIE - Rancho Cucamonga Market,PC10907,Crest Tooth Paste and Brush,4.0,0.0
HIE - Rancho Cucamonga Market,AVR14634,Sour Patch Kids Watermelon,4.0,0.0
HIE - Rancho Cucamonga Market,PC11091,Twix Caramel,4.0,0.0
HIE - Rancho Cucamonga Market,PC11039,Pringles Sour Cream & Onion,3.0,0.0
HIE - Rancho Cucamonga Market,PC10936,Easy Mac Original Cups,3.0,0.0
HIE - Rancho Cucamonga Market,AVR18528,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,3.0,0.0
HIE - Rancho Cucamonga Market,PC11068,Sour Patch Kids,2.0,0.0
HIE - Rancho Cucamonga Market,PC11045,Rice Krispies Treats Original 1.41oz,2.0,0.0
HIE - Rancho Cucamonga Market,PC10876,Boulder Hickory BBQ Chips,2.0,0.0
HIE - Rancho Cucamonga Market,AVR19515,Anker USB-C to USB-C 10ft Cable,1.0,0.0
HIE - Rancho Cucamonga Market,AVR16059,Nature's Bakery Fig Bar Blueberry,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC00885,Coke 20oz,17.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11064,Snickers Ice Cream Bar,16.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10793,Dr Pepper 20oz,14.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR08848,Chester's Fries Flamin Hot,11.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR20335,Lays Limon 1.5oz,11.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10893,Cheetos Puffs,11.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR20336,Boulder Avocado Oil Kettle Chips,10.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10936,Easy Mac Original Cups,10.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11084,Takis Fuego,9.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10882,Butterfinger,9.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC00886,Coke Diet 20oz,9.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11010,Nestle Crunch Dibs,8.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10900,Cliff Bar Peanut Butter,8.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10909,DayQuil,8.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC00888,Smart Water 20oz,8.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10943,Razor,7.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10978,Lays Regular Classic,7.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10991,Maruchan Lime Chili Shrimp Cup Soup,7.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11081,Sweet Serenity Chocolate Chip Cookies,7.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11013,Nongshim Mild Chicken Noodle Soup,7.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10901,Cliff Bar White Chocolate Macadamia,7.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR18528,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR14655,Dr Pepper Zero 20oz,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC21854,Fiji Water 16.9oz,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10899,Cliff Bar Chocolate Chip,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10988,Maruchan Ramen Bowl Soup Hot & Spicy,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10962,Jack Links Teriyaki Beef Jerky 70 Cal,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10894,Cheez-It,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10889,Cheetos Crunchy,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11004,Munchies Flamin Hot,6.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10958,Hot Pocket Ham & Cheese,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10892,Cheetos Flamin Hot Limon,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10932,Doritos Nacho Cheese,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11157,Dasani 20oz,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11016,Nongshim Spicy Shrimp Noodle Soup,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11020,NyQuil,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR16059,Nature's Bakery Fig Bar Blueberry,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10990,Maruchan Lime Chili Chicken Cup Soup,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10959,Hot Pocket Pepperoni Pizza,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR00156,Haagen Dazs Milk Chocolate Almond Ice Cream Bar,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10971,Kit Kat King,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10984,M&M Peanut,5.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11091,Twix Caramel,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR14634,Sour Patch Kids Watermelon,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10866,Benadryl,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC19076,San Pellegrino Sparkling Mineral Water 16.9oz,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11028,Pepto Bismol,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR19517,Anker Power Port 32W Wall Charger,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR19515,Anker USB-C to USB-C 10ft Cable,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10941,SnakClub Energizer Trail Mix Premium,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11011,Nongshim Hot and Spicy Noodle Soup,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC14016,Gatorade Zero Glacier Freeze 20oz,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC00889,Snickers,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10955,Hersheys Almond King,4.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10931,Doritos Cool Ranch,3.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10831,Starbucks Mocha Frappuccino RTD 9.5oz,3.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10876,Boulder Hickory BBQ Chips,3.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10989,Maruchan Chicken Cup Soup,3.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10825,Red Bull 8.4oz,3.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC14364,Cheez-It White Cheddar 1.5oz,3.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11045,Rice Krispies Treats Original 1.41oz,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10850,Advil,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC16521,Maruchan Shrimp Cup Soup,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10808,Monster 16oz,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC16506,El Monterey Egg Sausage Cheese & Potato Burrito,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC14014,Digiorno Four Cheese Pizza,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11038,Pringles Original,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR19716,Anker USB-C to Lightning 6ft Cable,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR18525,Core Power High Protein Shake Vanilla 14oz,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR15125,RXBAR Protein Blueberry,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11092,Tylenol Extra Strength,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11021,Old Spice Deodorant,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10907,Crest Tooth Paste and Brush,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10897,Clear Eyes Solution 0.2oz,2.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11043,Reeses PB Cup,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11062,Skittles Sour,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11068,Sour Patch Kids,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC16483,Life Saver Gummies 5 Flavor Peg 7oz,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC16533,Ares Liquid Detergent HE,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10972,Knotts Strawberry Cookie,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10806,Minute Maid Lemonade 20oz,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC21186,Digiorno Pepperoni Cheese Pizza,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC10938,El Monterey Beef and Bean Burrito,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR16128,Secret Outlast Deodorant,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR19900,Tampax Pocket Radiant Tampon (3pk),1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,AVR20024,Burt's Bees Cucumber & Mint Facial Towelettes,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11039,Pringles Sour Cream & Onion,1.0,0.0
La Quinta Inn & Suites by Wyndham Thousand Oaks,PC11054,Scope Mouthwash,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10726,Smart Water 1L,13.0,4.0
Comfort Inn - Gaslamp Convention Center,PC10793,Dr Pepper 20oz,13.0,7.0
Comfort Inn - Gaslamp Convention Center,PC10978,Lays Regular Classic,12.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11043,Reeses PB Cup,11.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11091,Twix Caramel,10.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10798,Gatorade Cool Blue 20oz,8.0,0.0
Comfort Inn - Gaslamp Convention Center,PC16271,Gatorade Fruit Punch 20oz,8.0,0.0
Comfort Inn - Gaslamp Convention Center,AVR14655,Dr Pepper Zero 20oz,7.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10851,Albanese Gummi Bears 12 Flavor - 3.5oz,7.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10806,Minute Maid Lemonade 20oz,6.0,2.0
Comfort Inn - Gaslamp Convention Center,PC11007,Nature Valley Granola Oat & Honey,6.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10882,Butterfinger,5.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10894,Cheez-It,4.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10962,Jack Links Teriyaki Beef Jerky 70 Cal,4.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10891,Cheetos Flamin Hot,4.0,2.0
Comfort Inn - Gaslamp Convention Center,PC00889,Snickers,4.0,2.0
Comfort Inn - Gaslamp Convention Center,PC00887,Sprite 20oz,4.0,2.0
Comfort Inn - Gaslamp Convention Center,PC10931,Doritos Cool Ranch,3.0,2.0
Comfort Inn - Gaslamp Convention Center,PC00885,Coke 20oz,3.0,4.0
Comfort Inn - Gaslamp Convention Center,AVR25512,Peace Tea Georgia Peach 16oz,3.0,2.0
Comfort Inn - Gaslamp Convention Center,PC11062,Skittles Sour,3.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11081,Sweet Serenity Chocolate Chip Cookies,3.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11092,Tylenol Extra Strength,3.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10986,M&M Plain,3.0,0.0
Comfort Inn - Gaslamp Convention Center,AVR16058,Nature's Bakery Fig Bar Strawberry,3.0,0.0
Comfort Inn - Gaslamp Convention Center,PC21854,Fiji Water 16.9oz,2.0,2.0
Comfort Inn - Gaslamp Convention Center,PC10805,Minute Maid Apple Juice 12oz,2.0,6.0
Comfort Inn - Gaslamp Convention Center,PC10892,Cheetos Flamin Hot Limon,2.0,2.0
Comfort Inn - Gaslamp Convention Center,AVR19515,Anker USB-C to USB-C 10ft Cable,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11045,Rice Krispies Treats Original 1.41oz,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11063,Smartfood White Cheddar Popcorn,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC21202,Starbucks Caramel Frappuccino RTD 9.5oz,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11013,Nongshim Mild Chicken Noodle Soup,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11101,Welchs Mixed Fruit Snack 2.25oz,2.0,0.0
Comfort Inn - Gaslamp Convention Center,AVR16059,Nature's Bakery Fig Bar Blueberry,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10997,Milk Shamrock Lowfat 7oz,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC14016,Gatorade Zero Glacier Freeze 20oz,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10876,Boulder Hickory BBQ Chips,2.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11008,Nature Valley Granola Peanut Butter,1.0,0.0
Comfort Inn - Gaslamp Convention Center,AVR15125,RXBAR Protein Blueberry,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10972,Knotts Strawberry Cookie,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10790,Coke Zero 20oz,1.0,0.0
Comfort Inn - Gaslamp Convention Center,AVR14634,Sour Patch Kids Watermelon,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10989,Maruchan Chicken Cup Soup,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC21863,Tums Ultra Berry,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC19076,San Pellegrino Sparkling Mineral Water 16.9oz,1.0,0.0
Comfort Inn - Gaslamp Convention Center,AVR25513,Peace Tea Razzleberry 16oz,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10832,Starbucks Vanilla Frapuccino RTD 9.5oz,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC10808,Monster 16oz,1.0,0.0
Comfort Inn - Gaslamp Convention Center,AVR17246,Red Bull Red Watermelon 8.4oz,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11038,Pringles Original,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11035,Kellogs Pop Tarts Strawberry,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11021,Old Spice Deodorant,1.0,0.0
Comfort Inn - Gaslamp Convention Center,PC11039,Pringles Sour Cream & Onion,1.0,4.0
Comfort Inn - Gaslamp Convention Center,PC10990,Maruchan Lime Chili Chicken Cup Soup,1.0,2.0
Comfort Inn - Gaslamp Convention Center,PC10984,M&M Peanut,1.0,2.0
Comfort Inn - Gaslamp Convention Center,PC10971,Kit Kat King,1.0,2.0
Comfort Inn - Gaslamp Convention Center,PC00888,Smart Water 20oz,1.0,3.0
Comfort Inn - Gaslamp Convention Center,AVR18758,Core Power High Protein Shake Chocolate 14oz,1.0,2.0
Holiday Inn Express & Suites Barstow,PC10823,Powerade Mountain Berry Blast 20oz,8.0,6.0
Holiday Inn Express & Suites Barstow,PC11064,Snickers Ice Cream Bar,8.0,3.0
Holiday Inn Express & Suites Barstow,PC21853,Nestle Tollhouse Chocolate Chip Cookie Sandwich,6.0,8.0
Holiday Inn Express & Suites Barstow,PC21854,Fiji Water 16.9oz,5.0,0.0
Holiday Inn Express & Suites Barstow,PC19076,San Pellegrino Sparkling Mineral Water 16.9oz,5.0,5.0
Holiday Inn Express & Suites Barstow,PC10958,Hot Pocket Ham & Cheese,4.0,2.0
Holiday Inn Express & Suites Barstow,PC10938,El Monterey Beef and Bean Burrito,4.0,4.0
Holiday Inn Express & Suites Barstow,PC10851,Albanese Gummi Bears 12 Flavor - 3.5oz,4.0,0.0
Holiday Inn Express & Suites Barstow,AVR16059,Nature's Bakery Fig Bar Blueberry,4.0,0.0
Holiday Inn Express & Suites Barstow,PC10790,Coke Zero 20oz,4.0,3.0
Holiday Inn Express & Suites Barstow,AVR18528,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,4.0,7.0
Holiday Inn Express & Suites Barstow,AVR00156,Haagen Dazs Milk Chocolate Almond Ice Cream Bar,4.0,5.0
Holiday Inn Express & Suites Barstow,PC14014,Digiorno Four Cheese Pizza,3.0,0.0
Holiday Inn Express & Suites Barstow,PC11042,Red Vines Original 4oz Peg,3.0,0.0
Holiday Inn Express & Suites Barstow,PC10888,Chapstick,3.0,0.0
Holiday Inn Express & Suites Barstow,PC21186,Digiorno Pepperoni Cheese Pizza,3.0,6.0
Holiday Inn Express & Suites Barstow,PC11004,Munchies Flamin Hot,2.0,2.0
Holiday Inn Express & Suites Barstow,PC11163,Dunkin Donuts Mocha 13.7oz,2.0,0.0
Holiday Inn Express & Suites Barstow,PC10822,Powerade Fruit Punch 20oz,2.0,0.0
Holiday Inn Express & Suites Barstow,PC11021,Old Spice Deodorant,2.0,0.0
Holiday Inn Express & Suites Barstow,PC10881,Bumble Bee Tuna Mayo & Crackers 3.5oz,2.0,0.0
Holiday Inn Express & Suites Barstow,PC10806,Minute Maid Lemonade 20oz,2.0,2.0
Holiday Inn Express & Suites Barstow,PC11035,Kellogs Pop Tarts Strawberry,2.0,2.0
Holiday Inn Express & Suites Barstow,PC10793,Dr Pepper 20oz,2.0,5.0
Holiday Inn Express & Suites Barstow,PC10880,Bumble Bee Chicken Salad & Crackers 3.5oz,1.0,0.0
Holiday Inn Express & Suites Barstow,PC14364,Cheez-It White Cheddar 1.5oz,1.0,0.0
Holiday Inn Express & Suites Barstow,AVR17707,Trojan Ribbed Latex Condoms,1.0,0.0
Holiday Inn Express & Suites Barstow,PC10943,Razor,1.0,0.0
Holiday Inn Express & Suites Barstow,PC10990,Maruchan Lime Chili Chicken Cup Soup,1.0,0.0
Holiday Inn Express & Suites Barstow,AVR15436,Cereal Lucky Charms,1.0,0.0
Holiday Inn Express & Suites Barstow,PC10886,Cereal Honey Nut Cheerios,1.0,0.0
Holiday Inn Express & Suites Barstow,PC16506,El Monterey Egg Sausage Cheese & Potato Burrito,1.0,0.0
Holiday Inn Express & Suites Barstow,PC10939,El Monterey Jalapeno Egg Cheese Burrito,1.0,0.0
Holiday Inn Express & Suites Barstow,AVR14634,Sour Patch Kids Watermelon,1.0,0.0
Holiday Inn Express & Suites Barstow,PC11101,Welchs Mixed Fruit Snack 2.25oz,1.0,0.0
Holiday Inn Express & Suites Barstow,AVR14655,Dr Pepper Zero 20oz,1.0,2.0
Holiday Inn Express & Suites Barstow,PC16533,Ares Liquid Detergent HE,1.0,2.0
Holiday Inn Express & Suites Barstow,PC11073,Stouffers Mac and Cheese,1.0,2.0
Holiday Inn Express & Suites Barstow,PC10959,Hot Pocket Pepperoni Pizza,1.0,8.0
Holiday Inn Express & Suites Barstow,PC10907,Crest Tooth Paste and Brush,1.0,2.0
Holiday Inn Express & Suites Barstow,PC10892,Cheetos Flamin Hot Limon,1.0,5.0
Holiday Inn Express & Suites Barstow,PC10794,Dr Pepper Diet 20oz,1.0,3.0
Holiday Inn Express & Suites Barstow,PC00887,Sprite 20oz,1.0,3.0
Holiday Inn Express & Suites Barstow,AVR15125,RXBAR Protein Blueberry,1.0,4.0
Long Beach Convention Center Promenade,AVR17376,Proud Source Alkaline Spring Water 750ml,29.0,0.0
Long Beach Convention Center Promenade,AVR20530,Aquafina Aluminum Bottle 16oz,20.0,0.0
Long Beach Convention Center Promenade,PC21853,Nestle Tollhouse Chocolate Chip Cookie Sandwich,20.0,0.0
Long Beach Convention Center Promenade,AVR23588,Pepsi Diet 12oz Sleek Cans,10.0,0.0
Long Beach Convention Center Promenade,AVR21365,Pepsi 16oz Can,6.0,0.0
Long Beach Convention Center Promenade,AVR22950,Pepsi Zero Sugar 12oz,6.0,0.0
Long Beach Convention Center Promenade,PC11043,Reeses PB Cup,5.0,0.0
Long Beach Convention Center Promenade,PC10900,Cliff Bar Peanut Butter,5.0,0.0
Long Beach Convention Center Promenade,AVR23584,Gatorade Lemon Lime 11.6oz Cans,4.0,0.0
Long Beach Convention Center Promenade,PC14010,Canada Dry Ginger Ale 12oz,4.0,0.0
Long Beach Convention Center Promenade,PC11088,Trident Spearmint,4.0,0.0
Long Beach Convention Center Promenade,PC10972,Knotts Strawberry Cookie,3.0,0.0
Long Beach Convention Center Promenade,PC10941,SnakClub Energizer Trail Mix Premium,3.0,0.0
Long Beach Convention Center Promenade,PC10961,Jack Links Original,2.0,0.0
Long Beach Convention Center Promenade,AVR22955,Starbucks Cold Brew Salted Caramel 11oz Can,2.0,0.0
Long Beach Convention Center Promenade,PC10856,Altoids Peppermint Mints,2.0,0.0
Long Beach Convention Center Promenade,AVR15564,Squirt 12oz,2.0,0.0
Long Beach Convention Center Promenade,PC10808,Monster 16oz,2.0,0.0
Long Beach Convention Center Promenade,PC00889,Snickers,2.0,0.0
