Location,Product Code,Total_Sales_Qty,Total_Sales_Value,Total_In_Qty,Total_In_Cost,Known_Adjustments_Qty,Known_Adjustments_Cost,Implied_Stock_Delta,Shrink_Qty_Approx
Altura HOC 1st Floor Market,AVR11110,0.0,0.0,0.0,0.0,6.0,7.74,0.0,-6.0
Altura HOC 1st Floor Market,AVR11112,2.0,4.98,0.0,0.0,3.0,3.55,-2.0,-5.0
Altura HOC 1st Floor Market,AVR14641,12.0,45.0,0.0,0.0,6.0,14.16,-12.0,-18.0
Altura HOC 1st Floor Market,AVR14642,7.0,26.25,0.0,0.0,10.0,23.6,-7.0,-17.0
Altura HOC 1st Floor Market,AVR15123,0.0,0.0,0.0,0.0,7.0,13.65,0.0,-7.0
Altura HOC 1st Floor Market,AVR16058,2.0,3.98,0.0,0.0,2.0,1.68,-2.0,-4.0
Altura HOC 1st Floor Market,AVR17246,4.0,14.3344,0.0,0.0,1.0,1.78,-4.0,-5.0
Altura HOC 1st Floor Market,AVR18397,0.0,0.0,0.0,0.0,1.0,2.47,0.0,-1.0
Altura HOC 1st Floor Market,AVR22118,5.0,12.450000000000001,0.0,0.0,1.0,1.8,-5.0,-6.0
Altura HOC 1st Floor Market,AVR25512,6.0,12.24,0.0,0.0,7.0,4.78,-6.0,-13.0
Altura HOC 1st Floor Market,AVR26014,4.0,4.16,0.0,0.0,44.0,11.879999999999999,-4.0,-48.0
Altura HOC 1st Floor Market,AVR26211,2.0,10.98,0.0,0.0,7.0,19.32,-2.0,-9.0
Altura HOC 1st Floor Market,AVR26217,0.0,0.0,0.0,0.0,2.0,7.4,0.0,-2.0
Altura HOC 1st Floor Market,AVR26219,0.0,0.0,0.0,0.0,7.0,27.44,0.0,-7.0
Altura HOC 1st Floor Market,AVR26220,3.0,20.97,0.0,0.0,4.0,13.96,-3.0,-7.0
Altura HOC 1st Floor Market,AVR26221,0.0,0.0,0.0,0.0,2.0,8.24,0.0,-2.0
Altura HOC 1st Floor Market,AVR26226,2.0,9.98,0.0,0.0,4.0,9.76,-2.0,-6.0
Altura HOC 1st Floor Market,AVR26227,2.0,10.98,0.0,0.0,4.0,10.88,-2.0,-6.0
Altura HOC 1st Floor Market,AVR26230,0.0,0.0,0.0,0.0,4.0,7.96,0.0,-4.0
Altura HOC 1st Floor Market,AVR26232,1.0,3.99,0.0,0.0,1.0,1.92,-1.0,-2.0
Altura HOC 1st Floor Market,PC00885,3.0,7.6204,0.0,0.0,20.0,25.59,-3.0,-23.0
Altura HOC 1st Floor Market,PC00888,12.0,24.48,0.0,0.0,24.0,30.72,-12.0,-36.0
Altura HOC 1st Floor Market,PC00889,6.0,11.34,0.0,0.0,1.0,1.17,-6.0,-7.0
Altura HOC 1st Floor Market,PC10724,1.0,1.04,0.0,0.0,8.0,3.6799999999999997,-1.0,-9.0
Altura HOC 1st Floor Market,PC10726,6.0,23.04,0.0,0.0,4.0,7.16,-6.0,-10.0
Altura HOC 1st Floor Market,PC10732,2.0,3.38,0.0,0.0,10.0,13.5,-2.0,-12.0
Altura HOC 1st Floor Market,PC10733,6.0,10.14,0.0,0.0,11.0,14.85,-6.0,-17.0
Altura HOC 1st Floor Market,PC10744,0.0,0.0,0.0,0.0,1.0,4.36,0.0,-1.0
Altura HOC 1st Floor Market,PC10751,0.0,0.0,0.0,0.0,1.0,2.64,0.0,-1.0
Altura HOC 1st Floor Market,PC10761,23.0,68.77000000000001,0.0,0.0,0.0,0.0,-23.0,-23.0
Altura HOC 1st Floor Market,PC10762,10.0,29.900000000000002,0.0,0.0,7.0,14.21,-10.0,-17.0
Altura HOC 1st Floor Market,PC10765,30.0,29.7,0.0,0.0,5.0,1.2,-30.0,-35.0
Altura HOC 1st Floor Market,PC10788,6.0,19.8032,0.0,0.0,18.0,38.410000000000004,-6.0,-24.0
Altura HOC 1st Floor Market,PC10789,13.0,42.9064,0.0,0.0,8.0,17.12,-13.0,-21.0
Altura HOC 1st Floor Market,PC10798,16.0,45.44,0.0,0.0,4.0,5.36,-16.0,-20.0
Altura HOC 1st Floor Market,PC10805,8.0,18.72,0.0,0.0,10.0,12.51,-8.0,-18.0
Altura HOC 1st Floor Market,PC10807,1.0,2.34,0.0,0.0,4.0,5.01,-1.0,-5.0
Altura HOC 1st Floor Market,PC10808,2.0,7.7,0.0,0.0,5.0,7.98,-2.0,-7.0
Altura HOC 1st Floor Market,PC10809,5.0,19.2408,0.0,0.0,11.0,17.75,-5.0,-16.0
Altura HOC 1st Floor Market,PC10825,8.0,28.6488,0.0,0.0,11.0,19.58,-8.0,-19.0
Altura HOC 1st Floor Market,PC10827,9.0,32.2344,0.0,0.0,8.0,14.24,-9.0,-17.0
Altura HOC 1st Floor Market,PC10831,0.0,0.0,0.0,0.0,15.0,20.25,0.0,-15.0
Altura HOC 1st Floor Market,PC10874,1.0,1.99,0.0,0.0,2.0,1.74,-1.0,-3.0
Altura HOC 1st Floor Market,PC10889,9.0,15.209999999999999,0.0,0.0,11.0,7.81,-9.0,-20.0
Altura HOC 1st Floor Market,PC10891,25.0,42.25,0.0,0.0,11.0,7.81,-25.0,-36.0
Altura HOC 1st Floor Market,PC10893,4.0,6.76,0.0,0.0,6.0,4.26,-4.0,-10.0
Altura HOC 1st Floor Market,PC10894,14.0,18.060000000000002,0.0,0.0,3.0,1.41,-14.0,-17.0
Altura HOC 1st Floor Market,PC10895,3.0,3.87,0.0,0.0,3.0,1.47,-3.0,-6.0
Altura HOC 1st Floor Market,PC10925,0.0,0.0,0.0,0.0,10.0,7.9,0.0,-10.0
Altura HOC 1st Floor Market,PC10931,1.0,1.69,0.0,0.0,4.0,2.84,-1.0,-5.0
Altura HOC 1st Floor Market,PC10932,13.0,21.97,0.0,0.0,9.0,6.35,-13.0,-22.0
Altura HOC 1st Floor Market,PC10941,3.0,11.370000000000001,0.0,0.0,2.0,4.74,-3.0,-5.0
Altura HOC 1st Floor Market,PC10955,3.0,7.470000000000001,0.0,0.0,2.0,4.35,-3.0,-5.0
Altura HOC 1st Floor Market,PC10961,7.0,16.03,0.0,0.0,2.0,2.8,-7.0,-9.0
Altura HOC 1st Floor Market,PC10965,0.0,0.0,0.0,0.0,3.0,1.68,0.0,-3.0
Altura HOC 1st Floor Market,PC10968,1.0,2.69,0.0,0.0,5.0,7.4,-1.0,-6.0
Altura HOC 1st Floor Market,PC10971,4.0,9.96,0.0,0.0,0.0,0.0,-4.0,-4.0
Altura HOC 1st Floor Market,PC10972,10.0,19.9,0.0,0.0,4.0,2.6300000000000003,-10.0,-14.0
Altura HOC 1st Floor Market,PC10978,4.0,6.76,0.0,0.0,4.0,2.84,-4.0,-8.0
Altura HOC 1st Floor Market,PC10984,2.0,3.78,0.0,0.0,1.0,1.17,-2.0,-3.0
Altura HOC 1st Floor Market,PC10986,0.0,0.0,0.0,0.0,2.0,2.34,0.0,-2.0
Altura HOC 1st Floor Market,PC10989,8.0,7.92,0.0,0.0,2.0,1.22,-8.0,-10.0
Altura HOC 1st Floor Market,PC10991,12.0,11.879999999999999,0.0,0.0,0.0,0.0,-12.0,-12.0
Altura HOC 1st Floor Market,PC11011,1.0,1.99,0.0,0.0,0.0,0.0,-1.0,-1.0
Altura HOC 1st Floor Market,PC11013,3.0,5.97,0.0,0.0,0.0,0.0,-3.0,-3.0
Altura HOC 1st Floor Market,PC11015,1.0,1.99,0.0,0.0,0.0,0.0,-1.0,-1.0
Altura HOC 1st Floor Market,PC11016,1.0,1.99,0.0,0.0,0.0,0.0,-1.0,-1.0
Altura HOC 1st Floor Market,PC11024,12.0,23.88,0.0,0.0,4.0,3.52,-12.0,-16.0
Altura HOC 1st Floor Market,PC11026,3.0,6.87,0.0,0.0,8.0,7.779999999999999,-3.0,-11.0
Altura HOC 1st Floor Market,PC11038,2.0,3.78,0.0,0.0,3.0,2.23,-2.0,-5.0
Altura HOC 1st Floor Market,PC11039,2.0,3.78,0.0,0.0,0.0,0.0,-2.0,-2.0
Altura HOC 1st Floor Market,PC11043,4.0,7.56,0.0,0.0,1.0,0.99,-4.0,-5.0
Altura HOC 1st Floor Market,PC11061,1.0,1.59,0.0,0.0,0.0,0.0,-1.0,-1.0
Altura HOC 1st Floor Market,PC11081,21.0,39.69,0.0,0.0,0.0,0.0,-21.0,-21.0
Altura HOC 1st Floor Market,PC11162,4.0,12.16,0.0,0.0,3.0,6.36,-4.0,-7.0
Altura HOC 1st Floor Market,PC14007,19.0,21.456599999999998,0.0,0.0,15.0,9.4,-19.0,-34.0
Altura HOC 1st Floor Market,PC14008,23.0,25.973,0.0,0.0,14.0,8.82,-23.0,-37.0
Altura HOC 1st Floor Market,PC14009,7.0,7.8999999999999995,0.0,0.0,7.0,4.97,-7.0,-14.0
Altura HOC 1st Floor Market,PC14010,7.0,7.906599999999999,0.0,0.0,3.0,2.11,-7.0,-10.0
Altura HOC 1st Floor Market,PC14011,1.0,1.13,0.0,0.0,17.0,10.8,-1.0,-18.0
Altura HOC 1st Floor Market,PC14363,3.0,3.87,0.0,0.0,0.0,0.0,-3.0,-3.0
Altura HOC 1st Floor Market,PC16236,7.0,11.83,0.0,0.0,1.0,0.51,-7.0,-8.0
Altura HOC 1st Floor Market,PC16246,7.0,7.8964,0.0,0.0,5.0,3.17,-7.0,-12.0
Altura HOC 1st Floor Market,PC16249,4.0,4.52,0.0,0.0,4.0,2.5500000000000003,-4.0,-8.0
Altura HOC 1st Floor Market,PC16496,8.0,20.36,0.0,0.0,0.0,0.0,-8.0,-8.0
Altura HOC 1st Floor Market,PC16523,1.0,2.29,0.0,0.0,10.0,5.95,-1.0,-11.0
Altura HOC 2nd Floor Market,AVR17246,5.0,16.5,0.0,0.0,0.0,0.0,-5.0,-5.0
Altura HOC 2nd Floor Market,AVR25512,12.0,24.48,0.0,0.0,1.0,0.69,-12.0,-13.0
Altura HOC 2nd Floor Market,AVR26014,29.0,30.16,0.0,0.0,3.0,0.81,-29.0,-32.0
Altura HOC 2nd Floor Market,PC00888,30.0,61.2,0.0,0.0,21.0,26.880000000000003,-30.0,-51.0
Altura HOC 2nd Floor Market,PC10808,1.0,3.3,0.0,0.0,0.0,0.0,-1.0,-1.0
Altura HOC 2nd Floor Market,PC10809,1.0,3.3,0.0,0.0,0.0,0.0,-1.0,-1.0
Altura HOC 2nd Floor Market,PC10811,2.0,6.6,0.0,0.0,0.0,0.0,-2.0,-2.0
Altura HOC 2nd Floor Market,PC10825,5.0,16.5016,0.0,0.0,0.0,0.0,-5.0,-5.0
Altura HOC 2nd Floor Market,PC14007,14.0,15.7996,0.0,0.0,4.0,2.51,-14.0,-18.0
Altura HOC 2nd Floor Market,PC14008,26.0,29.356199999999998,0.0,0.0,6.0,3.78,-26.0,-32.0
Altura HOC 2nd Floor Market,PC14009,2.0,2.2565999999999997,0.0,0.0,3.0,2.13,-2.0,-5.0
Altura HOC 2nd Floor Market,PC14010,7.0,7.9032,0.0,0.0,1.0,0.69,-7.0,-8.0
Altura HOC 2nd Floor Market,PC14011,8.0,9.033199999999999,0.0,0.0,1.0,0.63,-8.0,-9.0
Altura HOC 2nd Floor Market,PC16246,7.0,7.9032,0.0,0.0,2.0,1.28,-7.0,-9.0
Altura HOC 2nd Floor Market,PC16249,22.0,24.8298,0.0,0.0,3.0,1.9100000000000001,-22.0,-25.0
Altura HOC 2nd Floor Market,PC16250,4.0,4.51,0.0,0.0,4.0,2.69,-4.0,-8.0
Anaheim Desert Inn and Suites,AVR00156,5.0,31.75,0.0,0.0,0.0,0.0,-5.0,-5.0
Anaheim Desert Inn and Suites,AVR06055,3.0,13.5,0.0,0.0,15.0,11.4,-3.0,-18.0
Anaheim Desert Inn and Suites,AVR13201,0.0,0.0,0.0,0.0,1.0,5.2,0.0,-1.0
Anaheim Desert Inn and Suites,AVR14641,15.0,89.85,0.0,0.0,11.0,25.959999999999997,-15.0,-26.0
Anaheim Desert Inn and Suites,AVR14642,19.0,115.75,0.0,0.0,4.0,9.44,-19.0,-23.0
Anaheim Desert Inn and Suites,AVR14655,29.0,138.368,0.0,0.0,18.0,22.9,-29.0,-47.0
Anaheim Desert Inn and Suites,AVR15123,0.0,0.0,0.0,0.0,3.0,6.75,0.0,-3.0
Anaheim Desert Inn and Suites,AVR15434,15.0,62.9,0.0,0.0,5.0,6.1,-15.0,-20.0
Anaheim Desert Inn and Suites,AVR15436,16.0,70.5,0.0,0.0,0.0,0.0,-16.0,-16.0
Anaheim Desert Inn and Suites,AVR16058,3.0,13.469999999999999,0.0,0.0,0.0,0.0,-3.0,-3.0
Anaheim Desert Inn and Suites,AVR16059,7.0,28.5,0.0,0.0,0.0,0.0,-7.0,-7.0
Anaheim Desert Inn and Suites,AVR16128,5.0,45.7988,0.0,0.0,0.0,0.0,-5.0,-5.0
Anaheim Desert Inn and Suites,AVR17246,45.0,297.18,0.0,0.0,1.0,1.78,-45.0,-46.0
Anaheim Desert Inn and Suites,AVR17394,1.0,6.47,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,AVR17700,20.0,137.0,0.0,0.0,5.0,13.75,-20.0,-25.0
Anaheim Desert Inn and Suites,AVR17709,4.0,47.44,0.0,0.0,0.0,0.0,-4.0,-4.0
Anaheim Desert Inn and Suites,AVR18525,24.0,138.7,0.0,0.0,1.0,2.97,-24.0,-25.0
Anaheim Desert Inn and Suites,AVR18526,53.0,286.05,0.0,0.0,1.0,1.61,-53.0,-54.0
Anaheim Desert Inn and Suites,AVR18528,98.0,533.25,0.0,0.0,16.0,25.759999999999998,-98.0,-114.0
Anaheim Desert Inn and Suites,AVR18758,32.0,219.0,0.0,0.0,10.0,29.7,-32.0,-42.0
Anaheim Desert Inn and Suites,AVR18805,8.0,96.9738,0.0,0.0,0.0,0.0,-8.0,-8.0
Anaheim Desert Inn and Suites,AVR18857,7.0,42.8369,0.0,0.0,1.0,1.5,-7.0,-8.0
Anaheim Desert Inn and Suites,AVR19076,1.0,23.6942,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,AVR19286,1.0,9.16,0.0,0.0,1.0,2.31,-1.0,-2.0
Anaheim Desert Inn and Suites,AVR19406,1.0,7.5,0.0,0.0,7.0,12.530000000000001,-1.0,-8.0
Anaheim Desert Inn and Suites,AVR19407,3.0,25.75,0.0,0.0,3.0,12.03,-3.0,-6.0
Anaheim Desert Inn and Suites,AVR19413,0.0,0.0,0.0,0.0,1.0,0.93,0.0,-1.0
Anaheim Desert Inn and Suites,AVR19414,5.0,35.25,0.0,0.0,4.0,11.32,-5.0,-9.0
Anaheim Desert Inn and Suites,AVR19421,36.0,231.1718,0.0,0.0,7.0,14.91,-36.0,-43.0
Anaheim Desert Inn and Suites,AVR19515,1.0,29.08,0.0,0.0,1.0,5.31,-1.0,-2.0
Anaheim Desert Inn and Suites,AVR19517,0.0,0.0,0.0,0.0,1.0,9.02,0.0,-1.0
Anaheim Desert Inn and Suites,AVR19716,0.0,0.0,0.0,0.0,1.0,7.72,0.0,-1.0
Anaheim Desert Inn and Suites,AVR20024,2.0,18.32,0.0,0.0,0.0,0.0,-2.0,-2.0
Anaheim Desert Inn and Suites,AVR20373,2.0,64.6242,0.0,0.0,0.0,0.0,-2.0,-2.0
Anaheim Desert Inn and Suites,AVR20374,2.0,64.62,0.0,0.0,0.0,0.0,-2.0,-2.0
Anaheim Desert Inn and Suites,AVR20385,1.0,26.9267,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,AVR20388,1.0,26.93,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,AVR20398,2.0,21.53,0.0,0.0,0.0,0.0,-2.0,-2.0
Anaheim Desert Inn and Suites,AVR20399,6.0,64.5827,0.0,0.0,0.0,0.0,-6.0,-6.0
Anaheim Desert Inn and Suites,AVR20406,1.0,25.85,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,AVR20409,2.0,56.0,0.0,0.0,0.0,0.0,-2.0,-2.0
Anaheim Desert Inn and Suites,AVR21353,0.0,0.0,0.0,0.0,1.0,5.0,0.0,-1.0
Anaheim Desert Inn and Suites,AVR21355,2.0,53.86,0.0,0.0,1.0,6.0,-2.0,-3.0
Anaheim Desert Inn and Suites,AVR23097,9.0,46.9,0.0,0.0,2.0,3.02,-9.0,-11.0
Anaheim Desert Inn and Suites,AVR23687,1.0,22.6167,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,PC00885,88.0,403.0498,0.0,0.0,8.0,10.25,-88.0,-96.0
Anaheim Desert Inn and Suites,PC00886,74.0,350.65930000000003,0.0,0.0,7.0,8.9,-74.0,-81.0
Anaheim Desert Inn and Suites,PC00887,57.0,275.19280000000003,0.0,0.0,25.0,31.81,-57.0,-82.0
Anaheim Desert Inn and Suites,PC00888,189.0,1016.75,0.0,0.0,3.0,3.84,-189.0,-192.0
Anaheim Desert Inn and Suites,PC00889,12.0,36.4,0.0,0.0,1.0,1.17,-12.0,-13.0
Anaheim Desert Inn and Suites,PC10726,411.0,3200.1,0.0,0.0,9.0,16.11,-411.0,-420.0
Anaheim Desert Inn and Suites,PC10730,3.0,10.0,0.0,0.0,6.0,8.129999999999999,-3.0,-9.0
Anaheim Desert Inn and Suites,PC10732,0.0,0.0,0.0,0.0,17.0,23.03,0.0,-17.0
Anaheim Desert Inn and Suites,PC10733,16.0,62.5,0.0,0.0,16.0,22.1,-16.0,-32.0
Anaheim Desert Inn and Suites,PC10761,17.0,92.95,0.0,0.0,2.0,4.16,-17.0,-19.0
Anaheim Desert Inn and Suites,PC10762,15.0,85.0,0.0,0.0,7.0,14.21,-15.0,-22.0
Anaheim Desert Inn and Suites,PC10788,14.0,90.7306,0.0,0.0,3.0,6.41,-14.0,-17.0
Anaheim Desert Inn and Suites,PC10789,28.0,180.87179999999998,0.0,0.0,5.0,10.7,-28.0,-33.0
Anaheim Desert Inn and Suites,PC10790,63.0,303.8256,0.0,0.0,15.0,19.15,-63.0,-78.0
Anaheim Desert Inn and Suites,PC10793,81.0,387.4425,0.0,0.0,9.0,11.47,-81.0,-90.0
Anaheim Desert Inn and Suites,PC10798,55.0,319.5,0.0,0.0,13.0,17.42,-55.0,-68.0
Anaheim Desert Inn and Suites,PC10806,28.0,125.64999999999999,0.0,0.0,2.0,2.54,-28.0,-30.0
Anaheim Desert Inn and Suites,PC10808,38.0,249.8843,0.0,0.0,4.0,6.4,-38.0,-42.0
Anaheim Desert Inn and Suites,PC10811,76.0,503.108,0.0,0.0,7.0,11.34,-76.0,-83.0
Anaheim Desert Inn and Suites,PC10816,17.0,87.1,0.0,0.0,6.0,9.18,-17.0,-23.0
Anaheim Desert Inn and Suites,PC10825,70.0,445.2179,0.0,0.0,9.0,16.02,-70.0,-79.0
Anaheim Desert Inn and Suites,PC10827,54.0,350.1893,0.0,0.0,1.0,1.78,-54.0,-55.0
Anaheim Desert Inn and Suites,PC10831,62.0,379.85,0.0,0.0,3.0,4.05,-62.0,-65.0
Anaheim Desert Inn and Suites,PC10850,27.0,166.5276,0.0,0.0,0.0,0.0,-27.0,-27.0
Anaheim Desert Inn and Suites,PC10851,11.0,57.9,0.0,0.0,1.0,0.86,-11.0,-12.0
Anaheim Desert Inn and Suites,PC10859,9.0,54.99,0.0,0.0,0.0,0.0,-9.0,-9.0
Anaheim Desert Inn and Suites,PC10874,3.0,12.5,0.0,0.0,3.0,2.61,-3.0,-6.0
Anaheim Desert Inn and Suites,PC10875,3.0,12.25,0.0,0.0,1.0,0.89,-3.0,-4.0
Anaheim Desert Inn and Suites,PC10882,5.0,19.75,0.0,0.0,1.0,1.11,-5.0,-6.0
Anaheim Desert Inn and Suites,PC10884,18.0,79.75,0.0,0.0,8.0,10.56,-18.0,-26.0
Anaheim Desert Inn and Suites,PC10885,3.0,13.0,0.0,0.0,17.0,22.44,-3.0,-20.0
Anaheim Desert Inn and Suites,PC10886,12.0,52.75,0.0,0.0,0.0,0.0,-12.0,-12.0
Anaheim Desert Inn and Suites,PC10888,6.0,36.3838,0.0,0.0,0.0,0.0,-6.0,-6.0
Anaheim Desert Inn and Suites,PC10889,10.0,40.0,0.0,0.0,11.0,7.82,-10.0,-21.0
Anaheim Desert Inn and Suites,PC10891,11.0,42.75,0.0,0.0,12.0,8.5,-11.0,-23.0
Anaheim Desert Inn and Suites,PC10892,21.0,76.95,0.0,0.0,26.0,18.47,-21.0,-47.0
Anaheim Desert Inn and Suites,PC10893,10.0,38.75,0.0,0.0,3.0,2.13,-10.0,-13.0
Anaheim Desert Inn and Suites,PC10894,25.0,79.6,0.0,0.0,5.0,2.3499999999999996,-25.0,-30.0
Anaheim Desert Inn and Suites,PC10895,6.0,17.8,0.0,0.0,0.0,0.0,-6.0,-6.0
Anaheim Desert Inn and Suites,PC10897,4.0,29.6357,0.0,0.0,0.0,0.0,-4.0,-4.0
Anaheim Desert Inn and Suites,PC10899,6.0,29.75,0.0,0.0,4.0,5.64,-6.0,-10.0
Anaheim Desert Inn and Suites,PC10900,5.0,24.75,0.0,0.0,2.0,2.84,-5.0,-7.0
Anaheim Desert Inn and Suites,PC10907,27.0,215.799,0.0,0.0,1.0,1.41,-27.0,-28.0
Anaheim Desert Inn and Suites,PC10909,32.0,198.8807,0.0,0.0,0.0,0.0,-32.0,-32.0
Anaheim Desert Inn and Suites,PC10925,11.0,41.65,0.0,0.0,26.0,20.54,-11.0,-37.0
Anaheim Desert Inn and Suites,PC10931,18.0,69.75,0.0,0.0,20.0,14.2,-18.0,-38.0
Anaheim Desert Inn and Suites,PC10932,31.0,120.75,0.0,0.0,16.0,11.309999999999999,-31.0,-47.0
Anaheim Desert Inn and Suites,PC10937,2.0,7.5,0.0,0.0,0.0,0.0,-2.0,-2.0
Anaheim Desert Inn and Suites,PC10938,2.0,8.0,0.0,0.0,2.0,1.56,-2.0,-4.0
Anaheim Desert Inn and Suites,PC10939,2.0,4.8,0.0,0.0,0.0,0.0,-2.0,-2.0
Anaheim Desert Inn and Suites,PC10941,10.0,65.7,0.0,0.0,0.0,0.0,-10.0,-10.0
Anaheim Desert Inn and Suites,PC10943,7.0,41.230000000000004,0.0,0.0,0.0,0.0,-7.0,-7.0
Anaheim Desert Inn and Suites,PC10944,1.0,5.66,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,PC10947,10.0,39.5,0.0,0.0,9.0,5.49,-10.0,-19.0
Anaheim Desert Inn and Suites,PC10958,6.0,24.0,0.0,0.0,0.0,0.0,-6.0,-6.0
Anaheim Desert Inn and Suites,PC10959,8.0,31.75,0.0,0.0,0.0,0.0,-8.0,-8.0
Anaheim Desert Inn and Suites,PC10961,4.0,21.5,0.0,0.0,0.0,0.0,-4.0,-4.0
Anaheim Desert Inn and Suites,PC10962,5.0,25.3,0.0,0.0,1.0,1.5,-5.0,-6.0
Anaheim Desert Inn and Suites,PC10971,12.0,65.0,0.0,0.0,2.0,3.87,-12.0,-14.0
Anaheim Desert Inn and Suites,PC10972,10.0,39.25,0.0,0.0,2.0,1.32,-10.0,-12.0
Anaheim Desert Inn and Suites,PC10978,21.0,79.25,0.0,0.0,11.0,7.81,-21.0,-32.0
Anaheim Desert Inn and Suites,PC10984,15.0,58.75,0.0,0.0,2.0,2.34,-15.0,-17.0
Anaheim Desert Inn and Suites,PC10986,8.0,31.5,0.0,0.0,2.0,2.34,-8.0,-10.0
Anaheim Desert Inn and Suites,PC10989,31.0,113.0,0.0,0.0,2.0,1.22,-31.0,-33.0
Anaheim Desert Inn and Suites,PC10990,8.0,28.0,0.0,0.0,2.0,1.23,-8.0,-10.0
Anaheim Desert Inn and Suites,PC10991,9.0,30.2,0.0,0.0,4.0,2.44,-9.0,-13.0
Anaheim Desert Inn and Suites,PC11004,16.0,62.25,0.0,0.0,13.0,9.23,-16.0,-29.0
Anaheim Desert Inn and Suites,PC11010,26.0,215.95,0.0,0.0,0.0,0.0,-26.0,-26.0
Anaheim Desert Inn and Suites,PC11013,7.0,24.2,0.0,0.0,0.0,0.0,-7.0,-7.0
Anaheim Desert Inn and Suites,PC11020,12.0,76.82,0.0,0.0,0.0,0.0,-12.0,-12.0
Anaheim Desert Inn and Suites,PC11021,4.0,33.1357,0.0,0.0,0.0,0.0,-4.0,-4.0
Anaheim Desert Inn and Suites,PC11024,2.0,8.0,0.0,0.0,16.0,14.08,-2.0,-18.0
Anaheim Desert Inn and Suites,PC11025,14.0,55.25,0.0,0.0,16.0,14.4,-14.0,-30.0
Anaheim Desert Inn and Suites,PC11026,10.0,38.25,0.0,0.0,22.0,21.01,-10.0,-32.0
Anaheim Desert Inn and Suites,PC11028,7.0,45.285,0.0,0.0,1.0,2.14,-7.0,-8.0
Anaheim Desert Inn and Suites,PC11035,12.0,39.45,0.0,0.0,0.0,0.0,-12.0,-12.0
Anaheim Desert Inn and Suites,PC11038,9.0,38.0,0.0,0.0,0.0,0.0,-9.0,-9.0
Anaheim Desert Inn and Suites,PC11039,16.0,67.0,0.0,0.0,2.0,1.49,-16.0,-18.0
Anaheim Desert Inn and Suites,PC11042,16.0,87.0,0.0,0.0,6.0,5.76,-16.0,-22.0
Anaheim Desert Inn and Suites,PC11045,4.0,16.0,0.0,0.0,3.0,1.75,-4.0,-7.0
Anaheim Desert Inn and Suites,PC11054,3.0,27.48,0.0,0.0,0.0,0.0,-3.0,-3.0
Anaheim Desert Inn and Suites,PC11061,17.0,66.25,0.0,0.0,1.0,1.17,-17.0,-18.0
Anaheim Desert Inn and Suites,PC11062,9.0,36.0,0.0,0.0,2.0,2.34,-9.0,-11.0
Anaheim Desert Inn and Suites,PC11063,6.0,23.5,0.0,0.0,18.0,12.78,-6.0,-24.0
Anaheim Desert Inn and Suites,PC11064,17.0,76.55,0.0,0.0,2.0,2.2,-17.0,-19.0
Anaheim Desert Inn and Suites,PC11073,6.0,67.5,0.0,0.0,0.0,0.0,-6.0,-6.0
Anaheim Desert Inn and Suites,PC11074,1.0,11.25,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,PC11078,7.0,64.1176,0.0,0.0,0.0,0.0,-7.0,-7.0
Anaheim Desert Inn and Suites,PC11081,2.0,7.75,0.0,0.0,1.0,0.54,-2.0,-3.0
Anaheim Desert Inn and Suites,PC11084,34.0,126.95,0.0,0.0,35.0,25.9,-34.0,-69.0
Anaheim Desert Inn and Suites,PC11087,8.0,66.2769,0.0,0.0,0.0,0.0,-8.0,-8.0
Anaheim Desert Inn and Suites,PC11091,15.0,51.75,0.0,0.0,9.0,10.8,-15.0,-24.0
Anaheim Desert Inn and Suites,PC11092,32.0,199.70069999999998,0.0,0.0,2.0,3.54,-32.0,-34.0
Anaheim Desert Inn and Suites,PC11101,15.0,60.05,0.0,0.0,2.0,1.34,-15.0,-17.0
Anaheim Desert Inn and Suites,PC11157,118.0,551.9,0.0,0.0,5.0,3.2,-118.0,-123.0
Anaheim Desert Inn and Suites,PC14013,17.0,87.1,0.0,0.0,1.0,1.54,-17.0,-18.0
Anaheim Desert Inn and Suites,PC14014,1.0,11.25,0.0,0.0,0.0,0.0,-1.0,-1.0
Anaheim Desert Inn and Suites,PC14016,45.0,266.2,0.0,0.0,2.0,2.68,-45.0,-47.0
Anaheim Desert Inn and Suites,PC14364,12.0,37.35,0.0,0.0,1.0,0.36,-12.0,-13.0
Anaheim Desert Inn and Suites,PC16264,14.0,69.1,0.0,0.0,1.0,1.54,-14.0,-15.0
Anaheim Desert Inn and Suites,PC16271,25.0,152.0,0.0,0.0,4.0,5.34,-25.0,-29.0
Anaheim Desert Inn and Suites,PC16483,24.0,122.3,0.0,0.0,3.0,5.550000000000001,-24.0,-27.0
Anaheim Desert Inn and Suites,PC16506,5.0,17.9,0.0,0.0,2.0,2.5,-5.0,-7.0
