Location,Product Code,Total_Sales_Qty,Total_Sales_Value,Total_In_Qty,Total_In_Cost,Known_Adjustments_Qty,Known_Adjustments_Cost,Implied_Stock_Delta,Shrink_Qty_Approx
WorldMark Big Bear,PC10726,20.0,125.19999999999999,0.0,0.0,6.0,10.74,-20.0,-26.0
WorldMark Big Bear,PC10790,13.0,60.1882,0.0,0.0,3.0,3.81,-13.0,-16.0
WorldMark Big Bear,PC10793,8.0,35.2058,0.0,0.0,6.0,7.74,-8.0,-14.0
WorldMark Big Bear,PC10798,3.0,17.4,0.0,0.0,3.0,4.0200000000000005,-3.0,-6.0
WorldMark Big Bear,PC10805,1.0,4.3,0.0,0.0,6.0,7.5,-1.0,-7.0
WorldMark Big Bear,PC10806,5.0,21.5,0.0,0.0,3.0,3.81,-5.0,-8.0
WorldMark Big Bear,PC10807,6.0,25.799999999999997,0.0,0.0,2.0,2.5,-6.0,-8.0
WorldMark Big Bear,PC10808,7.0,33.8274,0.0,0.0,0.0,0.0,-7.0,-7.0
WorldMark Big Bear,PC10811,5.0,23.8074,0.0,0.0,3.0,4.8,-5.0,-8.0
WorldMark Big Bear,PC10825,6.0,22.62,0.0,0.0,2.0,3.56,-6.0,-8.0
WorldMark Big Bear,PC10827,3.0,18.740000000000002,0.0,0.0,0.0,0.0,-3.0,-3.0
WorldMark Big Bear,PC10831,5.0,26.5,0.0,0.0,10.0,13.5,-5.0,-15.0
WorldMark Big Bear,PC10832,1.0,5.3,0.0,0.0,8.0,10.8,-1.0,-9.0
WorldMark Big Bear,PC10850,4.0,22.6338,0.0,0.0,0.0,0.0,-4.0,-4.0
WorldMark Big Bear,PC10851,5.0,24.15,0.0,0.0,2.0,1.72,-5.0,-7.0
WorldMark Big Bear,PC10874,1.0,2.4,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC10875,0.0,0.0,0.0,0.0,1.0,0.94,0.0,-1.0
WorldMark Big Bear,PC10886,1.0,4.25,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC10888,2.0,11.32,0.0,0.0,1.0,1.52,-2.0,-3.0
WorldMark Big Bear,PC10889,7.0,26.25,0.0,0.0,8.0,5.68,-7.0,-15.0
WorldMark Big Bear,PC10891,5.0,15.75,0.0,0.0,9.0,6.33,-5.0,-14.0
WorldMark Big Bear,PC10892,7.0,23.25,0.0,0.0,2.0,1.42,-7.0,-9.0
WorldMark Big Bear,PC10894,1.0,1.95,0.0,0.0,1.0,0.47,-1.0,-2.0
WorldMark Big Bear,PC10907,5.0,26.0269,0.0,0.0,0.0,0.0,-5.0,-5.0
WorldMark Big Bear,PC10931,3.0,11.25,0.0,0.0,4.0,2.84,-3.0,-7.0
WorldMark Big Bear,PC10932,6.0,21.0,0.0,0.0,0.0,0.0,-6.0,-6.0
WorldMark Big Bear,PC10936,1.0,5.0,0.0,0.0,5.0,5.35,-1.0,-6.0
WorldMark Big Bear,PC10941,4.0,26.0,0.0,0.0,0.0,0.0,-4.0,-4.0
WorldMark Big Bear,PC10946,2.0,7.5,0.0,0.0,1.0,0.61,-2.0,-3.0
WorldMark Big Bear,PC10955,2.0,10.5,0.0,0.0,1.0,2.17,-2.0,-3.0
WorldMark Big Bear,PC10961,1.0,5.25,0.0,0.0,5.0,7.12,-1.0,-6.0
WorldMark Big Bear,PC10962,1.0,5.25,0.0,0.0,2.0,3.0,-1.0,-3.0
WorldMark Big Bear,PC10971,4.0,18.9,0.0,0.0,1.0,2.17,-4.0,-5.0
WorldMark Big Bear,PC10972,4.0,13.5,0.0,0.0,3.0,1.98,-4.0,-7.0
WorldMark Big Bear,PC10978,2.0,7.5,0.0,0.0,1.0,0.71,-2.0,-3.0
WorldMark Big Bear,PC10984,10.0,28.5,0.0,0.0,0.0,0.0,-10.0,-10.0
WorldMark Big Bear,PC10986,1.0,3.75,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC10989,7.0,24.5,0.0,0.0,1.0,0.61,-7.0,-8.0
WorldMark Big Bear,PC10990,2.0,7.0,0.0,0.0,1.0,0.61,-2.0,-3.0
WorldMark Big Bear,PC11004,3.0,8.25,0.0,0.0,0.0,0.0,-3.0,-3.0
WorldMark Big Bear,PC11007,0.0,0.0,0.0,0.0,3.0,1.44,0.0,-3.0
WorldMark Big Bear,PC11011,1.0,4.0,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC11013,1.0,2.4,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC11015,2.0,6.4,0.0,0.0,0.0,0.0,-2.0,-2.0
WorldMark Big Bear,PC11024,6.0,15.0,0.0,0.0,2.0,1.76,-6.0,-8.0
WorldMark Big Bear,PC11025,5.0,14.25,0.0,0.0,5.0,4.5,-5.0,-10.0
WorldMark Big Bear,PC11028,1.0,5.6569,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC11035,2.0,6.0,0.0,0.0,0.0,0.0,-2.0,-2.0
WorldMark Big Bear,PC11038,1.0,2.4,0.0,0.0,5.0,3.69,-1.0,-6.0
WorldMark Big Bear,PC11039,3.0,10.4,0.0,0.0,1.0,0.74,-3.0,-4.0
WorldMark Big Bear,PC11042,1.0,5.25,0.0,0.0,2.0,1.92,-1.0,-3.0
WorldMark Big Bear,PC11043,2.0,7.5,0.0,0.0,0.0,0.0,-2.0,-2.0
WorldMark Big Bear,PC11045,1.0,3.75,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC11054,1.0,5.66,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC11061,4.0,15.0,0.0,0.0,0.0,0.0,-4.0,-4.0
WorldMark Big Bear,PC11062,2.0,7.5,0.0,0.0,5.0,5.85,-2.0,-7.0
WorldMark Big Bear,PC11068,2.0,7.5,0.0,0.0,0.0,0.0,-2.0,-2.0
WorldMark Big Bear,PC11081,1.0,3.75,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC11091,5.0,16.1,0.0,0.0,0.0,0.0,-5.0,-5.0
WorldMark Big Bear,PC11092,4.0,22.6369,0.0,0.0,0.0,0.0,-4.0,-4.0
WorldMark Big Bear,PC11157,1.0,4.3,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Big Bear,PC14016,2.0,11.6,0.0,0.0,1.0,1.34,-2.0,-3.0
WorldMark Big Bear,PC14364,1.0,3.25,0.0,0.0,1.0,0.36,-1.0,-2.0
WorldMark Big Bear,PC16271,2.0,11.6,0.0,0.0,2.0,2.66,-2.0,-4.0
WorldMark Big Bear,PC19076,1.0,4.36,0.0,0.0,6.0,7.68,-1.0,-7.0
WorldMark Big Bear,PC21854,2.0,10.1,0.0,0.0,2.0,2.32,-2.0,-4.0
WorldMark Big Bear,PC21863,3.0,16.9769,0.0,0.0,0.0,0.0,-3.0,-3.0
WorldMark Indio Activities Center Market,AVR00156,319.0,2073.5,0.0,0.0,23.0,55.43000000000001,-319.0,-342.0
WorldMark Indio Activities Center Market,AVR06055,39.0,165.75,0.0,0.0,8.0,6.08,-39.0,-47.0
WorldMark Indio Activities Center Market,AVR16128,13.0,74.2276,0.0,0.0,1.0,3.12,-13.0,-14.0
WorldMark Indio Activities Center Market,AVR17246,37.0,233.155,0.0,0.0,35.0,62.3,-37.0,-72.0
WorldMark Indio Activities Center Market,AVR17394,14.0,79.93639999999999,0.0,0.0,3.0,3.15,-14.0,-17.0
WorldMark Indio Activities Center Market,AVR17700,98.0,561.2,0.0,0.0,18.0,49.5,-98.0,-116.0
WorldMark Indio Activities Center Market,AVR18525,48.0,312.0,0.0,0.0,11.0,32.67,-48.0,-59.0
WorldMark Indio Activities Center Market,AVR18526,35.0,183.75,0.0,0.0,35.0,56.35,-35.0,-70.0
WorldMark Indio Activities Center Market,AVR18528,34.0,178.5,0.0,0.0,6.0,9.66,-34.0,-40.0
WorldMark Indio Activities Center Market,AVR18758,118.0,767.0,0.0,0.0,13.0,38.61,-118.0,-131.0
WorldMark Indio Activities Center Market,AVR19406,44.0,319.0,0.0,0.0,8.0,14.32,-44.0,-52.0
WorldMark Indio Activities Center Market,AVR19515,13.0,367.4023,0.0,0.0,4.0,21.24,-13.0,-17.0
WorldMark Indio Activities Center Market,AVR19517,15.0,342.4298,0.0,0.0,2.0,18.04,-15.0,-17.0
WorldMark Indio Activities Center Market,AVR19716,14.0,380.503,0.0,0.0,0.0,0.0,-14.0,-14.0
WorldMark Indio Activities Center Market,AVR20728,3.0,32.97,0.0,0.0,0.0,0.0,-3.0,-3.0
WorldMark Indio Activities Center Market,AVR20752,39.0,234.0,0.0,0.0,11.0,17.82,-39.0,-50.0
WorldMark Indio Activities Center Market,AVR22623,31.0,193.8256,0.0,0.0,7.0,9.94,-31.0,-38.0
WorldMark Indio Activities Center Market,AVR23097,82.0,451.0,0.0,0.0,12.0,18.12,-82.0,-94.0
WorldMark Indio Activities Center Market,AVR25512,78.0,354.9,0.0,0.0,12.0,8.22,-78.0,-90.0
WorldMark Indio Activities Center Market,AVR25513,43.0,195.64999999999998,0.0,0.0,13.0,8.86,-43.0,-56.0
WorldMark Indio Activities Center Market,AVR26019,1.0,43.4891,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Indio Activities Center Market,PC00885,127.0,593.1812,0.0,0.0,20.0,25.6,-127.0,-147.0
WorldMark Indio Activities Center Market,PC00886,108.0,504.4316,0.0,0.0,14.0,17.87,-108.0,-122.0
WorldMark Indio Activities Center Market,PC00887,90.0,420.3898,0.0,0.0,15.0,19.18,-90.0,-105.0
WorldMark Indio Activities Center Market,PC00888,87.0,439.34999999999997,0.0,0.0,34.0,43.519999999999996,-87.0,-121.0
WorldMark Indio Activities Center Market,PC00889,167.0,626.25,0.0,0.0,17.0,19.89,-167.0,-184.0
WorldMark Indio Activities Center Market,PC10726,253.0,1783.6499999999999,0.0,0.0,51.0,91.28999999999999,-253.0,-304.0
WorldMark Indio Activities Center Market,PC10790,102.0,476.4362,0.0,0.0,21.0,26.84,-102.0,-123.0
WorldMark Indio Activities Center Market,PC10793,117.0,544.6069,0.0,0.0,48.0,61.16,-117.0,-165.0
WorldMark Indio Activities Center Market,PC10805,23.0,98.89999999999999,0.0,0.0,43.0,53.769999999999996,-23.0,-66.0
WorldMark Indio Activities Center Market,PC10806,77.0,331.09999999999997,0.0,0.0,31.0,39.39,-77.0,-108.0
WorldMark Indio Activities Center Market,PC10808,31.0,195.3687,0.0,0.0,33.0,53.5,-31.0,-64.0
WorldMark Indio Activities Center Market,PC10825,32.0,201.6449,0.0,0.0,30.0,53.400000000000006,-32.0,-62.0
WorldMark Indio Activities Center Market,PC10827,32.0,201.6693,0.0,0.0,37.0,65.86,-32.0,-69.0
WorldMark Indio Activities Center Market,PC10832,57.0,302.09999999999997,0.0,0.0,8.0,10.8,-57.0,-65.0
WorldMark Indio Activities Center Market,PC10850,15.0,85.6476,0.0,0.0,3.0,5.25,-15.0,-18.0
WorldMark Indio Activities Center Market,PC10851,91.0,477.75,0.0,0.0,9.0,7.74,-91.0,-100.0
WorldMark Indio Activities Center Market,PC10861,92.0,827.08,0.0,0.0,26.0,126.88,-92.0,-118.0
WorldMark Indio Activities Center Market,PC10866,5.0,28.5494,0.0,0.0,2.0,4.52,-5.0,-7.0
WorldMark Indio Activities Center Market,PC10881,11.0,57.75,0.0,0.0,11.0,25.19,-11.0,-22.0
WorldMark Indio Activities Center Market,PC10884,22.0,93.5,0.0,0.0,4.0,5.28,-22.0,-26.0
WorldMark Indio Activities Center Market,PC10888,14.0,79.9382,0.0,0.0,0.0,0.0,-14.0,-14.0
WorldMark Indio Activities Center Market,PC10889,131.0,491.25,0.0,0.0,38.0,26.979999999999997,-131.0,-169.0
WorldMark Indio Activities Center Market,PC10891,62.0,232.5,0.0,0.0,50.0,35.5,-62.0,-112.0
WorldMark Indio Activities Center Market,PC10892,74.0,277.5,0.0,0.0,48.0,34.08,-74.0,-122.0
WorldMark Indio Activities Center Market,PC10894,24.0,78.0,0.0,0.0,3.0,1.41,-24.0,-27.0
WorldMark Indio Activities Center Market,PC10896,10.0,57.0988,0.0,0.0,0.0,0.0,-10.0,-10.0
WorldMark Indio Activities Center Market,PC10897,13.0,74.2276,0.0,0.0,4.0,12.12,-13.0,-17.0
WorldMark Indio Activities Center Market,PC10907,33.0,188.4239,0.0,0.0,1.0,1.43,-33.0,-34.0
WorldMark Indio Activities Center Market,PC10909,3.0,17.13,0.0,0.0,6.0,13.55,-3.0,-9.0
WorldMark Indio Activities Center Market,PC10931,71.0,266.25,0.0,0.0,30.0,21.299999999999997,-71.0,-101.0
WorldMark Indio Activities Center Market,PC10932,105.0,393.75,0.0,0.0,13.0,9.17,-105.0,-118.0
WorldMark Indio Activities Center Market,PC10941,70.0,455.0,0.0,0.0,10.0,23.69,-70.0,-80.0
WorldMark Indio Activities Center Market,PC10943,7.0,39.97,0.0,0.0,0.0,0.0,-7.0,-7.0
WorldMark Indio Activities Center Market,PC10944,12.0,68.5182,0.0,0.0,1.0,2.93,-12.0,-13.0
WorldMark Indio Activities Center Market,PC10955,115.0,603.75,0.0,0.0,13.0,26.83,-115.0,-128.0
WorldMark Indio Activities Center Market,PC10961,50.0,262.5,0.0,0.0,20.0,28.37,-50.0,-70.0
WorldMark Indio Activities Center Market,PC10962,42.0,220.5,0.0,0.0,9.0,12.850000000000001,-42.0,-51.0
WorldMark Indio Activities Center Market,PC10971,115.0,603.75,0.0,0.0,16.0,33.72,-115.0,-131.0
WorldMark Indio Activities Center Market,PC10972,66.0,247.5,0.0,0.0,14.0,9.24,-66.0,-80.0
WorldMark Indio Activities Center Market,PC10984,139.0,521.25,0.0,0.0,21.0,24.57,-139.0,-160.0
WorldMark Indio Activities Center Market,PC10988,14.0,59.5,0.0,0.0,12.0,12.84,-14.0,-26.0
WorldMark Indio Activities Center Market,PC10989,43.0,150.5,0.0,0.0,4.0,2.44,-43.0,-47.0
WorldMark Indio Activities Center Market,PC10991,19.0,57.0,0.0,0.0,7.0,4.24,-19.0,-26.0
WorldMark Indio Activities Center Market,PC11004,64.0,240.0,0.0,0.0,20.0,14.2,-64.0,-84.0
WorldMark Indio Activities Center Market,PC11010,157.0,1295.25,0.0,0.0,12.0,28.910000000000004,-157.0,-169.0
WorldMark Indio Activities Center Market,PC11011,25.0,100.0,0.0,0.0,14.0,19.6,-25.0,-39.0
WorldMark Indio Activities Center Market,PC11013,23.0,92.0,0.0,0.0,6.0,8.399999999999999,-23.0,-29.0
WorldMark Indio Activities Center Market,PC11020,7.0,39.9688,0.0,0.0,4.0,9.12,-7.0,-11.0
WorldMark Indio Activities Center Market,PC11021,9.0,51.39,0.0,0.0,5.0,15.1,-9.0,-14.0
WorldMark Indio Activities Center Market,PC11024,42.0,157.5,0.0,0.0,8.0,7.04,-42.0,-50.0
WorldMark Indio Activities Center Market,PC11025,50.0,187.5,0.0,0.0,21.0,18.900000000000002,-50.0,-71.0
WorldMark Indio Activities Center Market,PC11028,7.0,39.9694,0.0,0.0,1.0,2.14,-7.0,-8.0
WorldMark Indio Activities Center Market,PC11035,21.0,78.75,0.0,0.0,3.0,2.33,-21.0,-24.0
WorldMark Indio Activities Center Market,PC11038,82.0,328.0,0.0,0.0,19.0,14.07,-82.0,-101.0
WorldMark Indio Activities Center Market,PC11039,61.0,244.0,0.0,0.0,12.0,8.9,-61.0,-73.0
WorldMark Indio Activities Center Market,PC11042,159.0,834.75,0.0,0.0,5.0,4.8,-159.0,-164.0
WorldMark Indio Activities Center Market,PC11043,98.0,367.5,0.0,0.0,12.0,14.63,-98.0,-110.0
WorldMark Indio Activities Center Market,PC11045,22.0,82.5,0.0,0.0,8.0,4.67,-22.0,-30.0
WorldMark Indio Activities Center Market,PC11054,9.0,51.387,0.0,0.0,0.0,0.0,-9.0,-9.0
WorldMark Indio Activities Center Market,PC11061,117.0,438.75,0.0,0.0,4.0,4.68,-117.0,-121.0
WorldMark Indio Activities Center Market,PC11063,125.0,468.75,0.0,0.0,16.0,11.36,-125.0,-141.0
WorldMark Indio Activities Center Market,PC11064,173.0,951.5,0.0,0.0,31.0,34.1,-173.0,-204.0
WorldMark Indio Activities Center Market,PC11078,13.0,74.2276,0.0,0.0,0.0,0.0,-13.0,-13.0
WorldMark Indio Activities Center Market,PC11081,65.0,243.75,0.0,0.0,8.0,4.32,-65.0,-73.0
WorldMark Indio Activities Center Market,PC11087,17.0,97.0652,0.0,0.0,0.0,0.0,-17.0,-17.0
WorldMark Indio Activities Center Market,PC11091,104.0,364.0,0.0,0.0,13.0,15.27,-104.0,-117.0
WorldMark Indio Activities Center Market,PC11092,13.0,74.227,0.0,0.0,3.0,5.31,-13.0,-16.0
WorldMark Indio Activities Center Market,PC11101,60.0,240.0,0.0,0.0,15.0,10.05,-60.0,-75.0
WorldMark Indio Activities Center Market,PC11157,77.0,331.09999999999997,0.0,0.0,13.0,8.32,-77.0,-90.0
WorldMark Indio Activities Center Market,PC14364,17.0,55.25,0.0,0.0,6.0,2.16,-17.0,-23.0
WorldMark Indio Activities Center Market,PC16271,56.0,324.8,0.0,0.0,43.0,57.230000000000004,-56.0,-99.0
WorldMark Indio Activities Center Market,PC16274,54.0,340.27549999999997,0.0,0.0,33.0,44.14,-54.0,-87.0
WorldMark Indio Activities Center Market,PC16483,66.0,346.5,0.0,0.0,10.0,18.5,-66.0,-76.0
WorldMark Indio Activities Center Market,PC16510,115.0,1033.85,0.0,0.0,11.0,53.68,-115.0,-126.0
WorldMark Indio Activities Center Market,PC16529,39.0,204.75,0.0,0.0,14.0,19.580000000000002,-39.0,-53.0
WorldMark Indio Activities Center Market,PC21202,102.0,540.6,0.0,0.0,16.0,21.59,-102.0,-118.0
WorldMark Indio Activities Center Market,PC21853,310.0,1937.5,0.0,0.0,37.0,89.63,-310.0,-347.0
WorldMark Indio Activities Center Market,PC21854,33.0,183.15,0.0,0.0,65.0,75.47,-33.0,-98.0
WorldMark Indio Activities Center Market,PC21863,7.0,39.9694,0.0,0.0,1.0,2.53,-7.0,-8.0
WorldMark Mission Valley,AVR00156,27.0,182.25,0.0,0.0,18.0,43.38,-27.0,-45.0
WorldMark Mission Valley,AVR14634,14.0,52.5,0.0,0.0,7.0,8.19,-14.0,-21.0
WorldMark Mission Valley,AVR16059,6.0,24.0,0.0,0.0,8.0,6.72,-6.0,-14.0
WorldMark Mission Valley,AVR16128,1.0,5.66,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Mission Valley,AVR17246,5.0,33.9088,0.0,0.0,5.0,8.9,-5.0,-10.0
WorldMark Mission Valley,AVR17709,21.0,272.79,0.0,0.0,19.0,95.19,-21.0,-40.0
WorldMark Mission Valley,AVR18525,13.0,91.0,0.0,0.0,2.0,5.94,-13.0,-15.0
WorldMark Mission Valley,AVR18526,13.0,71.5,0.0,0.0,5.0,8.05,-13.0,-18.0
WorldMark Mission Valley,AVR18528,53.0,291.5,0.0,0.0,19.0,30.59,-53.0,-72.0
WorldMark Mission Valley,AVR18758,28.0,196.0,0.0,0.0,2.0,5.94,-28.0,-30.0
WorldMark Mission Valley,AVR19420,9.0,49.5,0.0,0.0,9.0,20.88,-9.0,-18.0
WorldMark Mission Valley,AVR19421,19.0,110.88999999999999,0.0,0.0,13.0,27.67,-19.0,-32.0
WorldMark Mission Valley,AVR19515,1.0,28.0,0.0,0.0,1.0,5.31,-1.0,-2.0
WorldMark Mission Valley,AVR19517,3.0,67.85340000000001,0.0,0.0,1.0,9.02,-3.0,-4.0
WorldMark Mission Valley,AVR19716,1.0,26.9267,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Mission Valley,AVR20728,1.0,10.99,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Mission Valley,AVR20729,1.0,10.99,0.0,0.0,1.0,4.12,-1.0,-2.0
WorldMark Mission Valley,PC00885,54.0,260.698,0.0,0.0,5.0,6.390000000000001,-54.0,-59.0
WorldMark Mission Valley,PC00886,55.0,269.4806,0.0,0.0,7.0,8.93,-55.0,-62.0
WorldMark Mission Valley,PC00887,41.0,200.8793,0.0,0.0,2.0,2.56,-41.0,-43.0
WorldMark Mission Valley,PC00888,46.0,255.29999999999998,0.0,0.0,19.0,24.32,-46.0,-65.0
WorldMark Mission Valley,PC00889,13.0,48.75,0.0,0.0,5.0,5.85,-13.0,-18.0
WorldMark Mission Valley,PC10726,180.0,1442.6000000000001,0.0,0.0,50.0,89.5,-180.0,-230.0
WorldMark Mission Valley,PC10789,24.0,151.243,0.0,0.0,18.0,38.46,-24.0,-42.0
WorldMark Mission Valley,PC10790,47.0,230.2829,0.0,0.0,8.0,10.219999999999999,-47.0,-55.0
WorldMark Mission Valley,PC10793,33.0,161.69150000000002,0.0,0.0,8.0,10.280000000000001,-33.0,-41.0
WorldMark Mission Valley,PC10796,17.0,83.2904,0.0,0.0,5.0,6.35,-17.0,-22.0
WorldMark Mission Valley,PC10798,26.0,163.79999999999998,0.0,0.0,19.0,25.450000000000003,-26.0,-45.0
WorldMark Mission Valley,PC10806,26.0,118.3,0.0,0.0,6.0,7.6499999999999995,-26.0,-32.0
WorldMark Mission Valley,PC10808,12.0,78.6832,0.0,0.0,5.0,8.15,-12.0,-17.0
WorldMark Mission Valley,PC10811,21.0,139.7264,0.0,0.0,5.0,8.1,-21.0,-26.0
WorldMark Mission Valley,PC10816,19.0,100.69999999999999,0.0,0.0,6.0,9.23,-19.0,-25.0
WorldMark Mission Valley,PC10825,24.0,162.772,0.0,0.0,15.0,26.71,-24.0,-39.0
WorldMark Mission Valley,PC10827,20.0,135.6652,0.0,0.0,0.0,0.0,-20.0,-20.0
WorldMark Mission Valley,PC10831,15.0,8.25,0.0,0.0,9.0,12.15,-15.0,-24.0
WorldMark Mission Valley,PC10850,13.0,87.50880000000001,0.0,0.0,9.0,15.75,-13.0,-22.0
WorldMark Mission Valley,PC10851,14.0,80.5,0.0,0.0,1.0,0.86,-14.0,-15.0
WorldMark Mission Valley,PC10866,2.0,13.464400000000001,0.0,0.0,0.0,0.0,-2.0,-2.0
WorldMark Mission Valley,PC10874,3.0,12.0,0.0,0.0,0.0,0.0,-3.0,-3.0
WorldMark Mission Valley,PC10876,4.0,15.0,0.0,0.0,3.0,1.58,-4.0,-7.0
WorldMark Mission Valley,PC10880,1.0,5.25,0.0,0.0,0.0,0.0,-1.0,-1.0
WorldMark Mission Valley,PC10881,8.0,42.0,0.0,0.0,2.0,4.58,-8.0,-10.0
WorldMark Mission Valley,PC10884,21.0,89.25,0.0,0.0,1.0,1.32,-21.0,-22.0
WorldMark Mission Valley,PC10885,9.0,38.25,0.0,0.0,5.0,6.59,-9.0,-14.0
WorldMark Mission Valley,PC10886,10.0,40.0,0.0,0.0,2.0,2.44,-10.0,-12.0
WorldMark Mission Valley,PC10889,19.0,71.25,0.0,0.0,11.0,7.81,-19.0,-30.0
WorldMark Mission Valley,PC10891,14.0,52.5,0.0,0.0,7.0,4.97,-14.0,-21.0
WorldMark Mission Valley,PC10892,18.0,67.5,0.0,0.0,10.0,7.1,-18.0,-28.0
WorldMark Mission Valley,PC10894,13.0,42.25,0.0,0.0,0.0,0.0,-13.0,-13.0
WorldMark Mission Valley,PC10899,6.0,28.5,0.0,0.0,4.0,3.9699999999999998,-6.0,-10.0
WorldMark Mission Valley,PC10907,8.0,45.2638,0.0,0.0,0.0,0.0,-8.0,-8.0
WorldMark Mission Valley,PC10931,8.0,30.0,0.0,0.0,4.0,2.84,-8.0,-12.0
WorldMark Mission Valley,PC10932,21.0,78.75,0.0,0.0,0.0,0.0,-21.0,-21.0
WorldMark Mission Valley,PC10936,20.0,100.0,0.0,0.0,1.0,1.17,-20.0,-21.0
WorldMark Mission Valley,PC10937,4.0,17.0,0.0,0.0,14.0,10.92,-4.0,-18.0
WorldMark Mission Valley,PC10938,3.0,12.75,0.0,0.0,15.0,11.700000000000001,-3.0,-18.0
WorldMark Mission Valley,PC10939,5.0,21.25,0.0,0.0,16.0,20.0,-5.0,-21.0
WorldMark Mission Valley,PC10941,10.0,67.5,0.0,0.0,0.0,0.0,-10.0,-10.0
WorldMark Mission Valley,PC10955,14.0,73.5,0.0,0.0,0.0,0.0,-14.0,-14.0
WorldMark Mission Valley,PC10958,2.0,8.5,0.0,0.0,18.0,17.82,-2.0,-20.0
WorldMark Mission Valley,PC10959,8.0,34.0,0.0,0.0,20.0,19.8,-8.0,-28.0
WorldMark Mission Valley,PC10961,5.0,26.299999999999997,0.0,0.0,2.0,2.74,-5.0,-7.0
WorldMark Mission Valley,PC10962,4.0,21.0,0.0,0.0,11.0,15.46,-4.0,-15.0
WorldMark Mission Valley,PC10971,16.0,84.0,0.0,0.0,5.0,9.92,-16.0,-21.0
WorldMark Mission Valley,PC10972,5.0,18.75,0.0,0.0,0.0,0.0,-5.0,-5.0
WorldMark Mission Valley,PC10978,17.0,63.75,0.0,0.0,2.0,1.42,-17.0,-19.0
WorldMark Mission Valley,PC10984,14.0,52.5,0.0,0.0,2.0,2.34,-14.0,-16.0
WorldMark Mission Valley,PC10986,14.0,52.5,0.0,0.0,2.0,2.34,-14.0,-16.0
WorldMark Mission Valley,PC10988,9.0,38.25,0.0,0.0,0.0,0.0,-9.0,-9.0
WorldMark Mission Valley,PC10989,24.0,84.0,0.0,0.0,2.0,1.22,-24.0,-26.0
WorldMark Mission Valley,PC10990,9.0,31.5,0.0,0.0,1.0,0.62,-9.0,-10.0
WorldMark Mission Valley,PC11004,10.0,37.5,0.0,0.0,3.0,2.13,-10.0,-13.0
WorldMark Mission Valley,PC11007,3.0,9.75,0.0,0.0,0.0,0.0,-3.0,-3.0
WorldMark Mission Valley,PC11010,25.0,218.75,0.0,0.0,29.0,69.89,-25.0,-54.0
WorldMark Mission Valley,PC11011,4.0,16.0,0.0,0.0,0.0,0.0,-4.0,-4.0
WorldMark Mission Valley,PC11015,15.0,60.0,0.0,0.0,0.0,0.0,-15.0,-15.0
WorldMark Mission Valley,PC11021,0.0,0.0,0.0,0.0,1.0,3.02,0.0,-1.0
WorldMark Mission Valley,PC11025,8.0,30.0,0.0,0.0,7.0,6.3,-8.0,-15.0
WorldMark Mission Valley,PC11026,23.0,86.25,0.0,0.0,15.0,12.32,-23.0,-38.0
WorldMark Mission Valley,PC11035,6.0,22.5,0.0,0.0,0.0,0.0,-6.0,-6.0
WorldMark Mission Valley,PC11038,13.0,52.0,0.0,0.0,3.0,2.2199999999999998,-13.0,-16.0
WorldMark Mission Valley,PC11039,10.0,40.0,0.0,0.0,4.0,2.98,-10.0,-14.0
WorldMark Mission Valley,PC11042,18.0,94.5,0.0,0.0,0.0,0.0,-18.0,-18.0
WorldMark Mission Valley,PC11043,21.0,78.75,0.0,0.0,4.0,4.71,-21.0,-25.0
WorldMark Mission Valley,PC11045,4.0,15.0,0.0,0.0,1.0,0.59,-4.0,-5.0
WorldMark Mission Valley,PC11061,17.0,63.75,0.0,0.0,1.0,1.17,-17.0,-18.0
WorldMark Mission Valley,PC11064,19.0,109.25,0.0,0.0,41.0,45.1,-19.0,-60.0
WorldMark Mission Valley,PC11068,10.0,37.5,0.0,0.0,9.0,10.57,-10.0,-19.0
WorldMark Mission Valley,PC11073,0.0,0.0,0.0,0.0,4.0,11.24,0.0,-4.0
WorldMark Mission Valley,PC11074,4.0,46.0,0.0,0.0,7.0,22.959999999999997,-4.0,-11.0
WorldMark Mission Valley,PC11078,10.0,56.5745,0.0,0.0,0.0,0.0,-10.0,-10.0
WorldMark Mission Valley,PC11081,5.0,18.75,0.0,0.0,0.0,0.0,-5.0,-5.0
WorldMark Mission Valley,PC11091,14.0,52.5,0.0,0.0,4.0,4.71,-14.0,-18.0
